"parameter","mean_sp","median_sp","quantile05_sp","quantile25_sp","quantile75_sp","quantile95_sp","stdev_sp"
0.1,0,0,0,0,0,0,0
0.2,0,0,0,0,0,0,0
0.3,0,0,0,0,0,0,0
0.4,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0
0.6,0,0,0,0,0,0,0
0.7,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
1.1,0,0,0,0,0,0,0
1.2,0,0,0,0,0,0,0
1.3,0,0,0,0,0,0,0
1.4,0,0,0,0,0,0,0
1.5,0,0,0,0,0,0,0
1.6,0,0,0,0,0,0,0
1.7,0,0,0,0,0,0,0
1.8,0,0,0,0,0,0,0
1.9,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
2.1,0,0,0,0,0,0,0
2.2,0,0,0,0,0,0,0
2.3,0,0,0,0,0,0,0
2.4,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,0
2.6,0,0,0,0,0,0,0
2.7,0.000545131455399061,0,0,0,0,0,0.00795593166642042
2.8,0.00125567136150235,0,0,0,0,0,0.0111556752979527
2.9,0.0149878450704225,0,0,0,0,0.0933373999999999,0.0357416971009646
3,0.0326621596244131,0,0,0,0.065728,0.1306938,0.0512588204160581
3.1,0.0361898356807512,0.005101,0,0,0.068864,0.127501,0.0546435366447473
3.2,0.0386471314553991,0.009609,0,0,0.070757,0.1361748,0.0573827847547833
3.3,0.0380446103286385,0.009609,0,0,0.068864,0.1361748,0.056759220684265
3.4,0.0375952957746479,0.009609,0,0,0.068864,0.1306938,0.0564365099899469
3.5,0.0389603286384977,0.012714,0,0,0.070558,0.1306938,0.0579601755853655
3.6,0.0418100046948357,0.017974,0,0,0.077071,0.1363824,0.0596067720956891
3.7,0.0484900422535211,0.038105,0,0,0.082613,0.1396782,0.0638082943666009
3.8,0.0697260046948357,0.052949,0.0076114,0.024298,0.09704,0.1833062,0.0906536981639254
3.9,0.0540550563380282,0.04854,0.005424,0.02206,0.07406,0.1268644,0.067209730313648
4,0.057578014084507,0.05206,0.0042058,0.026729,0.079776,0.1305088,0.0697865842982017
4.1,0.0612086338028169,0.057063,0.0074708,0.023184,0.084412,0.1461766,0.0709410610736718
4.2,0.0711172488262911,0.059962,0.009191,0.032146,0.102944,0.1647976,0.0751801706187459
4.3,0.0770445492957746,0.069106,0.0067992,0.036421,0.110056,0.1807554,0.076155290241521
4.4,0.0875186197183099,0.083787,0.0096678,0.040386,0.121281,0.1899808,0.0779515752041717
4.5,0.100281746478873,0.096246,0.0065994,0.0493,0.141217,0.215184,0.0838278569405192
4.6,0.113592361502347,0.109679,0.0098468,0.060704,0.156214,0.2508174,0.0859318030703565
4.7,0.129307089201878,0.123473,0.0161406,0.078041,0.175456,0.2602068,0.0853804212484367
4.8,0.144204525821596,0.138193,0.018357,0.095767,0.200861,0.272902,0.0853994121287666
4.9,0.157970323943662,0.152118,0.0303286,0.100213,0.211776,0.29215,0.0869020558160071
5,0.163895572769953,0.159739,0.0329896,0.109176,0.213184,0.3044204,0.0876082340735555
5.1,0.16507034741784,0.155782,0.033363,0.105423,0.216365,0.304657,0.0890892066795184
5.2,0.15846076056338,0.152228,0.0292348,0.092919,0.217762,0.2855972,0.088462807535403
5.3,0.157713873239437,0.153775,0.04163,0.095518,0.216487,0.2924326,0.0864723823607243
5.4,0.148326211267606,0.137248,0.028204,0.086148,0.201343,0.2804856,0.0914837271230724
5.5,0.131984807511737,0.129252,0.0151598,0.0684,0.184711,0.2745842,0.0965970428281984
