"parameter","mean_sp","median_sp","quantile05_sp","quantile25_sp","quantile75_sp","quantile95_sp","stdev_sp"
0.2,0.251962718309859,0.250704,0.096211,0.188039,0.323058,0.4121526,0.0980251719495612
0.4,0.308254741784038,0.303817,0.1352326,0.2393,0.378842,0.4786934,0.105130497297739
0.6,0.383047192488263,0.378884,0.1980036,0.313334,0.460955,0.5716972,0.113042989436585
0.8,0.458359812206573,0.458036,0.275291,0.387985,0.548871,0.648271,0.119738913679173
1,0.523665338028169,0.527941,0.3243888,0.438327,0.611888,0.7175054,0.124535482052867
1.2,0.57617761971831,0.577939,0.3551182,0.493116,0.66929,0.773176,0.127917888441165
1.4,0.618127046948357,0.626442,0.390222,0.541175,0.714152,0.8172058,0.130312045060525
1.6,0.651813544600939,0.663714,0.4276326,0.573172,0.752377,0.8445522,0.131757333915759
1.8,0.680316690140845,0.696782,0.4489688,0.601722,0.782253,0.8655942,0.132183959079753
2,0.704272014084507,0.719343,0.4671974,0.625529,0.80738,0.883598,0.131871392562677
2.2,0.725100328638498,0.742938,0.4853658,0.650376,0.824146,0.898342,0.130611303191031
2.4,0.743234333333333,0.764785,0.5074228,0.665566,0.840532,0.9080938,0.128898207171566
2.6,0.759396572769953,0.782001,0.52708,0.680088,0.855553,0.9176886,0.127015786917435
2.8,0.773577272300469,0.798548,0.54408,0.703754,0.867403,0.9253278,0.124846476315426
3,0.786398009389671,0.812502,0.5612726,0.720734,0.879559,0.9330632,0.122507002779933
3.2,0.798033178403756,0.826034,0.5790396,0.735009,0.88831,0.939232,0.120052562350422
3.4,0.808575197183099,0.836579,0.5954924,0.746586,0.897327,0.9447248,0.117573967365866
3.6,0.818229943661972,0.846907,0.6114336,0.759611,0.904138,0.9495446,0.115064898062521
3.8,0.827103610328639,0.856619,0.6262286,0.77012,0.910781,0.9536302,0.112470647230998
4,0.835396572769953,0.865912,0.6383198,0.782271,0.916819,0.9567486,0.109905638039409
4.2,0.843005051643193,0.874325,0.652629,0.792319,0.922264,0.959282,0.107256442342209
4.4,0.850176788732394,0.880212,0.6682588,0.800277,0.926733,0.9619326,0.104638917249775
4.6,0.856902666666667,0.886817,0.681124,0.809791,0.931389,0.9646828,0.102101544248142
4.8,0.86306355399061,0.892841,0.691191,0.819753,0.93585,0.9667322,0.0996552864903547
5,0.868940474178404,0.897583,0.7020132,0.827944,0.93918,0.968959,0.0972124487629355
5.2,0.874375685446009,0.901754,0.7107512,0.835101,0.942433,0.9707536,0.0948352760612963
5.4,0.879524953051643,0.906207,0.7190592,0.842651,0.945014,0.9723844,0.0925785577217902
5.6,0.884352399061033,0.910417,0.7270588,0.849047,0.947886,0.9740888,0.0903307568170287
5.8,0.888976492957747,0.914524,0.7350476,0.855361,0.950649,0.9753856,0.0881186309437036
6,0.893270544600939,0.917818,0.7426512,0.860878,0.953495,0.9766314,0.0860375780633865
6.2,0.897326920187793,0.920805,0.749714,0.865856,0.955578,0.9776586,0.0839712218586922
6.4,0.901195784037559,0.924176,0.7567276,0.871358,0.957668,0.9787414,0.0819926834624753
6.6,0.904871187793427,0.927059,0.7642558,0.876194,0.959453,0.9798572,0.0800185372075866
6.8,0.908305755868545,0.929633,0.7715434,0.880523,0.961174,0.9808446,0.0781465699950247
7,0.911524370892019,0.932625,0.77889,0.885004,0.962662,0.981643,0.0763080281182817
7.2,0.914574751173709,0.935225,0.7858744,0.889105,0.964001,0.982473,0.0745511055133542
7.4,0.917480957746479,0.937447,0.792378,0.89265,0.965236,0.983087,0.072885568803984
7.6,0.920266037558685,0.939767,0.7990342,0.896492,0.966766,0.9836224,0.0712175091501745
7.8,0.922899953051643,0.941967,0.8054602,0.899929,0.968349,0.9842334,0.069589131842427
8,0.925386615023474,0.944175,0.8117666,0.902935,0.969449,0.984826,0.0680430889505067
8.2,0.927707361502347,0.946214,0.8174398,0.905957,0.970603,0.9852334,0.0665632718794528
8.4,0.929932469483568,0.947962,0.8230284,0.90856,0.971691,0.9858592,0.0651316031196755
8.6,0.932052784037559,0.949868,0.8283842,0.911519,0.972739,0.9863832,0.0637238722453658
8.8,0.934072399061033,0.951742,0.8332436,0.914813,0.973546,0.9869854,0.0623852226422115
9,0.93600861971831,0.953592,0.8379662,0.917702,0.974174,0.987318,0.0610701951375828
9.2,0.937852530516432,0.954987,0.8422696,0.920303,0.974886,0.9874872,0.0597830871853455
9.4,0.939597314553991,0.956712,0.846966,0.922699,0.975517,0.9879054,0.058577439422139
9.6,0.941269028169014,0.958039,0.8517568,0.925058,0.976221,0.9882192,0.0573954093495714
9.8,0.942854558685446,0.959461,0.855296,0.927421,0.976976,0.9885874,0.0562360887117585
10,0.944370037558685,0.960309,0.8586438,0.929347,0.977474,0.988897,0.0551087851535702
10.2,0.945826046948357,0.961495,0.8617982,0.931028,0.977939,0.9891644,0.0539992821791708
10.4,0.947188220657277,0.962393,0.8651342,0.933117,0.978773,0.9895464,0.0529306402927912
10.6,0.948535375586854,0.963474,0.8680066,0.935319,0.97915,0.9897332,0.0519187547164905
10.8,0.949797774647887,0.964409,0.8709486,0.936748,0.979596,0.9900724,0.0509482368622655
11,0.951005845070423,0.965422,0.8738926,0.938229,0.98005,0.9902706,0.0499666671391986
11.2,0.952205244131455,0.966343,0.8767724,0.940019,0.980713,0.9905454,0.0490036766771996
11.4,0.953304577464789,0.967179,0.8793944,0.941313,0.980985,0.9908104,0.0480811019254737
11.6,0.954379056338028,0.96801,0.8817892,0.94272,0.981273,0.9909642,0.0471497772397809
11.8,0.955406065727699,0.968815,0.8843288,0.944423,0.981752,0.991246,0.0462911574414514
12,0.956408694835681,0.969621,0.886572,0.945673,0.982158,0.9913748,0.0454385158079162
12.2,0.957365366197183,0.970245,0.8887784,0.946702,0.982532,0.991627,0.0445961697029755
12.4,0.958288985915493,0.971036,0.8911672,0.948128,0.982812,0.99177,0.0437838094200894
