"variable","mean_diff","median_diff","sd_diff","min_diff","q1_diff","q3_diff","max_diff"
"asa",0.033047087257646,0.0347692023291221,0.0077803969239035,-0.00582950087749799,0.032656184666031,0.035976872747412,0.047776699741076
"ddgent",0.038809897485603,0.042748140545501,0.0078887062376945,-0.00924577958505031,0.034419182525381,0.054069619250763,0.0528748114919719
"hbe_mean",-0.013427030372253,-0.019467373402204,-0.003155517134355,0.0265646091655561,-0.012658552749499,-0.015250542235394,-0.048660853047917
"hpshh",0.034632586974094,0.038787853359615,0.0090675589355657,0.0108523772022319,0.029801695179984,0.045569971489858,0.00844739889264096
"resvol",-0.0064719245302112,-0.005573887336166,0.00773718134976011,0.055675101917346,-0.012250337714733,-0.00059901870402897,0.013777760686612
"rsa",0.028962007650046,0.031652151152895,0.0071033277616602,-0.018125450145572,0.02559746243236,0.03172222088749,0.043899124147222
"seqent",0.028599324110737,0.030713569226543,0.00519157270586498,-0.00215724781307911,0.036286377312686,0.03388167376244,0.058654602874077
"sizeAA",-0.009106183234163,0.00488188392126896,0.00864714037503191,0.046313677328807,-0.0058633639363059,0.016245918579995,0.016727367029893
"sizeSC",-0.009106183234163,0.00488188392126896,0.00864714037503191,0.046313677328807,-0.0058633639363059,0.016245918579995,0.016727367029893
"VAAarea",0.029179846744209,0.027249890076629,0.0075064403464877,-0.006565063241664,0.025482347678918,0.0398042166101621,0.051378813533414
"VAAeccentricity",0.030353368736538,0.02640954037366,0.00778987968555479,-0.007371665062577,0.030409477010496,0.033241696051079,0.053726908147554
"VAAedge_length_total",0.027581246331095,0.027219948823386,0.0066237642913895,-0.001469323667425,0.031835289784288,0.034039309860131,0.05396794314869
"VAAfree_volume",0.029100861878555,0.037842575117246,0.00872501229377151,-0.034424683413637,0.023993415819624,0.03447297843134,0.052037758244781
"VAAmodified_volume",0.02855187828579,0.031794600852235,0.00664745065470319,-0.00180958964182698,0.034276785014519,0.0367984037628729,0.049082983544285
"VAAnfaces",0.00463896526979911,0.0048453034473562,0.000814543328308909,0.017457884478887,0.010284203294019,0.0029477667561881,0.0164663971907242
"VAAvolume",0.028629719019189,0.0327322165539881,0.006720034739254,-0.00104473659239698,0.032139908691885,0.036966163938068,0.049323214337518
"VCAarea",0.029333243885127,0.035714720913582,0.00856200798448931,-0.019210980353352,0.034530298667672,0.0386112642823341,0.042741585795653
"VCAeccentricity",0.030720710193014,0.038568490903613,0.00739207678263949,0.01985081966323,0.025782893897849,0.031580263313674,0.061834981403888
"VCAedge_length_total",0.028685621125105,0.032366573131964,0.007341219637057,-0.028534790444042,0.027749024000562,0.0343158549015969,0.0369845427761341
"VCAfree_volume",0.027955862862538,0.035823897978338,0.00966740849995039,-0.032533499325123,0.023380644592351,0.0337831633836561,0.021663525106805
"VCAmodified_volume",0.028594630598794,0.032997022103417,0.0083082200316214,-0.01673588136409,0.024101807824862,0.044613723235163,0.043838212085502
"VCAnfaces",0.00825245679795601,0.00775764891933199,-0.000958810081818494,0.00859128715350604,-0.00149614088602798,0.0111403451953399,0.000290647979586802
"VCAvolume",0.028787977810843,0.033972080740351,0.00817880475222199,-0.017402451111712,0.03027418311214,0.043002631321449,0.043900049723557
"VSCarea",0.038082332204848,0.043148062165399,0.0084962901350689,0.00688275864285601,0.037161949777699,0.044526074769805,0.0502016723068379
"VSCeccentricity",0.035830429343945,0.039288929575782,0.0082727976791115,0.00014343492930699,0.03735896080205,0.0395940672377439,0.055656671906212
"VSCedge_length_total",0.036924184167042,0.03985421462813,0.0078048938284907,0.011246741548738,0.037337079646019,0.039982986631148,0.0507734281196219
"VSCfree_volume",0.037884357041883,0.040841463501487,0.01014086983383,-0.015508980540436,0.030928104234941,0.045495864956379,0.049877150450081
"VSCmodified_volume",0.037409389818745,0.041773023250626,0.00855883112757609,0.00662040397483099,0.034181367694685,0.043310657082847,0.0493994725363099
"VSCnfaces",-0.001831316089448,0.000134791550099989,-0.0016598530676357,0.024137469094568,-0.00579810701050901,0.0022929084727774,0.0018686290669869
"VSCvolume",0.037647417827639,0.042382151178962,0.0085520318055268,0.006073965737701,0.034506237839821,0.044279872850723,0.0496337753620729
"wcnAA",0.031273941153338,0.032182560123193,0.003848982885827,0.034609252831435,0.0347674572546329,0.018684954312387,0.080079822644959
"wcnC",0.00414100279684204,0.0099923609709871,0.002714977882531,0.011511914913567,0.008643344264605,-0.01796885618491,0.104185965525256
"wcnCA",0.027040945714107,0.032555904960603,0.005187997212764,0.0339297716634409,0.028576387969552,0.0108436705692909,0.089024591438622
"wcnCB",0.031672974904166,0.037549112330447,0.00491288165131501,0.038489557898052,0.0364884061839891,0.00938876411615697,0.070264445755879
"wcnN",0.0365490915186319,0.03578789971635,0.00565182636987499,0.038081184525832,0.0457792361417451,0.0264677770252829,0.0956805919875795
"wcnO",-0.00989202273498702,-0.00560389150542695,-0.000213045040687004,-0.00419865957853605,-0.00476141778517292,-0.0347854240847171,0.111656655628828
"wcnSC",0.041017986210468,0.0450316209167551,0.00494112075228401,0.0475463333532851,0.040924054748121,0.035231045306783,0.055016769237346
