"variable","mean_diff","median_diff","sd_diff","min_diff","q1_diff","q3_diff","max_diff"
"asa",-0.08347901883362,-0.0954290938408651,-0.0081154111493195,-0.046977160669542,-0.08098860140898,-0.0865102438093079,-0.079108185068552
"ddgent",-0.090938665015193,-0.094634374364666,-0.0103340162454492,-0.034187293870619,-0.085072813766861,-0.103136845066265,-0.0856182952610149
"hbe_mean",0.021891977105168,0.034262453228812,0.010437775390058,-0.0477325112163032,0.017484969341355,0.024131442428676,0.088747647729728
"hpshh",-0.085234994025647,-0.086095936428067,-0.0137735920402861,0.0370269360085107,-0.081139360580488,-0.100639057629773,-0.072839033346651
"resvol",0.0183172965250188,0.0248104794782074,-0.00876854139605091,-0.00539452119088002,0.0165598440209353,-0.0111993779955032,-0.025488109125992
"rsa",-0.073365569460511,-0.08076505163222,-0.0073047122524022,-0.031498905993905,-0.0743939147554,-0.075230290996752,-0.071253791322063
"seqent",-0.061521019992499,-0.067545242008535,-0.006361181607453,0.0215311601237968,-0.063899210999638,-0.065119335307711,-0.089852010423404
"sizeAA",-0.0153164897679638,-0.0269600292726135,-0.0129174199040153,-0.013021886948552,0.0307130516511313,-0.0423609832410898,-0.038744541367621
"sizeSC",-0.0153164897679638,-0.0269600292726135,-0.0129174199040153,-0.013021886948552,0.0307130516511313,-0.0423609832410898,-0.038744541367621
"VAAarea",-0.0693076691665079,-0.070417702000265,-0.00743141432092971,-0.053609923645034,-0.076518364471831,-0.081763977074037,-0.076822738694825
"VAAeccentricity",-0.075021919039458,-0.068191212628869,-0.0088074910723388,-0.077482680677654,-0.074116916470439,-0.0860164926864531,-0.0676153878578321
"VAAedge_length_total",-0.0700528957866929,-0.07070749423074,-0.0085291073887747,-0.051287013000501,-0.075150556617295,-0.078900711167098,-0.085834360379571
"VAAfree_volume",-0.071499170496338,-0.077354834367881,-0.0090013744540085,-0.04853564154302,-0.072391314389849,-0.0826272258428029,-0.0778800343083179
"VAAmodified_volume",-0.069574039130377,-0.07747893570935,-0.00738943787267519,-0.054788062611695,-0.080541250143403,-0.0788602475681259,-0.075337067446833
"VAAnfaces",0.0161385130850705,0.0148880558374235,-0.0029696620237229,-0.033187551708338,0.010273875275774,0.0225283009555135,-0.0549224620206612
"VAAvolume",-0.070064333708015,-0.072395873543975,-0.00746834106503599,-0.055258199735741,-0.079696886709581,-0.0807357730556459,-0.075276221342372
"VCAarea",-0.060467840843774,-0.06851960701112,-0.00598665944140331,-0.041710106488133,-0.068022231150699,-0.065578672543647,-0.085468278238214
"VCAeccentricity",-0.066941453812251,-0.076775980634576,-0.00636745277823569,-0.082902347868351,-0.067080843894619,-0.069059315819353,-0.086231369697552
"VCAedge_length_total",-0.062316936830764,-0.064550342685222,-0.0065262087159409,-0.038368766500368,-0.072627111110591,-0.0672691786746979,-0.09450748739046
"VCAfree_volume",-0.059348461683933,-0.0656609712237989,-0.0073335794084204,-0.037769308649617,-0.061738520638674,-0.0637406014280111,-0.052207541282276
"VCAmodified_volume",-0.060412323684611,-0.0646193959793701,-0.0062253357846254,-0.038953444994357,-0.065740248090431,-0.067265661337103,-0.0829791943446471
"VCAnfaces",0.000614808060430003,0.000913879809016999,-0.0016038456160473,0.00573157937367397,0.011083135332244,-0.00187541892142279,-0.0569040586688151
"VCAvolume",-0.060840238006604,-0.064429413247251,-0.006008452443364,-0.037282836530274,-0.067523179625267,-0.067769397357917,-0.079275855746161
"VSCarea",-0.083355731025347,-0.086033293265189,-0.00870490342359791,-0.08321474739693,-0.081146416191843,-0.087328551731952,-0.07498783166972
"VSCeccentricity",-0.078253839518632,-0.08162433950554,-0.0109462467266027,-0.052665166283382,-0.082314154656794,-0.0828539111999229,-0.086624608348591
"VSCedge_length_total",-0.08454154031255,-0.094623654252829,-0.0101543482974798,-0.075383897613005,-0.084575054116174,-0.089106439848668,-0.0831121885819159
"VSCfree_volume",-0.084770037531855,-0.085935487791608,-0.0117883612826298,-0.072300782832431,-0.087048342299566,-0.093701673025627,-0.0771470487173219
"VSCmodified_volume",-0.083232406364915,-0.084874982826741,-0.00914296694242109,-0.075266688690001,-0.078144925396302,-0.0903857558197879,-0.074306214087593
"VSCnfaces",0.0231833417064398,0.0192543966137009,-0.000984296311934502,-0.023652761860596,0.026356519485556,0.027064641018329,-0.010355034053884
"VSCvolume",-0.083735833933452,-0.083702152342398,-0.0092630114896738,-0.076752198052595,-0.080255191027951,-0.0928739540740889,-0.0745978078276049
"wcnAA",-0.04638041627287,-0.048588730860629,0.001667944707861,-0.0295783818813,-0.044108174994542,-0.0454938466833631,-0.081775889406788
"wcnC",0.00896713544448502,0.010039841061527,0.00510958189588301,0.013451038935702,0.00863516875659898,0.014495694311414,-0.070985339692221
"wcnCA",-0.025101588690922,-0.023458563474647,0.00172161384169298,-0.015789428501252,-0.022392689410591,-0.013555724947699,-0.052356832074951
"wcnCB",-0.047429726482395,-0.052239344093116,-0.000262014594350019,-0.0369331259754611,-0.047529013663166,-0.032382932487335,-0.078742380426325
"wcnN",-0.027131942639389,-0.026186616779984,0.00145996052838099,-0.01845661072879,-0.028278670008143,-0.027477975762083,-0.0921965014107305
"wcnO",0.022135014948788,0.016924898036594,0.00814711458093099,0.030240614459079,0.025437405011875,0.023327694621589,-0.097288748571099
"wcnSC",-0.069063688329378,-0.06917815316633,-0.001143574611232,-0.054685279251225,-0.063906785821652,-0.065546880151561,-0.083856477275328
