"variable","mean","median","sd","min","q1","q3","max"
"asa",0.611790108685602,0.615951599329615,0.0961078940818263,0.307322978792892,0.564126752047803,0.679567306466457,0.787515756384026
"ddgent",0.495225486493078,0.505495111754814,0.0808374213486792,0.253558713673456,0.44310575471958,0.547233996956721,0.68783012213178
"hbe_mean",0.302730203099567,0.303041375435496,0.100080223658272,0.0624260218776313,0.238061463145365,0.366362050100787,0.554537090033263
"hpshh",0.31741813807763,0.315572324229817,0.0824998813896988,0.102916004082388,0.265319122924277,0.364221459295043,0.511621643006573
"resvol",0.0252982836675803,0.0237810443504086,0.0897762716210405,-0.226605102456022,-0.0303654421018902,0.0866947156183683,0.298470530506232
"rsa",0.609926685866176,0.61971337977269,0.0958753431317558,0.288945892503138,0.560304368993613,0.681142947677846,0.799792834230294
"seqent",0.358219521780422,0.376309214389285,0.137154172745995,-0.0562146013881734,0.26672104520845,0.46170293018971,0.669901289459235
"sizeAA",0.107484376494805,0.109700054729049,0.0983042297825226,-0.167762659512392,0.0416384157713668,0.174748196560443,0.416645269450778
"sizeSC",0.107484376494805,0.109700054729049,0.0983042297825226,-0.167762659512392,0.0416384157713668,0.174748196560443,0.416645269450778
"VAAarea",0.599339395787228,0.610192083571216,0.0957600354331095,0.246079512537183,0.551993758706219,0.666477626798308,0.796968964512802
"VAAeccentricity",0.56215347766941,0.57992942168997,0.094278153382616,0.249367921324987,0.51244830478247,0.624159283140501,0.75633256715664
"VAAedge_length_total",0.554450074561179,0.560879933709228,0.0907223947511052,0.23259241888201,0.504235857758088,0.617647351254277,0.731302258104283
"VAAfree_volume",0.578612445122226,0.588691800756424,0.0892079009617,0.256157809319543,0.538938573231902,0.63660901221577,0.776559049546089
"VAAmodified_volume",0.583707027566737,0.597494989397181,0.09434460984278,0.242668406851781,0.537305247687183,0.647324154760502,0.782546920489039
"VAAnfaces",-0.0622654579307719,-0.0609979150802312,0.0665625749317526,-0.318688148744766,-0.106979424075527,-0.0185221294617768,0.162888260351812
"VAAvolume",0.58434370532934,0.597729931217561,0.0940789778202454,0.243447796015831,0.536548678634683,0.651417857039079,0.783371522715761
"VCAarea",0.571442704173945,0.583986369429188,0.0927682699194464,0.224521139900431,0.522486577059512,0.633235267931608,0.753111376464845
"VCAeccentricity",0.529352892469656,0.540461997019374,0.0882354264899231,0.220782842488098,0.479599476209646,0.58603385367398,0.696956583247393
"VCAedge_length_total",0.529958227891402,0.540229398561919,0.087615748108546,0.213108349441496,0.481694757009926,0.587231326340568,0.709202653954805
"VCAfree_volume",0.539341286623481,0.546086409287836,0.0854178476851385,0.225588470977395,0.495901897547439,0.596382256321438,0.721805808065454
"VCAmodified_volume",0.556775449480713,0.5674379395033,0.0915190201798128,0.217812390176868,0.508030925916527,0.617904086935524,0.734143587201194
"VCAnfaces",-0.125841237582809,-0.121721298673689,0.0616568747911992,-0.296656863071067,-0.165784831822134,-0.0874044379041078,0.0383057570971858
"VCAvolume",0.557416934010266,0.568274543451951,0.0914107735034741,0.218770547401399,0.507329679067485,0.61937444200761,0.735650879142762
"VSCarea",0.598236825531884,0.612609759266036,0.094645405587813,0.260230554726945,0.545865837442161,0.663576764128351,0.802203509637036
"VSCeccentricity",0.56029258493899,0.573258462929343,0.0911416312811897,0.263295338523963,0.513079974298755,0.627253639417693,0.739709091634696
"VSCedge_length_total",0.542841647449425,0.550746734250671,0.0887257109167785,0.254109892552896,0.48812583488141,0.606972049762627,0.727150403672851
"VSCfree_volume",0.573128246296701,0.586312355598834,0.0883386967417574,0.26204561125245,0.525515924605976,0.635731301439026,0.764118226307116
"VSCmodified_volume",0.587610140281744,0.600210470928703,0.0944861517361035,0.247510976342506,0.535992889162326,0.652340021122062,0.788592752291719
"VSCnfaces",-0.0723118036476508,-0.0719365334842418,0.0572211345598237,-0.22415798239227,-0.109712738004545,-0.0377160175074045,0.0684412856171637
"VSCvolume",0.588140892499692,0.599685168849249,0.0941776759154481,0.253812055728885,0.536543465067998,0.653049825771863,0.788289700107772
"wcnAA",-0.699518813250962,-0.723114641848613,0.113361634715068,-0.892006996359304,-0.779386125558567,-0.645538331966041,-0.234866269452032
"wcnC",-0.658831680169205,-0.677963152865788,0.115638227356689,-0.869532296607361,-0.734390444794439,-0.6026853035134,-0.130819630118373
"wcnCA",-0.675431805478346,-0.698335109035561,0.115826724934346,-0.879184260560862,-0.754602404015373,-0.622559806575051,-0.174329863023156
"wcnCB",-0.673404764101873,-0.699459069599712,0.113861562189665,-0.882925297018983,-0.753056018141233,-0.626203149321319,-0.217520490299515
"wcnN",-0.633724872549927,-0.65963808025177,0.122063595755993,-0.863716819893822,-0.715806213096911,-0.572345255446209,-0.133060827481776
"wcnO",-0.632681425811929,-0.657578095727805,0.112386514283741,-0.852234544324509,-0.702770448065173,-0.578420733796971,-0.164536539680381
"wcnSC",-0.680427161729455,-0.701816047774439,0.110899577136807,-0.882272207875943,-0.758021482407459,-0.632347353749509,-0.253362167104355
