"variable","mean_diff","median_diff","sd_diff","min_diff","q1_diff","q3_diff","max_diff"
"ddgent",-0.035555480912998,-0.035675701166602,-0.000613707645681,-0.038675909340829,-0.030699555168455,-0.035987811898583,-0.040431985460858
"hbe_mean",-0.015686895446361,-0.015746590264536,-0.00494866561681941,-0.00901722653303599,-0.013398050787608,-0.01723363686861,-0.041080829441291
"hpshh",-0.121302222423013,-0.123370308993892,0.000564067184644301,-0.0997242674029739,-0.125498947694307,-0.11666506694212,-0.127307914213581
"r4s_JC",-0.011604367907914,-0.00308919158974696,0.000220713129054501,-0.000114015738723994,-0.00470653457793402,-0.010120818860641,-0.015271771212227
"resvol",-0.113449688783522,-0.116651440818631,-0.0094733139802767,-0.098298238680769,-0.124197680824347,-0.100908519104013,0.024201869481504
"rsa",-0.062307432189035,-0.0632800881342389,0.0013100006832654,-0.067042797174427,-0.063417435023,-0.064033075661806,-0.0488009739840291
"seqent",-0.014250689172361,-0.018329113731902,0.00116794189726699,-0.0168754059677783,-0.019570822250148,-0.0100020861141571,0.0043860579819569
