"variable","mean_diff","median_diff","sd_diff","min_diff","q1_diff","q3_diff","max_diff"
"asa",-0.050431931575974,-0.060659891511743,-0.000335014225416,-0.05280666154704,-0.048332416742949,-0.0505333710618959,-0.031331485327476
"ddgent",-0.05212876752959,-0.051886233819165,-0.00244531000775471,-0.0434330734556693,-0.05065363124148,-0.049067225815502,-0.032743483769043
"hbe_mean",0.00846494673291498,0.014795079826608,0.007282258255703,-0.0211679020507471,0.00482641659185598,0.00888090019328203,0.040086794681811
"hpshh",-0.050602407051553,-0.047308083068452,-0.0047060331047204,0.0478793132107426,-0.051337665400504,-0.055069086139915,-0.06439163445401
"resvol",0.0118453719948076,0.0192365921420414,-0.0010313600462908,0.050280580726466,0.0043095063062023,-0.0117983966995322,-0.01171034843938
"rsa",-0.044403561810465,-0.0491129004793249,-0.000201384490742001,-0.049624356139477,-0.04879645232304,-0.0435080701092621,-0.027354667174841
"seqent",-0.032921695881762,-0.036831672781992,-0.00116960890158802,0.0193739123107177,-0.027612833686952,-0.031237661545271,-0.031197407549327
"sizeAA",-0.0244226730021268,-0.0220781453513445,-0.0042702795289834,0.033291790380255,0.0248496877148254,-0.0261150646610948,-0.022017174337728
"sizeSC",-0.0244226730021268,-0.0220781453513445,-0.0042702795289834,0.033291790380255,0.0248496877148254,-0.0261150646610948,-0.022017174337728
"VAAarea",-0.040127822422299,-0.0431678119236359,7.50260255579921e-05,-0.060174986886698,-0.051036016792913,-0.041959760463875,-0.025443925161411
"VAAeccentricity",-0.0446685503029201,-0.041781672255209,-0.00101761138678401,-0.084854345740231,-0.043707439459943,-0.0527747966353741,-0.0138884797102781
"VAAedge_length_total",-0.0424716494555979,-0.043487545407354,-0.0019053430973852,-0.052756336667926,-0.043315266833007,-0.044861401306967,-0.031866417230881
"VAAfree_volume",-0.042398308617783,-0.0395122592506351,-0.000276362160236993,-0.082960324956657,-0.048397898570225,-0.0481542474114629,-0.025842276063537
"VAAmodified_volume",-0.0410221608445869,-0.0456843348571151,-0.000741987217972001,-0.056597652253522,-0.046264465128884,-0.042061843805253,-0.026254083902548
"VAAnfaces",0.0207774783548696,0.0197333592847797,-0.00215511869541399,-0.015729667229451,0.020558078569793,0.0254760677117016,-0.038456064829937
"VAAvolume",-0.041434614688826,-0.039663656989987,-0.000748306325781989,-0.056302936328138,-0.047556978017696,-0.043769609117578,-0.025953007004854
"VCAarea",-0.031134596958647,-0.0328048860975381,0.002575348543086,-0.060921086841485,-0.033491932483027,-0.0269674082613129,-0.042726692442561
"VCAeccentricity",-0.0362207436192371,-0.0382074897309629,0.0010246240044038,-0.063051528205121,-0.04129794999677,-0.0374790525056791,-0.024396388293664
"VCAedge_length_total",-0.033631315705659,-0.032183769553258,0.000815010921116105,-0.06690355694441,-0.044878087110029,-0.032953323773101,-0.0575229446143259
"VCAfree_volume",-0.031392598821395,-0.0298370732454609,0.00233382909152999,-0.07030280797474,-0.038357876046323,-0.029957438044355,-0.030544016175471
"VCAmodified_volume",-0.0318176930858169,-0.031622373875953,0.002082884246996,-0.055689326358447,-0.041638440265569,-0.02265193810194,-0.0391409822591451
"VCAnfaces",0.00886726485838601,0.00867152872834899,-0.0025626556978658,0.01432286652718,0.00958699444621602,0.0092649262739171,-0.0566134106892283
"VCAvolume",-0.032052260195761,-0.0304573325069001,0.002170352308858,-0.054685287641986,-0.037248996513127,-0.024766766036468,-0.035375806022604
"VSCarea",-0.045273398820499,-0.04288523109979,-0.000208613288529003,-0.076331988754074,-0.043984466414144,-0.042802476962147,-0.0247861593628821
"VSCeccentricity",-0.042423410174687,-0.042335409929758,-0.0026734490474912,-0.052521731354075,-0.044955193854744,-0.043259843962179,-0.0309679364423789
"VSCedge_length_total",-0.047617356145508,-0.054769439624699,-0.0023494544689891,-0.064137156064267,-0.047237974470155,-0.04912345321752,-0.032338760462294
"VSCfree_volume",-0.046885680489972,-0.045094024290121,-0.0016474914487998,-0.087809763372867,-0.056120238064625,-0.048205808069248,-0.0272698982672409
"VSCmodified_volume",-0.04582301654617,-0.043101959576115,-0.000584135814844997,-0.06864628471517,-0.043963557701617,-0.0470750987369409,-0.024906741551283
"VSCnfaces",0.0213520256169918,0.0193891881638009,-0.0026441493795702,0.000484707233971982,0.020558412475047,0.0293575494911064,-0.00848640498689711
"VSCvolume",-0.046088416105813,-0.041320001163436,-0.000710979684147003,-0.070678232314894,-0.04574895318813,-0.0485940812233659,-0.024964032465532
"wcnAA",-0.015106475119532,-0.016406170737436,0.00551692759368799,0.00503087095013499,-0.00934071773990908,-0.0268088923709761,-0.00169606676182901
"wcnC",0.0131081382413271,0.0200322020325141,0.00782455977841401,0.0249629538492689,0.017278513021204,-0.003473161873496,0.033200625833035
"wcnCA",0.00193935702318493,0.00909734148595598,0.00690961105445698,0.0181403431621889,0.00618369855896095,-0.00271205437840805,0.036667759363671
"wcnCB",-0.015756751578229,-0.014690231762669,0.00465086705696499,0.00155643192259092,-0.0110406074791769,-0.0229941683711781,-0.008477934670446
"wcnN",0.00941714887924294,0.00960128293636597,0.00711178689825598,0.019624573797042,0.0175005661336021,-0.00101019873680008,0.00348409057684901
"wcnO",0.012242992213801,0.0113210065311671,0.00793406954024399,0.026041954880543,0.0206759872267021,-0.0114577294631281,0.014367907057729
"wcnSC",-0.02804570211891,-0.024146532249575,0.003797546141052,-0.00713894589793995,-0.022982731073531,-0.030315834844778,-0.028839708037982
