"variable","mean_diff","median_diff","sd_diff","min_diff","q1_diff","q3_diff","max_diff"
"asa",-0.091223453275402,-0.098018679712679,-0.00566214889225121,-0.0809419539630185,-0.091345448660393,-0.098406386433779,-0.059198794364565
"ddgent",-0.090100385998028,-0.093525677451114,-0.00526471153232561,-0.0757673976167394,-0.093114184003776,-0.0862227213725951,-0.067246487230859
"hbe_mean",0.00346737011404402,0.013973429602444,0.00511424452453201,-0.0036080499406671,-0.000878788163752003,0.001473101578438,0.044514087631906
"hpshh",-0.076231459408311,-0.076895873630345,-0.0136486908691762,0.0368685980946574,-0.071428855087556,-0.0931643290593,-0.086288638335985
"resvol",0.0170346338507892,0.0222286550599476,-0.0047237277625875,-0.013415150179284,0.0182435697265363,-0.00766033122490639,-0.012381150364065
"rsa",-0.0833350279382389,-0.078734841830077,-0.00476580750483729,-0.076767990087796,-0.090679539225643,-0.088538272909629,-0.051724162089786
"seqent",-0.05631243380596,-0.064054242520139,-0.001288643569305,0.0384617750477682,-0.052125512711776,-0.052167673104296,-0.056889430874265
"sizeAA",-0.0186627069573101,-0.0291714444373826,-0.0094211710417601,-0.00778397657098295,0.0348272344981015,-0.0376456904012707,-0.025190060710153
"sizeSC",-0.0186627069573101,-0.0291714444373826,-0.0094211710417601,-0.00778397657098295,0.0348272344981015,-0.0376456904012707,-0.025190060710153
"VAAarea",-0.07644319746429,-0.077338377656671,-0.00377547195595701,-0.095603786604387,-0.087463009051293,-0.082797051057848,-0.048570947419283
"VAAeccentricity",-0.0817086494064581,-0.076837533225507,-0.00512492869860751,-0.077423953703233,-0.088269668185745,-0.085612359826402,-0.0606230209162261
"VAAedge_length_total",-0.079786478478896,-0.083713627005516,-0.00458426606439,-0.0910727600502782,-0.088523733977058,-0.079686262029034,-0.059665292694662
"VAAfree_volume",-0.079545459957032,-0.074799258802912,-0.0049069473262662,-0.088148372891064,-0.088614380412519,-0.0833593681489579,-0.0457058455008049
"VAAmodified_volume",-0.077976172595197,-0.082898396039734,-0.00376689918647799,-0.101216069348629,-0.090480896536854,-0.0826857720522259,-0.052919169608118
"VAAnfaces",0.0336296811943587,0.0334219245786476,-0.00615653133647989,-0.013351861588329,0.029035888042645,0.0380771759255711,-0.0749765135847396
"VAAvolume",-0.0785618993068209,-0.075956579804545,-0.003992983487684,-0.0982523938639913,-0.092571286378172,-0.081426272255811,-0.052736034590496
"VCAarea",-0.056980883923226,-0.056306344778412,-0.00194477247241,-0.072258743994605,-0.061067312489442,-0.058017703259281,-0.0583995677878439
"VCAeccentricity",-0.064748212454426,-0.068164208395225,-0.00268932719417099,-0.08483281772618,-0.067116573769342,-0.064362480651326,-0.053509177714667
"VCAedge_length_total",-0.060279870996457,-0.058136303556134,-0.00265476985324929,-0.072965071489962,-0.07050135373269,-0.059631770084237,-0.0849193142292689
"VCAfree_volume",-0.057252323860135,-0.059352742538879,-0.003004588085167,-0.063086858321616,-0.061777300273943,-0.050767556873422,-0.042689330325748
"VCAmodified_volume",-0.058305600365607,-0.058084676809414,-0.002077185049127,-0.080420805154775,-0.063191675438221,-0.058961832313069,-0.0560654846403631
"VCAnfaces",0.013878965981627,0.013328950910455,-0.002905047593188,0.00302833351239801,0.016616852482192,0.010022378151374,-0.0414010005956406
"VCAvolume",-0.058742846845855,-0.0579645203556821,-0.002155093732271,-0.073047723636921,-0.067955966954869,-0.055969783527459,-0.052906020205525
"VSCarea",-0.080632982257495,-0.081258015417867,-0.003064321996486,-0.101942832571692,-0.085222401517296,-0.07836917670493,-0.050936311618314
"VSCeccentricity",-0.075341656920998,-0.0757292207715161,-0.00602252039339471,-0.0897599986107345,-0.082613965661589,-0.0754689408197889,-0.052566856163958
"VSCedge_length_total",-0.083637731102797,-0.0912857976479,-0.00407103139695771,-0.103105654417818,-0.088097748465668,-0.085607859852979,-0.061245540925134
"VSCfree_volume",-0.082365498471365,-0.077524321886437,-0.0055611255496185,-0.082530214711017,-0.088716575867585,-0.087637924145109,-0.0481259976644479
"VSCmodified_volume",-0.081131627310951,-0.07905321785619,-0.002855526998868,-0.105985568176751,-0.08253526277743,-0.0855850568021359,-0.054938013566364
"VSCnfaces",0.0320708716595338,0.0300941193424479,-0.0034011703654401,-0.012689428017578,0.027557942865992,0.0365272952641205,-0.0194453316844799
"VSCvolume",-0.081618977229833,-0.079758053932634,-0.003046022093043,-0.103890976156585,-0.08427546224034,-0.086774815896342,-0.054715957877311
"wcnAA",-0.040776490304657,-0.040121443950659,0.00446735030005799,-0.00380579641531109,-0.0326818638655111,-0.042496858781027,-0.08494812525854
"wcnC",-0.00601386588172392,0.00672475912317705,0.00372562755813099,0.018300281575884,-0.00707709944052404,-0.001743347036405,-0.017655904440868
"wcnCA",-0.010950372285934,-0.00574020823965504,0.00475465158094598,0.01562572936273,-0.00882723274417996,-0.00919134263563504,-0.012524340581469
"wcnCB",-0.041194420285817,-0.036424377241004,0.00333907382763698,-0.00835243238502303,-0.0333929212358519,-0.03268613057281,-0.06750121112188
"wcnN",0.017444052093919,0.015888162576797,0.00465938073813199,0.034967007976078,0.0184487977338881,0.013527760479678,-0.00850849595268199
"wcnO",-0.0133734083243749,-0.00957880625262197,0.005163852946567,0.016329770294702,-0.014368318073683,-0.026209038533345,-0.057781621705384
"wcnSC",-0.056628176513722,-0.05637284030279,0.00302683996302601,-0.020999618313077,-0.048741445095951,-0.052523214637251,-0.098642074265999
