"variable","mean_diff","median_diff","sd_diff","min_diff","q1_diff","q3_diff","max_diff"
"asa",0.139465775052073,0.145175112932707,-0.0102458133730069,0.140446920937972,0.152438829972517,0.140665413096415,0.055800233499098
"ddgent",0.123865162553467,0.124098446414987,-0.00516220446632229,0.123325420712865,0.120099489645531,0.126494443517979,0.091331679301773
"hbe_mean",-0.043156916617421,-0.039434955215911,-0.0212332396262805,0.019262150325963,-0.032682512978554,-0.053602069576775,-0.131877394210016
"hpshh",0.160059253703944,0.160260698728031,0.0093017443414853,0.0766503725531776,0.148292152351442,0.16604370486877,0.178645451476275
"resvol",0.0093222663375488,0.00554568224105381,0.00347741708397289,-0.154217514487887,-0.0952168816927212,0.123043483313622,0.14784334527157
"rsa",0.106951031484287,0.112903236870063,-0.0132187935987513,0.102006306046681,0.120767524696974,0.103782008322765,0.0333781586720701
"seqent",0.076677120006284,0.076511297664285,0.00190027523759301,-0.0422602209623568,0.060233702139479,0.087223262248251,0.074458673600565
"sizeAA",0.153131743041016,0.146382011914356,0.0030569052983043,-0.205989153795502,0.0369059420129258,0.16176297495327,0.218329243935852
"sizeSC",0.153131743041016,0.146382011914356,0.0030569052983043,-0.205989153795502,0.0369059420129258,0.16176297495327,0.218329243935852
"VAAarea",0.099018803870752,0.102683010865437,-0.0137082399814124,0.0414327056218,0.117380796122086,0.0958676651960589,0.0253963081125951
"VAAeccentricity",0.100459434404726,0.105886302041369,-0.0119797348724279,0.085902380447817,0.100384152134394,0.106589724489771,0.020328714663377
"VAAedge_length_total",0.105024053589341,0.104976241286899,-0.0091000349515052,0.051475769249506,0.10352884323541,0.105503159197346,0.0457881155165271
"VAAfree_volume",0.089823085709359,0.0884774191397151,-0.0167638856686854,0.081839132147133,0.103783344270399,0.078675327275599,0.018442477442125
"VAAmodified_volume",0.102402131751653,0.105390165112998,-0.0122126410619267,0.048885788702114,0.113497064822213,0.098531946171397,0.029790834418369
"VAAnfaces",-0.0597261631267195,-0.0579766440908152,0.0068644362074516,0.015610195041571,-0.0502110543474951,-0.0437993036819239,0.074912804590871
"VAAvolume",0.103403299751974,0.103712880530648,-0.0119857790011086,0.04786472640858,0.113925145475806,0.101077472021927,0.029553169353017
"VCAarea",0.058823009429526,0.058094074178378,-0.0192403247473847,0.030750046787938,0.067641499687265,0.0418803236335129,0.015410189652599
"VCAeccentricity",0.0736926720856451,0.06637125729953,-0.0156808880058053,0.036524766095736,0.087559047845218,0.064206824525433,0.016673131851511
"VCAedge_length_total",0.062508749118158,0.062069517049163,-0.014977898250698,0.037264690445194,0.078328001662061,0.050626015832807,0.0350853202446569
"VCAfree_volume",0.04361757649645,0.040401685760182,-0.0218909344875559,0.047931025209045,0.057265777085537,0.031507774794028,-0.010462191817761
"VCAmodified_volume",0.060381446481694,0.05683496521634,-0.0186965645734156,0.032953162402473,0.075773989062036,0.045359487172886,0.014262168989542
"VCAnfaces",-0.015483071577293,-0.016584798426774,0.00334727299583689,-0.02685048340059,-0.011527075602856,-0.0198415631036243,0.0258924445266375
"VCAvolume",0.060845518469929,0.05652154886217,-0.0184983087538584,0.031946146930303,0.071540070978666,0.047673651617398,0.01217269425254
"VSCarea",0.109892575771929,0.110305051124822,-0.012842399635471,0.063378551316647,0.117105883985504,0.106819296599355,0.028491925654867
"VSCeccentricity",0.098167431924033,0.100047442030067,-0.0101737564786381,0.068382656177706,0.102774328222315,0.100134798686369,0.03936070113683
"VSCedge_length_total",0.115660471224545,0.1234271207083,-0.0073304569759485,0.084341808141267,0.117069323630993,0.11432401563693,0.0548520757702631
"VSCfree_volume",0.098452703319319,0.103474273696992,-0.0134376165016604,0.090873155582938,0.10639339281849,0.089527544620058,0.0229080279731659
"VSCmodified_volume",0.110602352344031,0.110350342114226,-0.0115357000346531,0.059378929019413,0.123073667395728,0.109252995461993,0.031763826087247
"VSCnfaces",-0.054309349064051,-0.0546581114369829,0.0046125179496387,-0.047417434396836,-0.0498576143376659,-0.065263589971063,0.0345599826995577
"VSCvolume",0.111336126139081,0.108894944816376,-0.0114294268380271,0.065474031027109,0.124188153456,0.111311256445412,0.0321417548720381
"wcnAA",0.041985743808131,0.03516731775766,-0.025818436522521,-0.0137081101679251,0.022424461941662,0.066282419022342,-0.04230615825081
"wcnC",-0.041441574191464,-0.0461032168273331,-0.022188357011754,-0.0947975639073639,-0.056151381235256,-0.01609425713201,-0.155272097869372
"wcnCA",-0.0148356856501439,-0.02835697453403,-0.024930394581113,-0.072520481360031,-0.030224778268399,0.00304008876011608,-0.113759123015051
"wcnCB",0.025092361218,0.0208064799554111,-0.023318282572246,-0.035178155294477,0.00770601225647893,0.051205739262647,-0.053961172909891
"wcnN",-0.038938358611281,-0.040249904542035,-0.020352518892356,-0.090555379985695,-0.0559974665651181,-0.0308111332510169,-0.112620147153055
"wcnO",-0.0380616524788889,-0.045726215168698,-0.02114505914617,-0.089780004884632,-0.058265953490493,-0.00874778967231193,-0.132437753590499
"wcnSC",0.067624128238893,0.064912062814263,-0.02168609542119,0.00520402539396292,0.049197004672316,0.0856519792339739,-0.009343785002359
