"variable","mean_diff","median_diff","sd_diff","min_diff","q1_diff","q3_diff","max_diff"
"asa",0.149196571435889,0.147913223729215,-0.0052196117674487,0.254220436180257,0.155082993656277,0.150053484633093,0.080112687208966
"ddgent",0.128301220274621,0.128051234283826,-0.0071432894525439,0.228250342488329,0.120829952830271,0.12418204486816,0.079614999117991
"hbe_mean",-0.00955563203555099,-0.016817799755584,-0.013795773225166,0.0302052643900205,-0.004321041616826,-0.020928315640357,-0.095915960155503
"hpshh",0.144041365177551,0.141938843548593,0.0085434063978804,0.0324579492137633,0.132717108128382,0.142631316265821,0.128642210064851
"resvol",-0.0284184222524372,-0.027314730700506,0.0090573736429916,-0.057365474978335,-0.0716104804388108,0.0858417859842084,0.128311943963193
"rsa",0.125751796705852,0.129753706016381,-0.00736375454330319,0.223466974510558,0.129630533688064,0.127717874565788,0.071128126733601
"seqent",0.086524579390145,0.095244565057704,0.005257510963111,-0.0785130783586756,0.076881025980494,0.094209775819873,0.118395712271159
"sizeAA",0.101115057733979,0.106593254313256,0.0108652576948482,-0.070707475790781,-0.0198619667315584,0.128110628411278,0.154699458861713
"sizeSC",0.101115057733979,0.106593254313256,0.0108652576948482,-0.070707475790781,-0.0198619667315584,0.128110628411278,0.154699458861713
"VAAarea",0.116722776917643,0.120120393267356,-0.00915416717501651,0.140920480169404,0.120060770309929,0.122112651920732,0.052222667180488
"VAAeccentricity",0.116871248050202,0.121580038611713,-0.00527247921468781,0.154860015817834,0.115998862817208,0.122179615945713,0.0770333033771979
"VAAedge_length_total",0.117161373809781,0.115089445254892,-0.00521467170883499,0.139989185879328,0.110365646917689,0.126236284880338,0.0633482392676969
"VAAfree_volume",0.111355486118965,0.107018232396437,-0.011392133444749,0.179187482280082,0.125768156478842,0.107316209142342,0.049571047912463
"VAAmodified_volume",0.117177372745802,0.119656201075167,-0.00864484617908801,0.143435406038409,0.120833832088195,0.12422406511374,0.054034141160657
"VAAnfaces",-0.0353639047150859,-0.0368151256928262,0.00244896742295431,0.037520910605527,-0.024605496464366,-0.040082825981412,0.0676526256222254
"VAAvolume",0.11801399614468,0.119839437135784,-0.0084715221081556,0.144095174839234,0.120961522103104,0.127761488685437,0.053966572581307
"VCAarea",0.0873562007722781,0.089180201023743,-0.0126843247324476,0.118970924272452,0.0928446267061049,0.084331458147923,0.019513585705294
"VCAeccentricity",0.094243385609443,0.095571016976926,-0.00889113250297911,0.108217550357376,0.09841357690266,0.086423423652405,0.046879367792266
"VCAedge_length_total",0.086734994258968,0.089995823851636,-0.0100980307878125,0.110221686433869,0.09316005383031,0.080488026737639,0.039935863859063
"VCAfree_volume",0.075930227156476,0.073554358480829,-0.0152052596953715,0.147953655486353,0.089463882578476,0.066163654525904,0.034724400456834
"VCAmodified_volume",0.086692255228096,0.088848872448489,-0.0124918896638772,0.124552609094642,0.092388931640077,0.084801278013424,0.016115987979428
"VCAnfaces",0.000923094460792986,0.00275860591777199,0.000703806520144998,-0.017708095123044,0.000710902157316007,0.000572945099673608,-0.0088252139389577
"VCAvolume",0.0872267385214011,0.0868736584245881,-0.0123819313970829,0.125967829861567,0.089809624520868,0.085341563410952,0.0152039876953179
"VSCarea",0.127244306458042,0.135294715909383,-0.00973570399052801,0.164000107140316,0.120362718611529,0.125682698828308,0.057529346105202
"VSCeccentricity",0.118190860382802,0.117985928317345,-0.0075581882774092,0.211313848704026,0.114874675665668,0.118711368385475,0.065300465938945
"VSCedge_length_total",0.126790060772948,0.12887161581377,-0.00469708252818279,0.162754374579452,0.118510373705657,0.128056173764135,0.069835264873599
"VSCfree_volume",0.120579833806128,0.123634817235427,-0.00917669903478061,0.188524680315667,0.122695829933625,0.120061320302379,0.056217832546127
"VSCmodified_volume",0.12637044246819,0.128984833673965,-0.0087710268710775,0.15551113958334,0.120307921662506,0.124193478428213,0.058482718541926
"VSCnfaces",-0.0326933455457012,-0.0317564814961102,-0.0005750888848957,-0.023514160877628,-0.026527509873883,-0.0392321600628209,-0.00364996436752869
"VSCvolume",0.127114633692699,0.12864197205951,-0.00882923429306991,0.162576600455436,0.12129934239105,0.124013025244976,0.058915371424811
"wcnAA",0.08296726224172,0.0824938081123719,-0.022782980504816,0.015450240878225,0.066718829204171,0.0951851321989391,0.038451963610641
"wcnC",0.00720637737848107,-0.000617285174242976,-0.021977389417397,-0.048491150908481,-0.0115751350014339,0.021165315479107,-0.062420131631949
"wcnCA",0.0397482799012641,0.0407208083649619,-0.02212728752538,-0.022365973959084,0.021995110145785,0.053964491607328,-0.027243732764164
"wcnCB",0.068668708435119,0.073773322245401,-0.021265790196971,0.00563225251680699,0.0545189135187291,0.0844066390929641,0.032714851451622
"wcnN",0.0267186609173771,0.021591400429824,-0.017435671553191,-0.028901868139966,0.01161593788981,0.0402608774540549,-0.046740077925902
"wcnO",0.00411854537950895,-0.00259819520581894,-0.021773983594272,-0.0524411303651771,-0.018214713854413,0.020408535516089,-0.029073964184398
"wcnSC",0.104098643855863,0.102596879165331,-0.019643110512049,0.039969474650867,0.084871406190259,0.116249671970639,0.072480940529083
