"variable","mean","median","sd","min","q1","q3","max"
"asa",0.462593537249713,0.4680383756004,0.101327505849275,0.0531025426126349,0.409043758391526,0.529513821833364,0.70740306917506
"ddgent",0.366924266218457,0.377443877470988,0.0879807108012231,0.0253083711851275,0.322275801889309,0.423051952088561,0.608215123013789
"hbe_mean",0.312285835135118,0.31985917519108,0.113875996883438,0.0322207574876108,0.242382504762191,0.387290365741144,0.650453050188766
"hpshh",0.173376772900079,0.173633480681224,0.0739564749918184,-0.0704580548686247,0.132602014795895,0.221590143029222,0.382979432941722
"resvol",-0.0537167059200175,-0.0510957750509146,0.0807188979780489,-0.283970577434357,-0.101975922540701,-0.000852929634159909,0.170158586543039
"rsa",0.484174889160324,0.489959673756309,0.103239097675059,0.0654789179925805,0.430673835305549,0.553425073112058,0.728664707496693
"seqent",0.271694942390277,0.281064649331581,0.131896661782884,-0.134727679746849,0.189840019227956,0.367493154369837,0.551505577188076
"sizeAA",-0.00636931876082625,-0.00310680041579318,0.0874389720876744,-0.238470135303173,-0.0615003825029252,0.0466375681491654,0.261945810589065
"sizeSC",-0.00636931876082625,-0.00310680041579318,0.0874389720876744,-0.238470135303173,-0.0615003825029252,0.0466375681491654,0.261945810589065
"VAAarea",0.482616618869585,0.49007169030386,0.104914202608126,0.105159032367779,0.43193298839629,0.544364974877576,0.744746297332314
"VAAeccentricity",0.445282229619208,0.458349383078257,0.0995506325973038,0.094507905507153,0.396449441965262,0.501979667194788,0.679299263779442
"VAAedge_length_total",0.437288700751398,0.445790488454336,0.0959370664599402,0.0926032330026821,0.393870210840399,0.491411066373939,0.667954018836586
"VAAfree_volume",0.467256959003261,0.481673568359987,0.100600034406449,0.076970327039461,0.41317041675306,0.529292803073428,0.726988001633626
"VAAmodified_volume",0.466529654820935,0.477838788322014,0.102989456021868,0.0992330008133723,0.416471415598988,0.523100089646762,0.728512779328382
"VAAnfaces",-0.0976293626458578,-0.0978130407730574,0.0641136075087983,-0.281167238139239,-0.131584920539893,-0.0586049554431888,0.0952356347295866
"VAAvolume",0.46632970918466,0.477890494081777,0.102550499928401,0.0993526211765966,0.415587156531579,0.523656368353642,0.729404950134454
"VCAarea",0.484086503401667,0.494806168405445,0.105452594651894,0.105550215627979,0.429641950353407,0.548903809783685,0.733597790759551
"VCAeccentricity",0.435109506860213,0.444890980042448,0.0971265589929022,0.112565292130722,0.381185899306986,0.499610430021575,0.650077215455127
"VCAedge_length_total",0.443223233632434,0.450233574710283,0.0977137788963585,0.102886663007627,0.388534703179616,0.506743299602929,0.669266790095742
"VCAfree_volume",0.463411059467005,0.472532050807007,0.10062310738051,0.0776348154910421,0.406438014968963,0.530218601795534,0.68708140760862
"VCAmodified_volume",0.470083194252617,0.478589067054811,0.10401090984369,0.0932597810822264,0.41564199427645,0.5331028089221,0.718027599221766
"VCAnfaces",-0.124918143122016,-0.118962692755917,0.0609530682710542,-0.314364958194111,-0.165073929664818,-0.0868314928044342,0.0471309710361435
"VCAvolume",0.470190195488865,0.481400885027363,0.103792704900557,0.0928027175398322,0.417520054546617,0.534032878596658,0.720446891447444
"VSCarea",0.470992519073842,0.477315043356653,0.104381109578341,0.0962304475866285,0.425503118830632,0.537894065300043,0.744674163531834
"VSCeccentricity",0.442101724556188,0.455272534611998,0.0986998195585989,0.0519814898199371,0.398205298633087,0.508542271032218,0.674408625695751
"VSCedge_length_total",0.416051586676477,0.421875118436901,0.0934227934449613,0.0913555179734441,0.369615461175753,0.478915875998492,0.657315138799252
"VSCfree_volume",0.452548412490573,0.462677538363407,0.097515395776538,0.0735209309367828,0.402820094672351,0.515669981136647,0.707900393760989
"VSCmodified_volume",0.461239697813554,0.471225637254738,0.103257178607181,0.0919998367591661,0.41568496749982,0.528146542693849,0.730110033749793
"VSCnfaces",-0.105005149193352,-0.103693014980352,0.0577962234447194,-0.247672143269898,-0.136240247878428,-0.0769481775702254,0.0720912499846924
"VSCvolume",0.461026258806993,0.471043196789739,0.103006910208518,0.0912354552734494,0.415244122676948,0.529036800526887,0.729374328682961
"wcnAA",-0.616551551009242,-0.640620833736241,0.136144615219884,-0.876556755481079,-0.712667296354396,-0.550353199767102,-0.196414305841391
"wcnC",-0.651625302790724,-0.678580438040031,0.137615616774086,-0.918023447515842,-0.745965579795873,-0.581519988034293,-0.193239761750322
"wcnCA",-0.635683525577082,-0.657614300670599,0.137954012459726,-0.901550234519946,-0.732607293869588,-0.568595314967723,-0.20157359578732
"wcnCB",-0.604736055666754,-0.625685747354311,0.135127352386636,-0.877293044502176,-0.698537104622504,-0.541796510228355,-0.184805638847893
"wcnN",-0.60700621163255,-0.638046679821946,0.139499267309184,-0.892618688033788,-0.704190275207101,-0.532084377992154,-0.179800905407678
"wcnO",-0.62856288043242,-0.660176290933624,0.134160497878013,-0.904675674689686,-0.720985161919586,-0.558012198280882,-0.193610503864779
"wcnSC",-0.576328517873592,-0.599219168609108,0.130542687648856,-0.842302733225076,-0.6731500762172,-0.51609768177887,-0.180881226575272
