"var1","var2","abs.spearman.r","spearman.r","spearman.p"
"sum.GSS","mean.GSS",0.720111498121661,0.720111498121661,2.44430995451383e-35
"sum.GSS","sum.sizeSC",0.657143973300982,0.657143973300982,1.03700309651438e-27
"sum.GSS","sum.hpshh",0.65069224062163,0.65069224062163,4.95926940251153e-27
"sum.GSS","sum.sizeAA",0.646022123998703,0.646022123998703,1.50376019840097e-26
"sum.GSS","natoms",0.646022123998703,0.646022123998703,1.50376019840097e-26
"sum.GSS","sum.ddgent",0.635659143314603,0.635659143314603,1.64730671634704e-25
"sum.GSS","nres",0.633207833361813,0.633207833361813,2.86372771464674e-25
"sum.GSS","sum.wcnN",0.631592783136426,0.631592783136426,4.11137131657679e-25
"sum.GSS","sum.wcnO",0.630814951854637,0.630814951854637,4.88986553156575e-25
"sum.GSS","sum.wcnC",0.629545924159888,0.629545924159888,6.4819828483376e-25
"sum.GSS","sum.wcnSC",0.629389860489441,0.629389860489441,6.7100049668479e-25
"sum.GSS","sum.wcnCA",0.6292779423194,0.6292779423194,6.87836628036939e-25
"sum.GSS","sum.wcnCB",0.629115660972839,0.629115660972839,7.1298941714606e-25
"sum.GSS","sum.wcnAA",0.628511924622226,0.628511924622226,8.1476226680863e-25
"sum.GSS","sum.seqent",0.626715637993059,0.626715637993059,1.20974243638031e-24
"sum.GSS","sum.nhbon",0.624648624337562,0.624648624337562,1.90042020198985e-24
"sum.GSS","sum.hbdif",0.617806340693366,0.617806340693366,8.27646690074396e-24
"sum.GSS","sum.rsa",0.616076572395386,0.616076572395386,1.19376386130869e-23
"sum.GSS","sum.asa",0.615148464324678,0.615148464324678,1.4516606775549e-23
"sum.GSS","median.wcnN",0.609075469091675,0.609075469091675,5.13850254510748e-23
"sum.GSS","sum.LSS",0.608002035410826,0.608002035410826,6.40688133765588e-23
"sum.GSS","median.wcnSC",0.60645969275076,0.60645969275076,8.78365047908983e-23
"sum.GSS","sum.hbe_mean",0.60579073605304,-0.60579073605304,1.00664556876154e-22
"sum.GSS","median.wcnCB",0.605331806303785,0.605331806303785,1.10512256655248e-22
"sum.GSS","r.wcnCA.wcnO",0.604323299238189,0.604323299238189,1.35598408940838e-22
"sum.GSS","mean.wcnN",0.603519353716723,0.603519353716723,1.59533721032617e-22
"sum.GSS","median.wcnC",0.602349808839789,0.602349808839789,2.0192950973185e-22
"sum.GSS","mean.wcnC",0.601986074787154,0.601986074787154,2.17242461775267e-22
"sum.GSS","mean.wcnSC",0.600167404523979,0.600167404523979,3.12653653626037e-22
"sum.GSS","mean.wcnO",0.599799318098064,0.599799318098064,3.36467636496428e-22
"sum.GSS","median.wcnCA",0.599776312696444,0.599776312696444,3.38013791968629e-22
"sum.GSS","median.wcnAA",0.599352267185509,0.599352267185509,3.67795988435186e-22
"sum.GSS","sum.TSS",0.599314374662388,0.599314374662388,3.70579495776234e-22
"sum.GSS","mean.wcnCA",0.59806458646242,0.59806458646242,4.74937384793086e-22
"sum.GSS","median.wcnO",0.597960751271326,0.597960751271326,4.84805713335578e-22
"sum.GSS","mean.wcnCB",0.596341668411391,0.596341668411391,6.67444437408424e-22
"sum.GSS","mean.wcnAA",0.592959874373302,0.592959874373302,1.29393815891308e-21
"sum.GSS","r.wcnCB.wcnO",0.588820767384598,0.588820767384598,2.87893116555419e-21
"sum.GSS","r.wcnC.wcnO",0.588810197335206,0.588810197335206,2.88477450996275e-21
"sum.GSS","r.wcnC.wcnCA",0.586609761758666,0.586609761758666,4.39270375658355e-21
"sum.GSS","r.wcnCA.wcnN",0.583208692924626,0.583208692924626,8.36150324065947e-21
"sum.GSS","r.wcnAA.wcnCB",0.577310605363435,0.577310605363435,2.50845497561865e-20
"sum.GSS","r.wcnC.wcnN",0.57438021461118,0.57438021461118,4.29440437153079e-20
"sum.GSS","r.wcnN.wcnO",0.571898740074315,0.571898740074315,6.74239111159285e-20
"sum.GSS","r.wcnAA.wcnO",0.569637993039475,0.569637993039475,1.01359669660591e-19
"sum.GSS","r.wcnO.wcnSC",0.564579291753597,0.564579291753597,2.49549758171302e-19
"sum.GSS","r.wcnC.wcnCB",0.564364781927684,0.564364781927684,2.59180297891213e-19
"sum.GSS","sd.wcnAA",0.559862562653956,0.559862562653956,5.70190813430831e-19
"sum.GSS","sd.wcnN",0.55764969172519,0.55764969172519,8.36425561583715e-19
"sum.GSS","r.wcnAA.wcnCA",0.557054038353524,0.557054038353524,9.26849365903365e-19
"sum.GSS","sd.wcnC",0.555155781836097,0.555155781836097,1.28378220605131e-18
"sum.GSS","sd.wcnSC",0.554589973309776,0.554589973309776,1.41412749438952e-18
"sum.GSS","sd.wcnCA",0.547653533837645,0.547653533837645,4.55967054071832e-18
"sum.GSS","r.wcnAA.wcnC",0.547353220081366,0.547353220081366,4.79381866110646e-18
"sum.GSS","r.wcnCA.wcnCB",0.547279229735617,0.547279229735617,4.8532928123947e-18
"sum.GSS","r.wcnC.wcnSC",0.546060565217387,0.546060565217387,5.94353610306117e-18
"sum.GSS","sum.helix",0.544054169987733,0.544054169987733,8.28256114039266e-18
"sum.GSS","r.wcnCB.wcnN",0.54402365452263,0.54402365452263,8.32432748403938e-18
"sum.GSS","r.wcnN.wcnSC",0.542990898520191,0.542990898520191,9.86620868218228e-18
"sum.GSS","sd.wcnCB",0.541829436622204,0.541829436622204,1.19356620587556e-17
"sum.GSS","sd.wcnO",0.540252633959841,0.540252633959841,1.5438511439654e-17
"sum.GSS","r.wcnAA.wcnN",0.538859874510435,0.538859874510435,1.9356837434859e-17
