"variable","coef","abs.coef"
"r.varea.vvolume",1.48482241034935,1.48482241034935
"(Intercept)",-0.683189007373914,0.683189007373914
"r.vvolume.wcnSC",-0.468422370735344,0.468422370735344
"r.rsa.varea",-0.284276038113603,0.284276038113603
"r.veccentricity.vvolume",-0.283225413029455,0.283225413029455
"mean.GSS",0.275738152146875,0.275738152146875
"mean.TSS",0.230637383330158,0.230637383330158
"sd.seqent",0.196706260406069,0.196706260406069
"sd.r4sJC",0.182281121903616,0.182281121903616
"r.vedge.vsphericity",0.165866953830075,0.165866953830075
"r.ddgent.vnfaces",0.133979783477025,0.133979783477025
"r.ddgent.rsa",0.13390243002404,0.13390243002404
"mean.ddgent",-0.125248571783433,0.125248571783433
"r.vnfaces.wcnSC",0.12281616897882,0.12281616897882
"mean.betas",-0.0586229427275619,0.0586229427275619
"mean.LSS",-0.0580944570899273,0.0580944570899273
"mean.r4sJC",0.0539226427349916,0.0539226427349916
"r.hbe.varea",-0.0526640458589842,0.0526640458589842
"r.vnfaces.vsphericitym",0.0503294056386725,0.0503294056386725
"r.ddgent.wcnSC",0.0497472885054279,0.0497472885054279
"mean.seqent",0.0462064011637979,0.0462064011637979
"r.ddgent.vedge",0.0435110390662632,0.0435110390662632
"sd.ddgent",0.0430157919162624,0.0430157919162624
"r.ddgent.hpshh",0.0425802865353508,0.0425802865353508
"r.hbe.hpshh",0.0394817949143549,0.0394817949143549
"mean.nhbas",-0.0355579624841738,0.0355579624841738
"median.hpshh",0.0352510553788666,0.0352510553788666
"mean.ESS",-0.0264666956878924,0.0264666956878924
"median.seqent",0.0239721333433763,0.0239721333433763
"median.vnfaces",-0.022439659164803,0.022439659164803
"mean.SSS",0.0174564954685902,0.0174564954685902
"r.hbe.vnfaces",-0.0114640227700914,0.0114640227700914
"r.hbe.vvolume",-0.00659970802753507,0.00659970802753507
"r.bfSC.rsa",0.00432722586916231,0.00432722586916231
"contact_orderSC",0.0038087216768747,0.0038087216768747
"sd.veccentricity",-0.00303599688149616,0.00303599688149616
"sres",-0.00158753576449263,0.00158753576449263
"sum.BSS",-0.000887253307443293,0.000887253307443293
"sd.bfSC",-0.000621307091343632,0.000621307091343632
"sum.ISS",-0.000302669719172981,0.000302669719172981
"nseq",5.82731613914686e-06,5.82731613914686e-06
"mean.bfSC",0,0
"mean.BSS",0,0
"mean.hbdif",0,0
"mean.hbe",0,0
"mean.helix",0,0
"mean.hpshh",0,0
"mean.HSS",0,0
"mean.ISS",0,0
"mean.nhbon",0,0
"mean.nhbpa.dif",0,0
"mean.nhbps",0,0
"mean.rsa",0,0
"mean.varea",0,0
"mean.veccentricity",0,0
"mean.vedge",0,0
"mean.vnfaces",0,0
"mean.vnfacescc",0,0
"mean.vsphericity",0,0
"mean.vsphericitycc",0,0
"mean.vsphericitym",0,0
"mean.vvolume",0,0
"mean.wcnSC",0,0
