"variable","coef","abs.coef"
"r.varea.vvolume",1.69317002903923,1.69317002903923
"r.vvolume.wcnSC",-0.611572487735211,0.611572487735211
"(Intercept)",-0.476980110929298,0.476980110929298
"r.veccentricity.vvolume",-0.446759734467706,0.446759734467706
"r.rsa.varea",-0.275652568187662,0.275652568187662
"r.vedge.vsphericity",0.265709606423569,0.265709606423569
"mean.GSS",0.263409682177699,0.263409682177699
"r.ddgent.rsa",0.247020558292114,0.247020558292114
"mean.TSS",0.240494427644994,0.240494427644994
"sd.r4sJC",0.224466032297684,0.224466032297684
"sd.seqent",0.213090115438007,0.213090115438007
"median.vedge",-0.202968771460021,0.202968771460021
"r.vnfaces.wcnSC",0.151436353541273,0.151436353541273
"r.ddgent.wcnSC",0.150003740108974,0.150003740108974
"mean.ddgent",-0.125214073230057,0.125214073230057
"r.ddgent.vnfaces",0.100025667198903,0.100025667198903
"mean.seqent",0.0609033847407479,0.0609033847407479
"mean.betas",-0.0569987197543852,0.0569987197543852
"median.hpshh",0.055413028687501,0.055413028687501
"mean.nhbas",-0.0489033503663768,0.0489033503663768
"r.hbe.varea",-0.0446133945179444,0.0446133945179444
"r.ddgent.hpshh",0.0431498395666402,0.0431498395666402
"sd.ddgent",0.0421243824839877,0.0421243824839877
"median.seqent",0.0350730160931376,0.0350730160931376
"r.varea.vsphericitym",0.0350472805495416,0.0350472805495416
"mean.r4sJC",0.034236017106178,0.034236017106178
"r.hbe.vnfaces",-0.0310166373110607,0.0310166373110607
"mean.ESS",-0.021253404617009,0.021253404617009
"mean.SSS",0.0194608271753418,0.0194608271753418
"median.vnfaces",-0.0191864052733263,0.0191864052733263
"mean.hpshh",0.0188634788557612,0.0188634788557612
"mean.hbe",-0.0174013679258925,0.0174013679258925
"mean.LSS",-0.0109356849553563,0.0109356849553563
"r.hbe.hpshh",0.0101362667757576,0.0101362667757576
"r.hbe.vvolume",-0.00916446634697036,0.00916446634697036
"contact_orderSC",0.00539035577733705,0.00539035577733705
"sum.ISS",-0.00207102743362028,0.00207102743362028
"sd.veccentricity",-0.0016820138038019,0.0016820138038019
"r.hpshh.vsphericitym",-0.0012887374792746,0.0012887374792746
"sum.BSS",-0.000898451740066099,0.000898451740066099
"sd.bfSC",-0.000824195219151203,0.000824195219151203
"sres",-0.000811480540534329,0.000811480540534329
"r.bfSC.rsa",1.03807578943715e-05,1.03807578943715e-05
