"variable","mean","median","sd","min","q1","q3","max"
"ddgent",0.713404995457792,0.716883012174474,0.0344315355480957,0.610843092882908,0.689815844485199,0.738842186709948,0.793359152922384
"hbe",0.414425671539364,0.412111674174193,0.0642463061722092,0.26859025252177,0.367671468322933,0.460657747926784,0.569499859525949
"hpshh",0.343394397530654,0.35692331833397,0.0817649871187463,0.0674348338805583,0.290965100053792,0.398572358417826,0.506023826706602
"r4s_JC",0.525289588118818,0.542480830366748,0.0883178914599401,0.279587087183536,0.476081326685461,0.592637322765549,0.677670671832864
"rsa",0.850719991616888,0.85074536137738,0.0194934158377988,0.794385254059139,0.839429142679584,0.862909857627588,0.896971663084317
"seqent",0.433861362879587,0.440686843153211,0.103111289744475,0.0354893647226026,0.38281326625369,0.506636163502578,0.651317433168513
