"pdb","vvolume","variable","value"
"1MJ9_A","vvolumeCA","rsa",0.881206228545112
"1MJ9_A","vvolumeCA","seqent",0.438515526295748
"1MJ9_A","vvolumeCB","ddgent",0.78211065448077
"1MJ9_A","vvolumeCB","hbe",0.477572626905363
"1MJ9_A","vvolumeCB","hpshh",0.452053462924908
"1MJ9_A","vvolumeCB","r4s_JC",0.462201707869668
"1MJ9_A","vvolumeCB","rsa",0.897609321498035
"1MJ9_A","vvolumeCB","seqent",0.453613698475802
"1MJ9_A","vvolumeN","ddgent",0.714647657263368
"1MJ9_A","vvolumeN","hbe",0.561521385972937
"1MJ9_A","vvolumeN","hpshh",0.3804382412812
"1MJ9_A","vvolumeN","r4s_JC",0.430223863818548
"1MJ9_A","vvolumeN","rsa",0.830065248616026
"1MJ9_A","vvolumeN","seqent",0.417768502921494
"1MJ9_A","vvolumeO","ddgent",0.505042724557538
"1MJ9_A","vvolumeO","hbe",0.535330047701756
"1MJ9_A","vvolumeO","hpshh",0.320789877147716
"1MJ9_A","vvolumeO","r4s_JC",0.322483281546179
"1MJ9_A","vvolumeO","rsa",0.69003093718707
"1MJ9_A","vvolumeO","seqent",0.30819610638137
"1MJ9_A","vvolumeSC","ddgent",0.808226069765357
"1MJ9_A","vvolumeSC","hbe",0.386273786492918
"1MJ9_A","vvolumeSC","hpshh",0.454165124598999
"1MJ9_A","vvolumeSC","r4s_JC",0.493685810113028
"1MJ9_A","vvolumeSC","rsa",0.9274626025429
"1MJ9_A","vvolumeSC","seqent",0.484974004037415
"1MLA_A","vvolumeAA","ddgent",0.677575326938368
"1MLA_A","vvolumeAA","hbe",0.352268035967295
"1MLA_A","vvolumeAA","hpshh",0.458820317035456
"1MLA_A","vvolumeAA","r4s_JC",0.566451983768934
"1MLA_A","vvolumeAA","rsa",0.908765318776916
"1MLA_A","vvolumeAA","seqent",0.497503191485383
"1MLA_A","vvolumeC","ddgent",0.575013957265391
"1MLA_A","vvolumeC","hbe",0.453419761635086
"1MLA_A","vvolumeC","hpshh",0.367552724049772
"1MLA_A","vvolumeC","r4s_JC",0.510754731480621
"1MLA_A","vvolumeC","rsa",0.841789837016889
"1MLA_A","vvolumeC","seqent",0.443735936594582
"1MLA_A","vvolumeCA","ddgent",0.653272767260485
"1MLA_A","vvolumeCA","hbe",0.357316642766099
"1MLA_A","vvolumeCA","hpshh",0.389563181775753
"1MLA_A","vvolumeCA","r4s_JC",0.548583746716285
"1MLA_A","vvolumeCA","rsa",0.860193755863922
"1MLA_A","vvolumeCA","seqent",0.473637817605919
"1MLA_A","vvolumeCB","ddgent",0.698056133583718
"1MLA_A","vvolumeCB","hbe",0.321018583485321
"1MLA_A","vvolumeCB","hpshh",0.431580713547254
"1MLA_A","vvolumeCB","r4s_JC",0.561251932346629
"1MLA_A","vvolumeCB","rsa",0.894955064551428
"1MLA_A","vvolumeCB","seqent",0.492992202044709
"1MLA_A","vvolumeN","ddgent",0.540328941058994
"1MLA_A","vvolumeN","hbe",0.456958298012523
"1MLA_A","vvolumeN","hpshh",0.300285091835064
"1MLA_A","vvolumeN","r4s_JC",0.513852778787078
"1MLA_A","vvolumeN","rsa",0.752601580318902
"1MLA_A","vvolumeN","seqent",0.424593092641008
"1MLA_A","vvolumeO","ddgent",0.487540814427583
"1MLA_A","vvolumeO","hbe",0.462812789032785
"1MLA_A","vvolumeO","hpshh",0.329670038557695
"1MLA_A","vvolumeO","r4s_JC",0.429880575893243
"1MLA_A","vvolumeO","rsa",0.752845761144772
"1MLA_A","vvolumeO","seqent",0.354655051533648
"1MLA_A","vvolumeSC","ddgent",0.703636925002961
"1MLA_A","vvolumeSC","hbe",0.264859046567351
"1MLA_A","vvolumeSC","hpshh",0.467800921932993
"1MLA_A","vvolumeSC","r4s_JC",0.583938682091123
"1MLA_A","vvolumeSC","rsa",0.906697586610319
"1MLA_A","vvolumeSC","seqent",0.519428304821514
"1MRQ_A","vvolumeAA","ddgent",0.766106688833009
"1MRQ_A","vvolumeAA","hbe",0.400605844613507
"1MRQ_A","vvolumeAA","hpshh",0.48212643858674
"1MRQ_A","vvolumeAA","r4s_JC",0.573428980281916
"1MRQ_A","vvolumeAA","rsa",0.923259368304057
"1MRQ_A","vvolumeAA","seqent",0.478085726296877
"1MRQ_A","vvolumeC","ddgent",0.664631527668276
"1MRQ_A","vvolumeC","hbe",0.451708778998348
"1MRQ_A","vvolumeC","hpshh",0.434782071454646
"1MRQ_A","vvolumeC","r4s_JC",0.513253699393689
"1MRQ_A","vvolumeC","rsa",0.835923099064311
"1MRQ_A","vvolumeC","seqent",0.432104822586663
"1MRQ_A","vvolumeCA","ddgent",0.6992894284589
"1MRQ_A","vvolumeCA","hbe",0.432334382308998
"1MRQ_A","vvolumeCA","hpshh",0.453745854703746
"1MRQ_A","vvolumeCA","r4s_JC",0.548949562902989
"1MRQ_A","vvolumeCA","rsa",0.858472158004408
"1MRQ_A","vvolumeCA","seqent",0.462498830427533
"1MRQ_A","vvolumeCB","ddgent",0.736698595024076
"1MRQ_A","vvolumeCB","hbe",0.424475126937224
"1MRQ_A","vvolumeCB","hpshh",0.437384215872999
"1MRQ_A","vvolumeCB","r4s_JC",0.567353378524578
"1MRQ_A","vvolumeCB","rsa",0.894513484707138
"1MRQ_A","vvolumeCB","seqent",0.462749174450265
"1MRQ_A","vvolumeN","ddgent",0.602932095797892
"1MRQ_A","vvolumeN","hbe",0.486683961453889
"1MRQ_A","vvolumeN","hpshh",0.39698762796674
"1MRQ_A","vvolumeN","r4s_JC",0.47564286759838
"1MRQ_A","vvolumeN","rsa",0.762573319650581
"1MRQ_A","vvolumeN","seqent",0.401370731471669
"1MRQ_A","vvolumeO","ddgent",0.612107136269204
"1MRQ_A","vvolumeO","hbe",0.475632595992642
"1MRQ_A","vvolumeO","hpshh",0.384578636157425
"1MRQ_A","vvolumeO","r4s_JC",0.454907615925001
"1MRQ_A","vvolumeO","rsa",0.777870233344125
"1MRQ_A","vvolumeO","seqent",0.389070578246702
"1MRQ_A","vvolumeSC","ddgent",0.773844244028657
"1MRQ_A","vvolumeSC","hbe",0.365051797179772
"1MRQ_A","vvolumeSC","hpshh",0.465346829099379
"1MRQ_A","vvolumeSC","r4s_JC",0.570647551305559
"1MRQ_A","vvolumeSC","rsa",0.927582652926955
"1MRQ_A","vvolumeSC","seqent",0.458235503770151
"1MUD_A","vvolumeAA","ddgent",0.744851453855879
"1MUD_A","vvolumeAA","hbe",0.457555147385232
"1MUD_A","vvolumeAA","hpshh",0.44878102439381
"1MUD_A","vvolumeAA","r4s_JC",0.522254916525505
"1MUD_A","vvolumeAA","rsa",0.923242794898277
"1MUD_A","vvolumeAA","seqent",0.484150918882543
"1MUD_A","vvolumeC","ddgent",0.641577117572693
"1MUD_A","vvolumeC","hbe",0.517618379351281
"1MUD_A","vvolumeC","hpshh",0.313171945149841
"1MUD_A","vvolumeC","r4s_JC",0.47251248953013
"1MUD_A","vvolumeC","rsa",0.818466589887394
"1MUD_A","vvolumeC","seqent",0.438248699523981
"1MUD_A","vvolumeCA","ddgent",0.686955330804888
"1MUD_A","vvolumeCA","hbe",0.47421821418607
"1MUD_A","vvolumeCA","hpshh",0.359935972301481
"1MUD_A","vvolumeCA","r4s_JC",0.485441748351659
"1MUD_A","vvolumeCA","rsa",0.832749772422884
"1MUD_A","vvolumeCA","seqent",0.428934426867637
"1MUD_A","vvolumeCB","ddgent",0.744415297092288
"1MUD_A","vvolumeCB","hbe",0.486637531302682
"1MUD_A","vvolumeCB","hpshh",0.382811408580638
"1MUD_A","vvolumeCB","r4s_JC",0.535612498863676
"1MUD_A","vvolumeCB","rsa",0.887185523028165
"1MUD_A","vvolumeCB","seqent",0.500095512112901
"1MUD_A","vvolumeN","ddgent",0.57147176569743
"1MUD_A","vvolumeN","hbe",0.482176166940087
"1MUD_A","vvolumeN","hpshh",0.345411274012249
"1MUD_A","vvolumeN","r4s_JC",0.427553271892184
"1MUD_A","vvolumeN","rsa",0.73711535259419
"1MUD_A","vvolumeN","seqent",0.358615830703575
"1MUD_A","vvolumeO","ddgent",0.576321112515803
"1MUD_A","vvolumeO","hbe",0.489353236029836
"1MUD_A","vvolumeO","hpshh",0.278972830018318
"1MUD_A","vvolumeO","r4s_JC",0.425314715161298
"1MUD_A","vvolumeO","rsa",0.760973735205152
"1MUD_A","vvolumeO","seqent",0.399206522590217
"1MUD_A","vvolumeSC","ddgent",0.770325537294564
"1MUD_A","vvolumeSC","hbe",0.419858278294277
"1MUD_A","vvolumeSC","hpshh",0.483871863396167
"1MUD_A","vvolumeSC","r4s_JC",0.562997281239466
"1MUD_A","vvolumeSC","rsa",0.931208770820097
"1MUD_A","vvolumeSC","seqent",0.522836921570594
"1MUG_A","vvolumeAA","ddgent",0.789084497635776
"1MUG_A","vvolumeAA","hbe",0.482476707917363
"1MUG_A","vvolumeAA","hpshh",0.47417518977029
"1MUG_A","vvolumeAA","r4s_JC",0.559860817533167
"1MUG_A","vvolumeAA","rsa",0.916634296748259
"1MUG_A","vvolumeAA","seqent",0.444164240108995
"1MUG_A","vvolumeC","ddgent",0.704944834771458
"1MUG_A","vvolumeC","hbe",0.562286161165626
"1MUG_A","vvolumeC","hpshh",0.365502509721552
"1MUG_A","vvolumeC","r4s_JC",0.499543516230166
"1MUG_A","vvolumeC","rsa",0.797632060224249
"1MUG_A","vvolumeC","seqent",0.379266956963107
"1MUG_A","vvolumeCA","ddgent",0.711054417225443
"1MUG_A","vvolumeCA","hbe",0.490704197304547
"1MUG_A","vvolumeCA","hpshh",0.385445608323788
"1MUG_A","vvolumeCA","r4s_JC",0.534778587007052
"1MUG_A","vvolumeCA","rsa",0.812820137724539
"1MUG_A","vvolumeCA","seqent",0.413466727219299
"1MUG_A","vvolumeCB","ddgent",0.766302460395907
"1MUG_A","vvolumeCB","hbe",0.451146235906333
"1MUG_A","vvolumeCB","hpshh",0.441628556350069
"1MUG_A","vvolumeCB","r4s_JC",0.567463760133798
"1MUG_A","vvolumeCB","rsa",0.872143469126172
"1MUG_A","vvolumeCB","seqent",0.446416263724521
"1MUG_A","vvolumeN","ddgent",0.625183661475169
"1MUG_A","vvolumeN","hbe",0.533993058551554
"1MUG_A","vvolumeN","hpshh",0.374584232324142
"1MUG_A","vvolumeN","r4s_JC",0.498127648493576
"1MUG_A","vvolumeN","rsa",0.730833660227155
"1MUG_A","vvolumeN","seqent",0.407776560788609
"1MUG_A","vvolumeO","ddgent",0.604613576256245
"1MUG_A","vvolumeO","hbe",0.517185301281455
"1MUG_A","vvolumeO","hpshh",0.333041578195547
"1MUG_A","vvolumeO","r4s_JC",0.425994530211449
"1MUG_A","vvolumeO","rsa",0.73314221592536
"1MUG_A","vvolumeO","seqent",0.344631742045789
"1MUG_A","vvolumeSC","ddgent",0.788515480992707
"1MUG_A","vvolumeSC","hbe",0.397780470733916
"1MUG_A","vvolumeSC","hpshh",0.510934606928013
"1MUG_A","vvolumeSC","r4s_JC",0.603275863799559
"1MUG_A","vvolumeSC","rsa",0.911085475264039
"1MUG_A","vvolumeSC","seqent",0.492295568081639
"1NDH_A","vvolumeAA","ddgent",0.735229411773672
"1NDH_A","vvolumeAA","hbe",0.376605973507777
"1NDH_A","vvolumeAA","hpshh",0.452723441161843
"1NDH_A","vvolumeAA","r4s_JC",0.518329598065679
"1NDH_A","vvolumeAA","rsa",0.907450035260155
"1NDH_A","vvolumeAA","seqent",0.425174654689057
"1NDH_A","vvolumeC","ddgent",0.61744209263654
"1NDH_A","vvolumeC","hbe",0.50969292541938
"1NDH_A","vvolumeC","hpshh",0.380493740833996
"1NDH_A","vvolumeC","r4s_JC",0.387986704199716
"1NDH_A","vvolumeC","rsa",0.779316251957387
"1NDH_A","vvolumeC","seqent",0.306439225103852
"1NDH_A","vvolumeCA","ddgent",0.711014891381675
"1NDH_A","vvolumeCA","hbe",0.412111674174193
"1NDH_A","vvolumeCA","hpshh",0.368726828019558
"1NDH_A","vvolumeCA","r4s_JC",0.450306918475434
"1NDH_A","vvolumeCA","rsa",0.83113916130191
"1NDH_A","vvolumeCA","seqent",0.352429366932849
"1NDH_A","vvolumeCB","ddgent",0.764401584536291
"1NDH_A","vvolumeCB","hbe",0.385497971332664
"1NDH_A","vvolumeCB","hpshh",0.399243911086876
"1NDH_A","vvolumeCB","r4s_JC",0.519614794649575
"1NDH_A","vvolumeCB","rsa",0.871741405097059
"1NDH_A","vvolumeCB","seqent",0.426736658132432
"1NDH_A","vvolumeN","ddgent",0.648318906980891
"1NDH_A","vvolumeN","hbe",0.482000982393831
"1NDH_A","vvolumeN","hpshh",0.368325680689275
"1NDH_A","vvolumeN","r4s_JC",0.4427627215061
"1NDH_A","vvolumeN","rsa",0.779638882643495
"1NDH_A","vvolumeN","seqent",0.341020957075623
"1NDH_A","vvolumeO","ddgent",0.491573577445812
"1NDH_A","vvolumeO","hbe",0.559822657010427
"1NDH_A","vvolumeO","hpshh",0.296810490759302
"1NDH_A","vvolumeO","r4s_JC",0.293142488557494
"1NDH_A","vvolumeO","rsa",0.660228020679213
"1NDH_A","vvolumeO","seqent",0.227951295640021
"1NDH_A","vvolumeSC","ddgent",0.750949792025801
"1NDH_A","vvolumeSC","hbe",0.307289369951339
"1NDH_A","vvolumeSC","hpshh",0.470167697797404
"1NDH_A","vvolumeSC","r4s_JC",0.550541209220124
"1NDH_A","vvolumeSC","rsa",0.90979017503822
"1NDH_A","vvolumeSC","seqent",0.460598051670032
"1NDI_A","vvolumeAA","ddgent",0.807397554114795
"1NDI_A","vvolumeAA","hbe",0.3500370300287
"1NDI_A","vvolumeAA","hpshh",0.412857576342788
"1NDI_A","vvolumeAA","r4s_JC",0.65252460082733
"1NDI_A","vvolumeAA","rsa",0.910435393876489
"1NDI_A","vvolumeAA","seqent",0.563173975068166
"1NDI_A","vvolumeC","ddgent",0.70580883663708
"1NDI_A","vvolumeC","hbe",0.426726461172477
"1NDI_A","vvolumeC","hpshh",0.336449463704928
"1NDI_A","vvolumeC","r4s_JC",0.595264262028785
"1NDI_A","vvolumeC","rsa",0.808245236446263
"1NDI_A","vvolumeC","seqent",0.520762029683216
"1NDI_A","vvolumeCA","ddgent",0.773695276903382
"1NDI_A","vvolumeCA","hbe",0.386992484467732
"1NDI_A","vvolumeCA","hpshh",0.35745468867041
"1NDI_A","vvolumeCA","r4s_JC",0.640386363040611
"1NDI_A","vvolumeCA","rsa",0.848000920463275
"1NDI_A","vvolumeCA","seqent",0.556295232704124
"1NDI_A","vvolumeCB","ddgent",0.798133581448498
"1NDI_A","vvolumeCB","hbe",0.374977490548058
"1NDI_A","vvolumeCB","hpshh",0.373409135702966
"1NDI_A","vvolumeCB","r4s_JC",0.651660136063319
"1NDI_A","vvolumeCB","rsa",0.881082748593132
"1NDI_A","vvolumeCB","seqent",0.566698073585091
"1NDI_A","vvolumeN","ddgent",0.682031158556303
"1NDI_A","vvolumeN","hbe",0.445879005637912
"1NDI_A","vvolumeN","hpshh",0.32193726459054
"1NDI_A","vvolumeN","r4s_JC",0.557177120536743
"1NDI_A","vvolumeN","rsa",0.754974888618841
"1NDI_A","vvolumeN","seqent",0.476483276875181
"1NDI_A","vvolumeO","ddgent",0.630872029767018
"1NDI_A","vvolumeO","hbe",0.401629520193268
"1NDI_A","vvolumeO","hpshh",0.300206642612217
"1NDI_A","vvolumeO","r4s_JC",0.533024796797417
"1NDI_A","vvolumeO","rsa",0.731140450675451
"1NDI_A","vvolumeO","seqent",0.465768799404309
"1NDI_A","vvolumeSC","ddgent",0.812550213882426
"1NDI_A","vvolumeSC","hbe",0.30780592202279
"1NDI_A","vvolumeSC","hpshh",0.427558726979461
"1NDI_A","vvolumeSC","r4s_JC",0.680821448145119
"1NDI_A","vvolumeSC","rsa",0.909584624778819
"1NDI_A","vvolumeSC","seqent",0.584864998664577
"1NLU_A","vvolumeAA","ddgent",0.767386584836113
"1NLU_A","vvolumeAA","hbe",0.440729659891826
"1NLU_A","vvolumeAA","hpshh",0.271063145074725
"1NLU_A","vvolumeAA","r4s_JC",0.593267995680687
"1NLU_A","vvolumeAA","rsa",0.909883571108612
"1NLU_A","vvolumeAA","seqent",0.504127590692975
"1NLU_A","vvolumeC","ddgent",0.662946439321045
"1NLU_A","vvolumeC","hbe",0.477041550163151
"1NLU_A","vvolumeC","hpshh",0.224200397027647
"1NLU_A","vvolumeC","r4s_JC",0.532313445063519
"1NLU_A","vvolumeC","rsa",0.814773072681808
"1NLU_A","vvolumeC","seqent",0.439224482253008
"1NLU_A","vvolumeCA","ddgent",0.738529419413374
"1NLU_A","vvolumeCA","hbe",0.400718842392903
"1NLU_A","vvolumeCA","hpshh",0.236375756739196
"1NLU_A","vvolumeCA","r4s_JC",0.568174197637834
"1NLU_A","vvolumeCA","rsa",0.857368751488662
"1NLU_A","vvolumeCA","seqent",0.472166830104293
"1NLU_A","vvolumeCB","ddgent",0.774052700936385
"1NLU_A","vvolumeCB","hbe",0.408885745725573
"1NLU_A","vvolumeCB","hpshh",0.257501562142122
"1NLU_A","vvolumeCB","r4s_JC",0.601145827313954
"1NLU_A","vvolumeCB","rsa",0.885664241220112
"1NLU_A","vvolumeCB","seqent",0.512497058579288
"1NLU_A","vvolumeN","ddgent",0.641469771527475
"1NLU_A","vvolumeN","hbe",0.488801624304914
"1NLU_A","vvolumeN","hpshh",0.222763160769091
"1NLU_A","vvolumeN","r4s_JC",0.529045999614847
"1NLU_A","vvolumeN","rsa",0.796028230089164
"1NLU_A","vvolumeN","seqent",0.445102809015742
"1NLU_A","vvolumeO","ddgent",0.542368694034056
"1NLU_A","vvolumeO","hbe",0.494911790622179
"1NLU_A","vvolumeO","hpshh",0.183513547323583
"1NLU_A","vvolumeO","r4s_JC",0.446734763845013
"1NLU_A","vvolumeO","rsa",0.719484098196897
"1NLU_A","vvolumeO","seqent",0.374886391478121
"1NLU_A","vvolumeSC","ddgent",0.787739719892164
"1NLU_A","vvolumeSC","hbe",0.377241083169936
"1NLU_A","vvolumeSC","hpshh",0.269393277873791
"1NLU_A","vvolumeSC","r4s_JC",0.604046508293252
"1NLU_A","vvolumeSC","rsa",0.909151940682656
"1NLU_A","vvolumeSC","seqent",0.526200481944846
"1O8A_A","vvolumeAA","ddgent",0.763596325855694
"1O8A_A","vvolumeAA","hbe",0.296426495934552
"1O8A_A","vvolumeAA","hpshh",0.460042547269231
"1O8A_A","vvolumeAA","r4s_JC",0.601967810127806
"1O8A_A","vvolumeAA","rsa",0.908719798521837
"1O8A_A","vvolumeAA","seqent",0.485639966834788
"1O8A_A","vvolumeC","ddgent",0.655650026937852
"1O8A_A","vvolumeC","hbe",0.419379834091354
"1O8A_A","vvolumeC","hpshh",0.386074041099235
"1O8A_A","vvolumeC","r4s_JC",0.546734741003872
"1O8A_A","vvolumeC","rsa",0.812253255629925
"1O8A_A","vvolumeC","seqent",0.44039896986571
"1O8A_A","vvolumeCA","ddgent",0.714061220297417
"1O8A_A","vvolumeCA","hbe",0.348035058216935
"1O8A_A","vvolumeCA","hpshh",0.403092396279624
"1O8A_A","vvolumeCA","r4s_JC",0.564206090535219
"1O8A_A","vvolumeCA","rsa",0.829676728196986
"1O8A_A","vvolumeCA","seqent",0.438939751932553
"1O8A_A","vvolumeCB","ddgent",0.770379959882328
"1O8A_A","vvolumeCB","hbe",0.317744281848814
"1O8A_A","vvolumeCB","hpshh",0.444841507698965
"1O8A_A","vvolumeCB","r4s_JC",0.598305431205944
"1O8A_A","vvolumeCB","rsa",0.87630100581246
"1O8A_A","vvolumeCB","seqent",0.487382611192222
"1O8A_A","vvolumeN","ddgent",0.573422526017397
"1O8A_A","vvolumeN","hbe",0.381816936833016
"1O8A_A","vvolumeN","hpshh",0.327586041310279
"1O8A_A","vvolumeN","r4s_JC",0.464687182411575
"1O8A_A","vvolumeN","rsa",0.706005526008832
"1O8A_A","vvolumeN","seqent",0.340356337257426
"1O8A_A","vvolumeO","ddgent",0.561477263083255
"1O8A_A","vvolumeO","hbe",0.41597427648929
"1O8A_A","vvolumeO","hpshh",0.358394372355763
"1O8A_A","vvolumeO","r4s_JC",0.493722842233724
"1O8A_A","vvolumeO","rsa",0.737648376003572
"1O8A_A","vvolumeO","seqent",0.398365825872263
"1O8A_A","vvolumeSC","ddgent",0.785231715645178
"1O8A_A","vvolumeSC","hbe",0.233405996636023
"1O8A_A","vvolumeSC","hpshh",0.447846296944805
"1O8A_A","vvolumeSC","r4s_JC",0.646535495401555
"1O8A_A","vvolumeSC","rsa",0.909232606721941
"1O8A_A","vvolumeSC","seqent",0.52453915874303
"1O98_A","vvolumeAA","ddgent",0.772151845748277
"1O98_A","vvolumeAA","hbe",0.361571174180299
"1O98_A","vvolumeAA","hpshh",0.417960722123934
"1O98_A","vvolumeAA","r4s_JC",0.622160668950166
"1O98_A","vvolumeAA","rsa",0.895449967407983
"1O98_A","vvolumeAA","seqent",0.565177079101198
"1O98_A","vvolumeC","ddgent",0.606249618947869
"1O98_A","vvolumeC","hbe",0.424552416428996
"1O98_A","vvolumeC","hpshh",0.355499228015443
"1O98_A","vvolumeC","r4s_JC",0.518680064103239
"1O98_A","vvolumeC","rsa",0.789274445839589
"1O98_A","vvolumeC","seqent",0.459910698574461
"1O98_A","vvolumeCA","ddgent",0.715021689259835
"1O98_A","vvolumeCA","hbe",0.380367692501989
"1O98_A","vvolumeCA","hpshh",0.399179060659518
"1O98_A","vvolumeCA","r4s_JC",0.579808009274959
"1O98_A","vvolumeCA","rsa",0.841141488528114
"1O98_A","vvolumeCA","seqent",0.519469111552631
"1O98_A","vvolumeCB","ddgent",0.760094764821449
"1O98_A","vvolumeCB","hbe",0.3713649373086
"1O98_A","vvolumeCB","hpshh",0.400395623928088
"1O98_A","vvolumeCB","r4s_JC",0.62081867324864
"1O98_A","vvolumeCB","rsa",0.884952302564997
"1O98_A","vvolumeCB","seqent",0.562271493113327
"1O98_A","vvolumeN","ddgent",0.614745147784529
"1O98_A","vvolumeN","hbe",0.432502451189851
"1O98_A","vvolumeN","hpshh",0.379298284001329
"1O98_A","vvolumeN","r4s_JC",0.53233412612809
"1O98_A","vvolumeN","rsa",0.765778073784851
"1O98_A","vvolumeN","seqent",0.472366936145118
"1O98_A","vvolumeO","ddgent",0.514425837472962
"1O98_A","vvolumeO","hbe",0.437924282243885
"1O98_A","vvolumeO","hpshh",0.297494833633705
"1O98_A","vvolumeO","r4s_JC",0.435521303532929
"1O98_A","vvolumeO","rsa",0.683699911421969
"1O98_A","vvolumeO","seqent",0.373416734188976
"1O98_A","vvolumeSC","ddgent",0.767873870151993
"1O98_A","vvolumeSC","hbe",0.302486585736843
"1O98_A","vvolumeSC","hpshh",0.418673799720922
"1O98_A","vvolumeSC","r4s_JC",0.651976033527502
"1O98_A","vvolumeSC","rsa",0.906307321555732
"1O98_A","vvolumeSC","seqent",0.602427073839544
"1OG1_A","vvolumeAA","ddgent",0.7785614730682
"1OG1_A","vvolumeAA","hbe",0.388665882457409
"1OG1_A","vvolumeAA","hpshh",0.461541983246551
"1OG1_A","vvolumeAA","r4s_JC",0.611094578673052
"1OG1_A","vvolumeAA","rsa",0.928202449362906
"1OG1_A","vvolumeAA","seqent",0.464203473172083
"1OG1_A","vvolumeC","ddgent",0.631164837162595
"1OG1_A","vvolumeC","hbe",0.445660174432234
"1OG1_A","vvolumeC","hpshh",0.361480281898262
"1OG1_A","vvolumeC","r4s_JC",0.59290841232245
"1OG1_A","vvolumeC","rsa",0.823532400026212
"1OG1_A","vvolumeC","seqent",0.430580925255813
"1OG1_A","vvolumeCA","ddgent",0.744819891961148
"1OG1_A","vvolumeCA","hbe",0.40142304410653
"1OG1_A","vvolumeCA","hpshh",0.383865828346493
"1OG1_A","vvolumeCA","r4s_JC",0.594023540516208
"1OG1_A","vvolumeCA","rsa",0.87298526089555
"1OG1_A","vvolumeCA","seqent",0.440686843153211
"1OG1_A","vvolumeCB","ddgent",0.749060719912738
"1OG1_A","vvolumeCB","hbe",0.391566172177316
"1OG1_A","vvolumeCB","hpshh",0.415474245951015
"1OG1_A","vvolumeCB","r4s_JC",0.61268530011393
"1OG1_A","vvolumeCB","rsa",0.88967429468831
"1OG1_A","vvolumeCB","seqent",0.468605536991187
"1OG1_A","vvolumeN","ddgent",0.647861947469571
"1OG1_A","vvolumeN","hbe",0.476196290660316
"1OG1_A","vvolumeN","hpshh",0.336264559694359
"1OG1_A","vvolumeN","r4s_JC",0.517962707865114
"1OG1_A","vvolumeN","rsa",0.79989605691451
"1OG1_A","vvolumeN","seqent",0.376573402358156
"1OG1_A","vvolumeO","ddgent",0.508772746160639
"1OG1_A","vvolumeO","hbe",0.494296717919558
"1OG1_A","vvolumeO","hpshh",0.268608126814571
"1OG1_A","vvolumeO","r4s_JC",0.501741136600166
"1OG1_A","vvolumeO","rsa",0.73358516486371
"1OG1_A","vvolumeO","seqent",0.362008068286095
"1OG1_A","vvolumeSC","ddgent",0.78924350578919
"1OG1_A","vvolumeSC","hbe",0.349370636521888
"1OG1_A","vvolumeSC","hpshh",0.501617348204846
"1OG1_A","vvolumeSC","r4s_JC",0.633275205240663
"1OG1_A","vvolumeSC","rsa",0.93247663785314
"1OG1_A","vvolumeSC","seqent",0.491869758140729
"1OGO_X","vvolumeAA","ddgent",0.699799084335479
"1OGO_X","vvolumeAA","hbe",0.449409992575988
"1OGO_X","vvolumeAA","hpshh",0.25054192737031
"1OGO_X","vvolumeAA","r4s_JC",0.321170346460874
"1OGO_X","vvolumeAA","rsa",0.872388100910146
"1OGO_X","vvolumeAA","seqent",0.0742994505686177
"1OGO_X","vvolumeC","ddgent",0.568052151221203
"1OGO_X","vvolumeC","hbe",0.514369258530331
"1OGO_X","vvolumeC","hpshh",0.168461679684704
"1OGO_X","vvolumeC","r4s_JC",0.263829690508517
"1OGO_X","vvolumeC","rsa",0.768368229859962
"1OGO_X","vvolumeC","seqent",0.0161052896935269
"1OGO_X","vvolumeCA","ddgent",0.656846303310209
"1OGO_X","vvolumeCA","hbe",0.45139956940037
"1OGO_X","vvolumeCA","hpshh",0.21844859911303
"1OGO_X","vvolumeCA","r4s_JC",0.287470421114923
"1OGO_X","vvolumeCA","rsa",0.82124823258019
"1OGO_X","vvolumeCA","seqent",0.0354893647226026
"1OGO_X","vvolumeCB","ddgent",0.708667413313692
"1OGO_X","vvolumeCB","hbe",0.431543211843575
"1OGO_X","vvolumeCB","hpshh",0.22932616297773
"1OGO_X","vvolumeCB","r4s_JC",0.304455182953638
"1OGO_X","vvolumeCB","rsa",0.855240539154175
"1OGO_X","vvolumeCB","seqent",0.0493666072395567
"1OGO_X","vvolumeN","ddgent",0.631158811938376
"1OGO_X","vvolumeN","hbe",0.52094212519388
"1OGO_X","vvolumeN","hpshh",0.220499650734001
"1OGO_X","vvolumeN","r4s_JC",0.28721525445902
"1OGO_X","vvolumeN","rsa",0.801594289311777
"1OGO_X","vvolumeN","seqent",0.0107714526320692
"1OGO_X","vvolumeO","ddgent",0.434624230544237
"1OGO_X","vvolumeO","hbe",0.502479062836609
"1OGO_X","vvolumeO","hpshh",0.0836923686284744
"1OGO_X","vvolumeO","r4s_JC",0.2156678613028
"1OGO_X","vvolumeO","rsa",0.629393534398951
"1OGO_X","vvolumeO","seqent",-0.00480112669415
"1OGO_X","vvolumeSC","ddgent",0.747351385173861
"1OGO_X","vvolumeSC","hbe",0.415150552799963
"1OGO_X","vvolumeSC","hpshh",0.269953163521605
"1OGO_X","vvolumeSC","r4s_JC",0.345695969390265
"1OGO_X","vvolumeSC","rsa",0.892721500255958
"1OGO_X","vvolumeSC","seqent",0.0857355090357716
"1OJ4_A","vvolumeAA","ddgent",0.79092143017653
"1OJ4_A","vvolumeAA","hbe",0.40070854857503
"1OJ4_A","vvolumeAA","hpshh",0.472158869155994
