"pdb","vvolume","variable","value"
"1CNS_A","vvolumeN","hpshh",0.217235773303019
"1CNS_A","vvolumeN","r4s_JC",0.558780133237936
"1CNS_A","vvolumeN","rsa",0.769630386753788
"1CNS_A","vvolumeN","seqent",0.507897951153386
"1CNS_A","vvolumeO","ddgent",0.514097865996009
"1CNS_A","vvolumeO","hbe",0.522858173601236
"1CNS_A","vvolumeO","hpshh",0.132343991526586
"1CNS_A","vvolumeO","r4s_JC",0.474235826851006
"1CNS_A","vvolumeO","rsa",0.75280192010608
"1CNS_A","vvolumeO","seqent",0.422456320818929
"1CNS_A","vvolumeSC","ddgent",0.736101702569661
"1CNS_A","vvolumeSC","hbe",0.43280314186871
"1CNS_A","vvolumeSC","hpshh",0.365939938414625
"1CNS_A","vvolumeSC","r4s_JC",0.641144263826164
"1CNS_A","vvolumeSC","rsa",0.920866182138774
"1CNS_A","vvolumeSC","seqent",0.594347429564545
"1COY_A","vvolumeAA","ddgent",0.715397874738123
"1COY_A","vvolumeAA","hbe",0.373706593020124
"1COY_A","vvolumeAA","hpshh",0.383418926751367
"1COY_A","vvolumeAA","r4s_JC",0.516134639376818
"1COY_A","vvolumeAA","rsa",0.887751821501449
"1COY_A","vvolumeAA","seqent",0.397516688789083
"1COY_A","vvolumeC","ddgent",0.611692439821552
"1COY_A","vvolumeC","hbe",0.449569021250676
"1COY_A","vvolumeC","hpshh",0.26009970497359
"1COY_A","vvolumeC","r4s_JC",0.456466528321414
"1COY_A","vvolumeC","rsa",0.78332046524864
"1COY_A","vvolumeC","seqent",0.349839015538039
"1COY_A","vvolumeCA","ddgent",0.678267910394351
"1COY_A","vvolumeCA","hbe",0.404373485306101
"1COY_A","vvolumeCA","hpshh",0.342738559761169
"1COY_A","vvolumeCA","r4s_JC",0.526168598165097
"1COY_A","vvolumeCA","rsa",0.844723050876962
"1COY_A","vvolumeCA","seqent",0.418089157958113
"1COY_A","vvolumeCB","ddgent",0.722755349858053
"1COY_A","vvolumeCB","hbe",0.383502010123472
"1COY_A","vvolumeCB","hpshh",0.359272921086063
"1COY_A","vvolumeCB","r4s_JC",0.546172747336612
"1COY_A","vvolumeCB","rsa",0.884659040860588
"1COY_A","vvolumeCB","seqent",0.435495219497871
"1COY_A","vvolumeN","ddgent",0.598896295059284
"1COY_A","vvolumeN","hbe",0.474048280136942
"1COY_A","vvolumeN","hpshh",0.300766193393325
"1COY_A","vvolumeN","r4s_JC",0.490721525434641
"1COY_A","vvolumeN","rsa",0.764740180393416
"1COY_A","vvolumeN","seqent",0.384467345860777
"1COY_A","vvolumeO","ddgent",0.471754085454589
"1COY_A","vvolumeO","hbe",0.495464714539009
"1COY_A","vvolumeO","hpshh",0.198613729491087
"1COY_A","vvolumeO","r4s_JC",0.330508929071774
"1COY_A","vvolumeO","rsa",0.666440330232246
"1COY_A","vvolumeO","seqent",0.249253037754975
"1COY_A","vvolumeSC","ddgent",0.735760288188563
"1COY_A","vvolumeSC","hbe",0.31005569088649
"1COY_A","vvolumeSC","hpshh",0.416303368225707
"1COY_A","vvolumeSC","r4s_JC",0.548732579904027
"1COY_A","vvolumeSC","rsa",0.901681117822507
"1COY_A","vvolumeSC","seqent",0.419181846930852
"1CQQ_A","vvolumeAA","ddgent",0.773215222692058
"1CQQ_A","vvolumeAA","hbe",0.57711690838733
"1CQQ_A","vvolumeAA","hpshh",0.52041409589894
"1CQQ_A","vvolumeAA","r4s_JC",0.379463748329623
"1CQQ_A","vvolumeAA","rsa",0.940690954154542
"1CQQ_A","vvolumeAA","seqent",0.368064857968867
"1CQQ_A","vvolumeC","ddgent",0.645312098110024
"1CQQ_A","vvolumeC","hbe",0.596213089473207
"1CQQ_A","vvolumeC","hpshh",0.425065213701329
"1CQQ_A","vvolumeC","r4s_JC",0.347200373674653
"1CQQ_A","vvolumeC","rsa",0.83062892608536
"1CQQ_A","vvolumeC","seqent",0.307960122225995
"1CQQ_A","vvolumeCA","ddgent",0.720277374816095
"1CQQ_A","vvolumeCA","hbe",0.558484831287536
"1CQQ_A","vvolumeCA","hpshh",0.454340259901212
"1CQQ_A","vvolumeCA","r4s_JC",0.325703803310772
"1CQQ_A","vvolumeCA","rsa",0.878074911475165
"1CQQ_A","vvolumeCA","seqent",0.300918752636398
"1CQQ_A","vvolumeCB","ddgent",0.789798039034127
"1CQQ_A","vvolumeCB","hbe",0.546399604652167
"1CQQ_A","vvolumeCB","hpshh",0.499090806126787
"1CQQ_A","vvolumeCB","r4s_JC",0.389517566918493
"1CQQ_A","vvolumeCB","rsa",0.913844168661104
"1CQQ_A","vvolumeCB","seqent",0.384332849779314
"1CQQ_A","vvolumeN","ddgent",0.68925378355299
"1CQQ_A","vvolumeN","hbe",0.612698557005446
"1CQQ_A","vvolumeN","hpshh",0.468163527268379
"1CQQ_A","vvolumeN","r4s_JC",0.335077559058131
"1CQQ_A","vvolumeN","rsa",0.841288269866802
"1CQQ_A","vvolumeN","seqent",0.321158060433964
"1CQQ_A","vvolumeO","ddgent",0.521207444674218
"1CQQ_A","vvolumeO","hbe",0.626567136651637
"1CQQ_A","vvolumeO","hpshh",0.371127346300889
"1CQQ_A","vvolumeO","r4s_JC",0.262645207820553
"1CQQ_A","vvolumeO","rsa",0.70063873890907
"1CQQ_A","vvolumeO","seqent",0.218932683107503
"1CQQ_A","vvolumeSC","ddgent",0.774392213751453
"1CQQ_A","vvolumeSC","hbe",0.521191863536704
"1CQQ_A","vvolumeSC","hpshh",0.540576078571532
"1CQQ_A","vvolumeSC","r4s_JC",0.382764265115654
"1CQQ_A","vvolumeSC","rsa",0.93485259005261
"1CQQ_A","vvolumeSC","seqent",0.380122843297633
"1CVR_A","vvolumeAA","ddgent",0.755715473917411
"1CVR_A","vvolumeAA","hbe",0.380535463977204
"1CVR_A","vvolumeAA","hpshh",0.401422650617931
"1CVR_A","vvolumeAA","r4s_JC",0.412559084442946
"1CVR_A","vvolumeAA","rsa",0.89555153357818
"1CVR_A","vvolumeAA","seqent",0.35516843952069
"1CVR_A","vvolumeC","ddgent",0.626403081196971
"1CVR_A","vvolumeC","hbe",0.451053139460247
"1CVR_A","vvolumeC","hpshh",0.31920253098031
"1CVR_A","vvolumeC","r4s_JC",0.368144739740613
"1CVR_A","vvolumeC","rsa",0.803000017737853
"1CVR_A","vvolumeC","seqent",0.342527014598021
"1CVR_A","vvolumeCA","ddgent",0.726139358790479
"1CVR_A","vvolumeCA","hbe",0.384242944002737
"1CVR_A","vvolumeCA","hpshh",0.344711533481562
"1CVR_A","vvolumeCA","r4s_JC",0.392888489325637
"1CVR_A","vvolumeCA","rsa",0.841976200329628
"1CVR_A","vvolumeCA","seqent",0.339434624417893
"1CVR_A","vvolumeCB","ddgent",0.778506771915498
"1CVR_A","vvolumeCB","hbe",0.387080662694936
"1CVR_A","vvolumeCB","hpshh",0.353949858706479
"1CVR_A","vvolumeCB","r4s_JC",0.413495036435029
"1CVR_A","vvolumeCB","rsa",0.87416826893423
"1CVR_A","vvolumeCB","seqent",0.360316085869796
"1CVR_A","vvolumeN","ddgent",0.624467211675112
"1CVR_A","vvolumeN","hbe",0.475068388594037
"1CVR_A","vvolumeN","hpshh",0.298431598641872
"1CVR_A","vvolumeN","r4s_JC",0.366100801848359
"1CVR_A","vvolumeN","rsa",0.785265220497141
"1CVR_A","vvolumeN","seqent",0.298963250739729
"1CVR_A","vvolumeO","ddgent",0.498146292555342
"1CVR_A","vvolumeO","hbe",0.505284655999663
"1CVR_A","vvolumeO","hpshh",0.269603963259946
"1CVR_A","vvolumeO","r4s_JC",0.27588606892107
"1CVR_A","vvolumeO","rsa",0.676912595956805
"1CVR_A","vvolumeO","seqent",0.271831605244248
"1CVR_A","vvolumeSC","ddgent",0.779067216319056
"1CVR_A","vvolumeSC","hbe",0.333429714220992
"1CVR_A","vvolumeSC","hpshh",0.411528674161386
"1CVR_A","vvolumeSC","r4s_JC",0.439787724877244
"1CVR_A","vvolumeSC","rsa",0.904730861996911
"1CVR_A","vvolumeSC","seqent",0.366574902885575
"1CWY_A","vvolumeAA","ddgent",0.733306325225301
"1CWY_A","vvolumeAA","hbe",0.23173528691722
"1CWY_A","vvolumeAA","hpshh",0.432648189517807
"1CWY_A","vvolumeAA","r4s_JC",0.585651728211286
"1CWY_A","vvolumeAA","rsa",0.883024469257739
"1CWY_A","vvolumeAA","seqent",0.542651139843071
"1CWY_A","vvolumeC","ddgent",0.612764979059916
"1CWY_A","vvolumeC","hbe",0.33697877563067
"1CWY_A","vvolumeC","hpshh",0.326247391638773
"1CWY_A","vvolumeC","r4s_JC",0.507504620611167
"1CWY_A","vvolumeC","rsa",0.769116360488001
"1CWY_A","vvolumeC","seqent",0.466691023734157
"1CWY_A","vvolumeCA","ddgent",0.701230772923092
"1CWY_A","vvolumeCA","hbe",0.304079757955235
"1CWY_A","vvolumeCA","hpshh",0.351780682899579
"1CWY_A","vvolumeCA","r4s_JC",0.569618533090765
"1CWY_A","vvolumeCA","rsa",0.811524532280387
"1CWY_A","vvolumeCA","seqent",0.529699904956629
"1CWY_A","vvolumeCB","ddgent",0.747323725294901
"1CWY_A","vvolumeCB","hbe",0.281469896235012
"1CWY_A","vvolumeCB","hpshh",0.399141961408312
"1CWY_A","vvolumeCB","r4s_JC",0.595744820171795
"1CWY_A","vvolumeCB","rsa",0.860590594887476
"1CWY_A","vvolumeCB","seqent",0.554732280314137
"1CWY_A","vvolumeN","ddgent",0.610585674342697
"1CWY_A","vvolumeN","hbe",0.37816137356049
"1CWY_A","vvolumeN","hpshh",0.284116493352163
"1CWY_A","vvolumeN","r4s_JC",0.508872149512276
"1CWY_A","vvolumeN","rsa",0.723497388171085
"1CWY_A","vvolumeN","seqent",0.469595226659494
"1CWY_A","vvolumeO","ddgent",0.544695138780555
"1CWY_A","vvolumeO","hbe",0.368086203933734
"1CWY_A","vvolumeO","hpshh",0.314147404160007
"1CWY_A","vvolumeO","r4s_JC",0.453296445079063
"1CWY_A","vvolumeO","rsa",0.711377766390916
"1CWY_A","vvolumeO","seqent",0.41484393794009
"1CWY_A","vvolumeSC","ddgent",0.777911271645087
"1CWY_A","vvolumeSC","hbe",0.179916411391009
"1CWY_A","vvolumeSC","hpshh",0.451490056653279
"1CWY_A","vvolumeSC","r4s_JC",0.59698667984397
"1CWY_A","vvolumeSC","rsa",0.897763662358391
"1CWY_A","vvolumeSC","seqent",0.555983179043602
"1CZ1_A","vvolumeAA","ddgent",0.773476433878944
"1CZ1_A","vvolumeAA","hbe",0.280165082221154
"1CZ1_A","vvolumeAA","hpshh",0.359865770155491
"1CZ1_A","vvolumeAA","r4s_JC",0.635342340364857
"1CZ1_A","vvolumeAA","rsa",0.907171640792736
"1CZ1_A","vvolumeAA","seqent",0.502316563114806
"1CZ1_A","vvolumeC","ddgent",0.644753238867092
"1CZ1_A","vvolumeC","hbe",0.405460543886542
"1CZ1_A","vvolumeC","hpshh",0.282304658839404
"1CZ1_A","vvolumeC","r4s_JC",0.572482183299724
"1CZ1_A","vvolumeC","rsa",0.817701063294228
"1CZ1_A","vvolumeC","seqent",0.426931658714911
"1CZ1_A","vvolumeCA","ddgent",0.711632782962566
"1CZ1_A","vvolumeCA","hbe",0.356256004665004
"1CZ1_A","vvolumeCA","hpshh",0.312003929356642
"1CZ1_A","vvolumeCA","r4s_JC",0.592637322765549
"1CZ1_A","vvolumeCA","rsa",0.859472139455287
"1CZ1_A","vvolumeCA","seqent",0.460619921129236
"1CZ1_A","vvolumeCB","ddgent",0.773683853496911
"1CZ1_A","vvolumeCB","hbe",0.289873810237387
"1CZ1_A","vvolumeCB","hpshh",0.343936652927093
"1CZ1_A","vvolumeCB","r4s_JC",0.631077948874208
"1CZ1_A","vvolumeCB","rsa",0.878190269897885
"1CZ1_A","vvolumeCB","seqent",0.497010795177778
"1CZ1_A","vvolumeN","ddgent",0.620602986237175
"1CZ1_A","vvolumeN","hbe",0.387300037912671
"1CZ1_A","vvolumeN","hpshh",0.269388717016265
"1CZ1_A","vvolumeN","r4s_JC",0.548584740548644
"1CZ1_A","vvolumeN","rsa",0.75575067721619
"1CZ1_A","vvolumeN","seqent",0.445826542008767
"1CZ1_A","vvolumeO","ddgent",0.569284753964801
"1CZ1_A","vvolumeO","hbe",0.40539804122664
"1CZ1_A","vvolumeO","hpshh",0.268539501311347
"1CZ1_A","vvolumeO","r4s_JC",0.493972959457245
"1CZ1_A","vvolumeO","rsa",0.740206440922705
"1CZ1_A","vvolumeO","seqent",0.353397297269458
"1CZ1_A","vvolumeSC","ddgent",0.781492902769487
"1CZ1_A","vvolumeSC","hbe",0.191635608269061
"1CZ1_A","vvolumeSC","hpshh",0.402239471476116
"1CZ1_A","vvolumeSC","r4s_JC",0.668218810535923
"1CZ1_A","vvolumeSC","rsa",0.896155044894238
"1CZ1_A","vvolumeSC","seqent",0.541977081088293
"1CZF_A","vvolumeAA","ddgent",0.720241180751503
"1CZF_A","vvolumeAA","hbe",0.302713878179785
"1CZF_A","vvolumeAA","hpshh",0.40454941830986
"1CZF_A","vvolumeAA","r4s_JC",0.514920427447886
"1CZF_A","vvolumeAA","rsa",0.888900882119323
"1CZF_A","vvolumeAA","seqent",0.431479734941665
"1CZF_A","vvolumeC","ddgent",0.574622716188093
"1CZF_A","vvolumeC","hbe",0.355920574433921
"1CZF_A","vvolumeC","hpshh",0.325739646967053
"1CZF_A","vvolumeC","r4s_JC",0.410596853008529
"1CZF_A","vvolumeC","rsa",0.781358340075338
"1CZF_A","vvolumeC","seqent",0.357458475318801
"1CZF_A","vvolumeCA","ddgent",0.688928539509467
"1CZF_A","vvolumeCA","hbe",0.275023084487211
"1CZF_A","vvolumeCA","hpshh",0.342129982560353
"1CZF_A","vvolumeCA","r4s_JC",0.49259949512008
"1CZF_A","vvolumeCA","rsa",0.827139354230262
"1CZF_A","vvolumeCA","seqent",0.4183007766837
"1CZF_A","vvolumeCB","ddgent",0.762488349526959
"1CZF_A","vvolumeCB","hbe",0.265110210055869
"1CZF_A","vvolumeCB","hpshh",0.368355448167758
"1CZF_A","vvolumeCB","r4s_JC",0.551407895773217
"1CZF_A","vvolumeCB","rsa",0.855593278670358
"1CZF_A","vvolumeCB","seqent",0.464204573975285
"1CZF_A","vvolumeN","ddgent",0.556796534862046
"1CZF_A","vvolumeN","hbe",0.360320319332571
"1CZF_A","vvolumeN","hpshh",0.319022566669593
"1CZF_A","vvolumeN","r4s_JC",0.405711141675321
"1CZF_A","vvolumeN","rsa",0.76118314421103
"1CZF_A","vvolumeN","seqent",0.326543295242119
"1CZF_A","vvolumeO","ddgent",0.378246492090446
"1CZF_A","vvolumeO","hbe",0.349082397467942
"1CZF_A","vvolumeO","hpshh",0.206453510610961
"1CZF_A","vvolumeO","r4s_JC",0.296118187198446
"1CZF_A","vvolumeO","rsa",0.607453977360174
"1CZF_A","vvolumeO","seqent",0.231150217095446
"1CZF_A","vvolumeSC","ddgent",0.782707186905507
"1CZF_A","vvolumeSC","hbe",0.267882577700892
"1CZF_A","vvolumeSC","hpshh",0.452224645052124
"1CZF_A","vvolumeSC","r4s_JC",0.579917480907602
"1CZF_A","vvolumeSC","rsa",0.8997123489426
"1CZF_A","vvolumeSC","seqent",0.494079507374012
"1D1Q_A","vvolumeAA","ddgent",0.770933842846907
"1D1Q_A","vvolumeAA","hbe",0.48647072685245
"1D1Q_A","vvolumeAA","hpshh",0.432424852748486
"1D1Q_A","vvolumeAA","r4s_JC",0.597716402945242
"1D1Q_A","vvolumeAA","rsa",0.940534786828436
"1D1Q_A","vvolumeAA","seqent",0.485229721387632
"1D1Q_A","vvolumeC","ddgent",0.660234057797946
"1D1Q_A","vvolumeC","hbe",0.529900040586832
"1D1Q_A","vvolumeC","hpshh",0.329262386666629
"1D1Q_A","vvolumeC","r4s_JC",0.587325423883764
"1D1Q_A","vvolumeC","rsa",0.847285094479106
"1D1Q_A","vvolumeC","seqent",0.484466931786854
"1D1Q_A","vvolumeCA","ddgent",0.754409481729162
"1D1Q_A","vvolumeCA","hbe",0.471206411569957
"1D1Q_A","vvolumeCA","hpshh",0.400526572273622
"1D1Q_A","vvolumeCA","r4s_JC",0.598428441016255
"1D1Q_A","vvolumeCA","rsa",0.896971663084317
"1D1Q_A","vvolumeCA","seqent",0.489919907152107
"1D1Q_A","vvolumeCB","ddgent",0.771363744924767
"1D1Q_A","vvolumeCB","hbe",0.447323723225687
"1D1Q_A","vvolumeCB","hpshh",0.411035121440617
"1D1Q_A","vvolumeCB","r4s_JC",0.620556852682302
"1D1Q_A","vvolumeCB","rsa",0.912019082098873
"1D1Q_A","vvolumeCB","seqent",0.516632470568804
"1D1Q_A","vvolumeN","ddgent",0.674558156197755
"1D1Q_A","vvolumeN","hbe",0.546060236644977
"1D1Q_A","vvolumeN","hpshh",0.33102079527831
"1D1Q_A","vvolumeN","r4s_JC",0.571883004922265
"1D1Q_A","vvolumeN","rsa",0.812517219330385
"1D1Q_A","vvolumeN","seqent",0.483575766636825
"1D1Q_A","vvolumeO","ddgent",0.527042428232196
"1D1Q_A","vvolumeO","hbe",0.580918644631612
"1D1Q_A","vvolumeO","hpshh",0.218586067013991
"1D1Q_A","vvolumeO","r4s_JC",0.518211096384428
"1D1Q_A","vvolumeO","rsa",0.74647857156446
"1D1Q_A","vvolumeO","seqent",0.402871882643865
"1D1Q_A","vvolumeSC","ddgent",0.78518330546931
"1D1Q_A","vvolumeSC","hbe",0.442242586093111
"1D1Q_A","vvolumeSC","hpshh",0.480047047506691
"1D1Q_A","vvolumeSC","r4s_JC",0.627971303623024
"1D1Q_A","vvolumeSC","rsa",0.946523518896201
"1D1Q_A","vvolumeSC","seqent",0.523422940028572
"1D4C_A","vvolumeAA","ddgent",0.761875407110323
"1D4C_A","vvolumeAA","hbe",0.292008356668782
"1D4C_A","vvolumeAA","hpshh",0.399038453128883
"1D4C_A","vvolumeAA","r4s_JC",0.637172296954073
"1D4C_A","vvolumeAA","rsa",0.902887611379969
"1D4C_A","vvolumeAA","seqent",0.472476519312719
"1D4C_A","vvolumeC","ddgent",0.646738195185487
"1D4C_A","vvolumeC","hbe",0.360668061677478
"1D4C_A","vvolumeC","hpshh",0.312975998639691
"1D4C_A","vvolumeC","r4s_JC",0.574491206126339
"1D4C_A","vvolumeC","rsa",0.80787883378578
"1D4C_A","vvolumeC","seqent",0.4385676164805
"1D4C_A","vvolumeCA","ddgent",0.710597717907763
"1D4C_A","vvolumeCA","hbe",0.315048034617887
"1D4C_A","vvolumeCA","hpshh",0.353581941388745
"1D4C_A","vvolumeCA","r4s_JC",0.598664009880284
"1D4C_A","vvolumeCA","rsa",0.854357350868776
"1D4C_A","vvolumeCA","seqent",0.45980258937525
"1D4C_A","vvolumeCB","ddgent",0.756184051367543
"1D4C_A","vvolumeCB","hbe",0.294875679995643
"1D4C_A","vvolumeCB","hpshh",0.373084719651895
"1D4C_A","vvolumeCB","r4s_JC",0.637596235144825
"1D4C_A","vvolumeCB","rsa",0.884237091069656
"1D4C_A","vvolumeCB","seqent",0.484495028312338
"1D4C_A","vvolumeN","ddgent",0.588787530530947
"1D4C_A","vvolumeN","hbe",0.398929960464339
"1D4C_A","vvolumeN","hpshh",0.298947995148335
"1D4C_A","vvolumeN","r4s_JC",0.51724029674462
"1D4C_A","vvolumeN","rsa",0.753434484412866
"1D4C_A","vvolumeN","seqent",0.384413523683251
"1D4C_A","vvolumeO","ddgent",0.573454667886415
"1D4C_A","vvolumeO","hbe",0.395665340115294
"1D4C_A","vvolumeO","hpshh",0.270810460937243
"1D4C_A","vvolumeO","r4s_JC",0.504435645833088
"1D4C_A","vvolumeO","rsa",0.736311047861887
"1D4C_A","vvolumeO","seqent",0.358667579818679
"1D4C_A","vvolumeSC","ddgent",0.77809570293991
"1D4C_A","vvolumeSC","hbe",0.23486147022277
"1D4C_A","vvolumeSC","hpshh",0.40737555781523
"1D4C_A","vvolumeSC","r4s_JC",0.649154730912355
"1D4C_A","vvolumeSC","rsa",0.90169479368417
"1D4C_A","vvolumeSC","seqent",0.487386494539185
"1D6O_A","vvolumeAA","ddgent",0.746732890534689
"1D6O_A","vvolumeAA","hbe",0.52846939594333
"1D6O_A","vvolumeAA","hpshh",0.51500375539172
"1D6O_A","vvolumeAA","r4s_JC",0.478349617161391
"1D6O_A","vvolumeAA","rsa",0.944424665320623
"1D6O_A","vvolumeAA","seqent",0.411093636675063
"1D6O_A","vvolumeC","ddgent",0.551039401242187
"1D6O_A","vvolumeC","hbe",0.665192014630897
"1D6O_A","vvolumeC","hpshh",0.39522573448619
"1D6O_A","vvolumeC","r4s_JC",0.30486709767606
"1D6O_A","vvolumeC","rsa",0.797445089814689
"1D6O_A","vvolumeC","seqent",0.230506879990641
"1D6O_A","vvolumeCA","ddgent",0.721712807852818
"1D6O_A","vvolumeCA","hbe",0.478561010356551
"1D6O_A","vvolumeCA","hpshh",0.483918916270879
"1D6O_A","vvolumeCA","r4s_JC",0.424742357419278
"1D6O_A","vvolumeCA","rsa",0.87792596744996
"1D6O_A","vvolumeCA","seqent",0.346627771569036
"1D6O_A","vvolumeCB","ddgent",0.79175728364584
"1D6O_A","vvolumeCB","hbe",0.502180164858746
"1D6O_A","vvolumeCB","hpshh",0.495167592060778
"1D6O_A","vvolumeCB","r4s_JC",0.517439162744297
"1D6O_A","vvolumeCB","rsa",0.901468192986301
"1D6O_A","vvolumeCB","seqent",0.445046769825022
"1D6O_A","vvolumeN","ddgent",0.672906992691863
"1D6O_A","vvolumeN","hbe",0.604735601737911
"1D6O_A","vvolumeN","hpshh",0.429315457755184
"1D6O_A","vvolumeN","r4s_JC",0.419249830395156
"1D6O_A","vvolumeN","rsa",0.828821650296276
"1D6O_A","vvolumeN","seqent",0.338139488281546
"1D6O_A","vvolumeO","ddgent",0.420217872607222
"1D6O_A","vvolumeO","hbe",0.696703817526172
"1D6O_A","vvolumeO","hpshh",0.280666981308579
"1D6O_A","vvolumeO","r4s_JC",0.207976177156885
"1D6O_A","vvolumeO","rsa",0.677625849475628
"1D6O_A","vvolumeO","seqent",0.145045746060361
"1D6O_A","vvolumeSC","ddgent",0.789386547542076
"1D6O_A","vvolumeSC","hbe",0.418868876265129
"1D6O_A","vvolumeSC","hpshh",0.551892145269287
"1D6O_A","vvolumeSC","r4s_JC",0.535700222707633
"1D6O_A","vvolumeSC","rsa",0.937619873766179
"1D6O_A","vvolumeSC","seqent",0.48332245832115
"1DDJ_A","vvolumeAA","ddgent",0.81244724259963
"1DDJ_A","vvolumeAA","hbe",0.516779243598248
"1DDJ_A","vvolumeAA","hpshh",0.386112836801153
"1DDJ_A","vvolumeAA","r4s_JC",0.650479177193675
"1DDJ_A","vvolumeAA","rsa",0.921807496075385
"1DDJ_A","vvolumeAA","seqent",0.597313914553076
"1DDJ_A","vvolumeC","ddgent",0.705381971542061
"1DDJ_A","vvolumeC","hbe",0.563561237991872
"1DDJ_A","vvolumeC","hpshh",0.273443252384063
"1DDJ_A","vvolumeC","r4s_JC",0.576376978729058
"1DDJ_A","vvolumeC","rsa",0.815304979573811
"1DDJ_A","vvolumeC","seqent",0.529972593442757
"1DDJ_A","vvolumeCA","ddgent",0.76731477971695
"1DDJ_A","vvolumeCA","hbe",0.505787974017732
"1DDJ_A","vvolumeCA","hpshh",0.282446731027329
"1DDJ_A","vvolumeCA","r4s_JC",0.627211542409032
"1DDJ_A","vvolumeCA","rsa",0.84936314848649
"1DDJ_A","vvolumeCA","seqent",0.580967870550009
"1DDJ_A","vvolumeCB","ddgent",0.809945944568496
"1DDJ_A","vvolumeCB","hbe",0.501585101784846
"1DDJ_A","vvolumeCB","hpshh",0.347285584561436
"1DDJ_A","vvolumeCB","r4s_JC",0.629495181542568
"1DDJ_A","vvolumeCB","rsa",0.90207559741865
"1DDJ_A","vvolumeCB","seqent",0.573849676089624
"1DDJ_A","vvolumeN","ddgent",0.684257510264798
"1DDJ_A","vvolumeN","hbe",0.574403955374637
"1DDJ_A","vvolumeN","hpshh",0.263998418923873
"1DDJ_A","vvolumeN","r4s_JC",0.550213681559223
"1DDJ_A","vvolumeN","rsa",0.816909850229221
"1DDJ_A","vvolumeN","seqent",0.515262746633566
"1DDJ_A","vvolumeO","ddgent",0.544116335443099
"1DDJ_A","vvolumeO","hbe",0.582123093971982
"1DDJ_A","vvolumeO","hpshh",0.224598921831109
"1DDJ_A","vvolumeO","r4s_JC",0.428441760536403
"1DDJ_A","vvolumeO","rsa",0.695411935627045
"1DDJ_A","vvolumeO","seqent",0.388168969372989
"1DDJ_A","vvolumeSC","ddgent",0.822791674762771
"1DDJ_A","vvolumeSC","hbe",0.46744955910003
"1DDJ_A","vvolumeSC","hpshh",0.419396018090116
"1DDJ_A","vvolumeSC","r4s_JC",0.65419392339712
"1DDJ_A","vvolumeSC","rsa",0.923808503167715
"1DDJ_A","vvolumeSC","seqent",0.603011735348201
"1DGK_N","vvolumeAA","ddgent",0.743578646439738
"1DGK_N","vvolumeAA","hbe",0.362271138709702
"1DGK_N","vvolumeAA","hpshh",0.459437314710845
"1DGK_N","vvolumeAA","r4s_JC",0.530505067070359
"1DGK_N","vvolumeAA","rsa",0.888985648286702
"1DGK_N","vvolumeAA","seqent",0.515228272020313
"1DGK_N","vvolumeC","ddgent",0.648089990452363
"1DGK_N","vvolumeC","hbe",0.428002388618073
"1DGK_N","vvolumeC","hpshh",0.408158570316968
"1DGK_N","vvolumeC","r4s_JC",0.475093415653918
"1DGK_N","vvolumeC","rsa",0.814647382783004
"1DGK_N","vvolumeC","seqent",0.458405276065298
"1DGK_N","vvolumeCA","ddgent",0.696989954955376
"1DGK_N","vvolumeCA","hbe",0.372402033661784
"1DGK_N","vvolumeCA","hpshh",0.399422335729178
"1DGK_N","vvolumeCA","r4s_JC",0.53214861082233
"1DGK_N","vvolumeCA","rsa",0.838925092745946
"1DGK_N","vvolumeCA","seqent",0.506831460953145
"1DGK_N","vvolumeCB","ddgent",0.736083479976315
"1DGK_N","vvolumeCB","hbe",0.370889693496274
"1DGK_N","vvolumeCB","hpshh",0.432000306022222
"1DGK_N","vvolumeCB","r4s_JC",0.546038762668257
"1DGK_N","vvolumeCB","rsa",0.871428993203316
"1DGK_N","vvolumeCB","seqent",0.519342439859385
"1DGK_N","vvolumeN","ddgent",0.606291666459872
"1DGK_N","vvolumeN","hbe",0.443495901899125
"1DGK_N","vvolumeN","hpshh",0.336479315205942
"1DGK_N","vvolumeN","r4s_JC",0.468642276473394
"1DGK_N","vvolumeN","rsa",0.752800351507802
"1DGK_N","vvolumeN","seqent",0.436425863721914
"1DGK_N","vvolumeO","ddgent",0.579105974432415
"1DGK_N","vvolumeO","hbe",0.464400883241521
"1DGK_N","vvolumeO","hpshh",0.376070781797343
"1DGK_N","vvolumeO","r4s_JC",0.432552521115903
"1DGK_N","vvolumeO","rsa",0.743688574227018
"1DGK_N","vvolumeO","seqent",0.401222368550081
"1DGK_N","vvolumeSC","ddgent",0.763474955767134
"1DGK_N","vvolumeSC","hbe",0.32565268427284
"1DGK_N","vvolumeSC","hpshh",0.460234694710772
"1DGK_N","vvolumeSC","r4s_JC",0.551356145288019
"1DGK_N","vvolumeSC","rsa",0.90403325356375
"1DGK_N","vvolumeSC","seqent",0.536097517291103
"1DGS_A","vvolumeAA","ddgent",0.768767377194024
"1DGS_A","vvolumeAA","hbe",0.312955572245313
"1DGS_A","vvolumeAA","hpshh",0.467213808259793
"1DGS_A","vvolumeAA","r4s_JC",0.46621693254211
"1DGS_A","vvolumeAA","rsa",0.918999389596706
"1DGS_A","vvolumeAA","seqent",0.434936712557574
"1DGS_A","vvolumeC","ddgent",0.631059263206908
"1DGS_A","vvolumeC","hbe",0.380231805564925
"1DGS_A","vvolumeC","hpshh",0.347183582925618
