"parameter","mean_sp","median_sp","quantile05_sp","quantile25_sp","quantile75_sp","quantile95_sp","stdev_sp"
-29.9,-0.013708234741784,-0.012365,-0.2611012,-0.123903,0.102598,0.2443142,0.157800145840653
-29.8,-0.0137989248826291,-0.012871,-0.2612296,-0.123903,0.102665,0.2442122,0.15781059351833
-29.7,-0.0138881549295775,-0.013154,-0.2612344,-0.123903,0.10264,0.2440116,0.157794530106459
-29.6,-0.0139783004694836,-0.01371,-0.2611332,-0.123813,0.102255,0.2440806,0.157781394217598
-29.5,-0.0140544225352113,-0.014278,-0.2610178,-0.123916,0.102175,0.2440034,0.157750046403485
-29.4,-0.0141375539906103,-0.01423,-0.2611384,-0.123916,0.102005,0.2439136,0.157722733233645
-29.3,-0.0142424225352113,-0.015104,-0.2611562,-0.123916,0.101643,0.2438534,0.157723589391886
-29.2,-0.0143532112676056,-0.015022,-0.2609668,-0.123916,0.101476,0.2436906,0.157721746801572
-29.1,-0.0144523802816901,-0.015343,-0.260956,-0.123881,0.101503,0.2434444,0.157715615909635
-29,-0.0145695258215962,-0.015794,-0.2609114,-0.124042,0.101344,0.2433528,0.157718513659428
-28.9,-0.0146634835680751,-0.015837,-0.2608946,-0.124045,0.100965,0.243113,0.157698852350504
-28.8,-0.0147601314553991,-0.016054,-0.2607412,-0.123899,0.100501,0.2430408,0.157658815295285
-28.7,-0.0148594788732394,-0.016247,-0.2608944,-0.124227,0.100312,0.242881,0.157632936288456
-28.6,-0.0149839154929577,-0.016894,-0.2608762,-0.124323,0.100194,0.242436,0.157613538384905
-28.5,-0.0150986150234742,-0.017037,-0.2608302,-0.124038,0.100102,0.2422922,0.157594395480847
-28.4,-0.0152057699530516,-0.017701,-0.2607826,-0.124079,0.099829,0.2422522,0.157582811434893
-28.3,-0.0153118075117371,-0.0181,-0.260632,-0.124193,0.099563,0.2422596,0.157593154388592
-28.2,-0.0154081455399061,-0.018335,-0.2606112,-0.124216,0.09955,0.2420666,0.157566662974283
-28.1,-0.0155063568075117,-0.018643,-0.2605436,-0.124268,0.099207,0.2420268,0.157575393980285
-28,-0.0155974741784038,-0.019301,-0.2604842,-0.124231,0.098823,0.2418996,0.157577560282337
-27.9,-0.01572920657277,-0.019614,-0.2604904,-0.124715,0.098756,0.2419128,0.157577636479623
-27.8,-0.0158678497652582,-0.020368,-0.2605994,-0.125073,0.098438,0.2416654,0.157563969133432
-27.7,-0.0159876807511737,-0.020369,-0.2606328,-0.124948,0.098233,0.241603,0.15755169049404
-27.6,-0.0161069765258216,-0.021265,-0.2607,-0.124904,0.097917,0.2414798,0.157549887857437
-27.5,-0.0162457183098592,-0.021828,-0.2606688,-0.124904,0.097379,0.2414148,0.157555694807305
-27.4,-0.0163938544600939,-0.022091,-0.2607352,-0.12488,0.096955,0.2412072,0.157533658012156
-27.3,-0.0165168309859155,-0.022169,-0.2606844,-0.124818,0.097003,0.241131,0.1575403347994
-27.2,-0.0166709953051643,-0.023127,-0.2606846,-0.125211,0.09679,0.2412074,0.157511951826918
-27.1,-0.0168258309859155,-0.02369,-0.2607844,-0.125142,0.096688,0.2410284,0.1575069194265
-27,-0.0169604507042254,-0.023932,-0.2608238,-0.125368,0.0967,0.240958,0.157476600904118
-26.9,-0.0171152582159624,-0.02387,-0.2608388,-0.125261,0.096492,0.2407784,0.157487755241761
-26.8,-0.0172473286384977,-0.023664,-0.2608624,-0.125984,0.096393,0.240552,0.157488494585768
-26.7,-0.0173683474178404,-0.023558,-0.2613046,-0.125907,0.096123,0.2405838,0.157476200133608
