"parameter","mean_sp","median_sp","quantile05_sp","quantile25_sp","quantile75_sp","quantile95_sp","stdev_sp"
0.2,-0.0342212535211268,-0.040991,-0.2712606,-0.154672,0.080464,0.215995,0.156388006868474
0.4,-0.201276502347418,-0.208122,-0.4361146,-0.296731,-0.106495,0.0325997999999999,0.145498544950438
0.6,-0.331917300469484,-0.325948,-0.5311852,-0.407461,-0.268617,-0.1309704,0.119604510331136
0.8,-0.387889502347418,-0.386787,-0.5768488,-0.471455,-0.324187,-0.1949716,0.115995830462175
1,-0.429164431924883,-0.424178,-0.6198378,-0.514601,-0.361643,-0.221588,0.116506751937757
1.2,-0.466804305164319,-0.466649,-0.6565608,-0.555332,-0.40362,-0.260859,0.118068583921116
1.4,-0.500364145539906,-0.501508,-0.688691,-0.582008,-0.435273,-0.2939616,0.119230005148138
1.6,-0.529206469483568,-0.537036,-0.7098658,-0.604815,-0.468147,-0.3201008,0.120191879767686
1.8,-0.553720492957747,-0.567987,-0.733207,-0.631782,-0.493582,-0.3374848,0.121291230539161
2,-0.574541408450704,-0.587126,-0.7522986,-0.651073,-0.510851,-0.3497774,0.12228748752172
2.2,-0.591483183098592,-0.610671,-0.7720046,-0.670788,-0.52586,-0.3595208,0.123570309692916
2.4,-0.605598342723005,-0.623923,-0.781724,-0.691007,-0.540205,-0.3699896,0.124559290958389
2.6,-0.616884028169014,-0.635676,-0.7909298,-0.707283,-0.551509,-0.3759976,0.125605299585981
2.8,-0.625940807511737,-0.645503,-0.7973348,-0.715686,-0.556568,-0.3787464,0.126503872302898
3,-0.632937492957746,-0.653315,-0.8023522,-0.724377,-0.565876,-0.3781046,0.127470629676631
3.2,-0.638561896713615,-0.658556,-0.8070968,-0.73147,-0.577095,-0.3825506,0.128353556191992
3.4,-0.643148488262911,-0.666418,-0.8103958,-0.737755,-0.578708,-0.3859736,0.129184474050352
3.6,-0.646849352112676,-0.6685,-0.8153426,-0.741327,-0.579013,-0.3878622,0.129785432824368
3.8,-0.649775065727699,-0.671004,-0.8192704,-0.744476,-0.578811,-0.389906,0.13047933351531
4,-0.652124877934272,-0.674295,-0.8228016,-0.746946,-0.581328,-0.3911312,0.131182216941558
4.2,-0.653863305164319,-0.678415,-0.8243382,-0.747966,-0.58143,-0.3934214,0.131788117575165
4.4,-0.655307234741784,-0.68206,-0.825394,-0.750889,-0.58685,-0.3953186,0.132446206642016
4.6,-0.65642814084507,-0.683633,-0.8264654,-0.752709,-0.585434,-0.3971616,0.132976447161188
4.8,-0.657342995305164,-0.68535,-0.8278384,-0.753461,-0.587368,-0.3976014,0.13349442266837
5,-0.658002352112676,-0.686546,-0.8284638,-0.751999,-0.589929,-0.39536,0.134023918724589
5.2,-0.658406633802817,-0.687899,-0.828621,-0.751805,-0.591784,-0.3934258,0.134624528497649
5.4,-0.658695276995305,-0.68885,-0.8290842,-0.753879,-0.590465,-0.3895098,0.135189617730561
5.6,-0.658816051643192,-0.689435,-0.8292352,-0.757975,-0.589591,-0.385224,0.135735132410974
5.8,-0.658775488262911,-0.68801,-0.8295372,-0.757521,-0.588055,-0.3856712,0.136247443627727
6,-0.658716873239437,-0.68619,-0.8296848,-0.757313,-0.587838,-0.3867702,0.136770743043833
6.2,-0.658483854460094,-0.685288,-0.8296984,-0.755624,-0.586645,-0.3835748,0.137253004117731
6.4,-0.65819461971831,-0.684542,-0.8300054,-0.755008,-0.585649,-0.379776,0.137737299793405
6.6,-0.657828882629108,-0.684152,-0.8302832,-0.752947,-0.587128,-0.3772338,0.138200159279529
6.8,-0.65742261971831,-0.684274,-0.8308762,-0.752647,-0.582752,-0.3746596,0.138635908069775
7,-0.656978276995305,-0.68422,-0.831194,-0.753183,-0.58326,-0.3714408,0.139074149979879
7.2,-0.656523305164319,-0.683654,-0.831797,-0.750925,-0.583321,-0.3685996,0.139519632884353
7.4,-0.6560130657277,-0.683233,-0.8321768,-0.750985,-0.582582,-0.3676066,0.139939934426954
7.6,-0.655485323943662,-0.682597,-0.8326892,-0.751479,-0.582064,-0.3666216,0.140315352219002
7.8,-0.6550560657277,-0.68186,-0.833042,-0.751492,-0.583029,-0.3654374,0.14066873709892
8,-0.654522248826291,-0.681116,-0.8330968,-0.751556,-0.584366,-0.3646814,0.141012937333541
8.2,-0.653988981220657,-0.680226,-0.833246,-0.752682,-0.584783,-0.363282,0.141392229739932
8.4,-0.653466699530516,-0.679812,-0.8334204,-0.753372,-0.585219,-0.3626186,0.141709741490637
8.6,-0.65295814084507,-0.679735,-0.8332338,-0.754322,-0.585428,-0.3616148,0.141987517859908
8.8,-0.652368267605634,-0.679833,-0.8331312,-0.753815,-0.584295,-0.3611092,0.142304670051647
9,-0.651777723004695,-0.680268,-0.8330208,-0.754434,-0.583629,-0.3605366,0.142617688854607
9.2,-0.651200751173709,-0.680451,-0.8328744,-0.754449,-0.582079,-0.3600954,0.142877041542452
9.4,-0.650632178403756,-0.679829,-0.8327994,-0.754002,-0.580989,-0.359592,0.14318193061928
9.6,-0.650065976525822,-0.679197,-0.8326088,-0.754056,-0.580195,-0.358805,0.143461548214918
9.8,-0.649496582159624,-0.678231,-0.8325922,-0.753947,-0.57804,-0.3580488,0.143726892876074
10,-0.648951164319249,-0.677961,-0.8324168,-0.753249,-0.576414,-0.3575184,0.143963474576727
10.2,-0.648397417840376,-0.677211,-0.8321472,-0.752733,-0.576087,-0.3564204,0.144239348856497
10.4,-0.647849253521127,-0.67658,-0.832014,-0.752659,-0.5761,-0.3558916,0.144495203207945
10.6,-0.647315755868545,-0.67602,-0.83174,-0.75217,-0.575278,-0.355222,0.144684491847686
10.8,-0.646805610328638,-0.675522,-0.8316592,-0.751958,-0.57603,-0.3547094,0.144938992486537
11,-0.646283765258216,-0.674964,-0.8315522,-0.751056,-0.573007,-0.3539106,0.145188546154976
11.2,-0.645732704225352,-0.674763,-0.8315626,-0.750046,-0.57271,-0.353446,0.145352843241372
11.4,-0.645215690140845,-0.674852,-0.831296,-0.749887,-0.57058,-0.3527954,0.145519189672857
11.6,-0.644671342723005,-0.674499,-0.8312238,-0.749167,-0.570472,-0.3518822,0.145694513596603
11.8,-0.6441370657277,-0.674477,-0.8310656,-0.748451,-0.569287,-0.3509496,0.145932827369777
12,-0.643641061032864,-0.67427,-0.8305846,-0.748216,-0.569512,-0.3501984,0.146137128764297
12.2,-0.643153154929577,-0.673691,-0.8303976,-0.74767,-0.567611,-0.3498604,0.146372535171324
12.4,-0.642685234741784,-0.67317,-0.8303136,-0.747559,-0.567536,-0.3492414,0.146573160327651
12.6,-0.642239507042254,-0.673297,-0.8300866,-0.747193,-0.568371,-0.3489278,0.146741228192263
12.8,-0.641770478873239,-0.672927,-0.8298758,-0.746735,-0.569214,-0.3482508,0.146886494416273
13,-0.641330788732394,-0.672651,-0.8296464,-0.746415,-0.568703,-0.347702,0.147068504401788
13.2,-0.640877737089202,-0.672563,-0.8292744,-0.746046,-0.567337,-0.3473954,0.147272433651797
13.4,-0.640430061032864,-0.672346,-0.8291182,-0.745563,-0.566086,-0.3467658,0.147426577219066
13.6,-0.639993741784038,-0.671764,-0.8289428,-0.74551,-0.56556,-0.3462538,0.147578197272056
13.8,-0.639559661971831,-0.671396,-0.828602,-0.745432,-0.563828,-0.3458084,0.147724586536742
14,-0.639176535211268,-0.670907,-0.8285948,-0.745102,-0.562734,-0.3448358,0.147835767502878
14.2,-0.638756079812207,-0.670575,-0.8285992,-0.744926,-0.562431,-0.3437996,0.147973517988346
14.4,-0.6383330657277,-0.670244,-0.8284576,-0.744714,-0.562392,-0.342764,0.148102752713055
14.6,-0.63793,-0.669886,-0.8283674,-0.744533,-0.561626,-0.342103,0.148234697623302
14.8,-0.637534877934272,-0.669393,-0.8283546,-0.744489,-0.559844,-0.3418094,0.14839631458843
15,-0.63716982629108,-0.668882,-0.828245,-0.744309,-0.55811,-0.3415556,0.148504241227132
15.2,-0.636821436619718,-0.668472,-0.8282046,-0.744267,-0.557536,-0.341087,0.148628016200037
