"parameter","mean_sp","median_sp","quantile05_sp","quantile25_sp","quantile75_sp","quantile95_sp","stdev_sp"
0.2,-0.0905482112676056,-0.092764,-0.2825124,-0.156595,-0.014419,0.0886292,0.114957698905463
0.4,-0.265375929577465,-0.269777,-0.4328786,-0.338962,-0.197475,-0.0746224,0.110748636860088
0.6,-0.394691126760563,-0.402454,-0.5050638,-0.45109,-0.347109,-0.2707188,0.0779403112793899
0.8,-0.457262333333333,-0.461554,-0.5565716,-0.501328,-0.412497,-0.3591048,0.0651309439715787
1,-0.506124746478873,-0.506784,-0.602122,-0.54546,-0.459498,-0.4125096,0.0593101461164152
1.2,-0.548904708920188,-0.54898,-0.637045,-0.585577,-0.508995,-0.464197,0.0540360898200223
1.4,-0.584421643192488,-0.587841,-0.663434,-0.618434,-0.550513,-0.5066922,0.0497381337230243
1.6,-0.611903136150235,-0.61301,-0.6819494,-0.642783,-0.581222,-0.535886,0.0464316661956371
1.8,-0.632592145539906,-0.632956,-0.6958902,-0.664445,-0.604853,-0.559904,0.0441948406690923
2,-0.647188718309859,-0.648069,-0.7089304,-0.679259,-0.620691,-0.575887,0.0428464069425027
2.2,-0.656768361502347,-0.658079,-0.719914,-0.687212,-0.631015,-0.5911896,0.041768060208501
2.4,-0.662477122065728,-0.664544,-0.7235298,-0.692202,-0.636047,-0.5978004,0.0411311963785665
2.6,-0.665133568075117,-0.666032,-0.7244778,-0.693694,-0.638734,-0.602042,0.0407632162919403
2.8,-0.665343784037559,-0.667031,-0.7232014,-0.694846,-0.63956,-0.6030462,0.040645081497333
3,-0.664180953051643,-0.664582,-0.7214412,-0.693489,-0.637924,-0.5983026,0.0406505849091996
3.2,-0.661932042253521,-0.662074,-0.719441,-0.692398,-0.635004,-0.5948708,0.0407460164545937
3.4,-0.658960572769953,-0.658124,-0.7179112,-0.690632,-0.632193,-0.5912712,0.0411156118509494
3.6,-0.655504192488263,-0.653948,-0.7158612,-0.688423,-0.628931,-0.5872766,0.0413818136592832
3.8,-0.65177785915493,-0.649878,-0.7132884,-0.684129,-0.625294,-0.5840048,0.0418138254906115
4,-0.647806774647887,-0.645285,-0.7110352,-0.680503,-0.620209,-0.578845,0.0423490454279258
4.2,-0.643729314553991,-0.641112,-0.7094002,-0.676213,-0.616554,-0.572852,0.0429215615968797
4.4,-0.639555830985916,-0.636006,-0.7065964,-0.671237,-0.611838,-0.5685942,0.0436758490278264
4.6,-0.635352769953052,-0.632066,-0.7042162,-0.666808,-0.604132,-0.5619246,0.0444339737313164
4.8,-0.6312059342723,-0.629584,-0.7022038,-0.661793,-0.601542,-0.5572016,0.0452018902773612
5,-0.627102873239437,-0.625383,-0.7000612,-0.657664,-0.597578,-0.554226,0.0459815620520148
5.2,-0.623215352112676,-0.622757,-0.697697,-0.652809,-0.59249,-0.5459696,0.046804586863926
5.4,-0.619340882629108,-0.616502,-0.6964028,-0.649532,-0.5892,-0.5402372,0.0476356360788054
5.6,-0.615625953051643,-0.613039,-0.6946306,-0.645535,-0.581967,-0.5349884,0.0485203246647553
