"parameter","mean_sp","median_sp","quantile05_sp","quantile25_sp","quantile75_sp","quantile95_sp","stdev_sp"
0.1,0,0,0,0,0,0,0
0.2,0,0,0,0,0,0,0
0.3,0,0,0,0,0,0,0
0.4,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0
0.6,0,0,0,0,0,0,0
0.7,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
1.1,0,0,0,0,0,0,0
1.2,0,0,0,0,0,0,0
1.3,0,0,0,0,0,0,0
1.4,0,0,0,0,0,0,0
1.5,0,0,0,0,0,0,0
1.6,0,0,0,0,0,0,0
1.7,0,0,0,0,0,0,0
1.8,0,0,0,0,0,0,0
1.9,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
2.1,0,0,0,0,0,0,0
2.2,0,0,0,0,0,0,0
2.3,0,0,0,0,0,0,0
2.4,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,0
2.6,-0.00142686854460094,0,0,0,0,0,0.0130214355417344
2.7,-0.00945178403755868,0,-0.12066,0,0,0,0.0374578650210376
2.8,-0.0268985023474178,0,-0.1808318,0,0,0,0.0683901821834199
2.9,-0.0347672300469484,0,-0.2204606,-0.007133,0,0.00895679999999986,0.0820588547285827
3,-0.0357918215962441,0,-0.2204606,-0.007133,0,0.00895679999999986,0.083517514577901
3.1,-0.0369865727699531,0,-0.2204606,-0.033945,0,0.00908279999999986,0.0837882270750931
3.2,-0.037263896713615,0,-0.2231476,-0.044372,0,0.0138016,0.084607685648698
3.3,-0.042071661971831,0,-0.2204606,-0.068984,0,0.0273262,0.0840063303468139
3.4,-0.0515224976525822,-0.021404,-0.2204606,-0.088839,0,0.0451437999999999,0.0868233044126862
3.5,-0.0628021596244131,-0.050084,-0.222573,-0.111557,0,0.0537165999999999,0.0881929532492982
3.6,-0.0719428544600939,-0.057749,-0.231081,-0.12626,0,0.060475,0.0907736529211712
3.7,-0.0877778544600939,-0.078124,-0.2386016,-0.146257,-0.026837,0.0420471999999998,0.0919066390327934
3.8,-0.110516314553991,-0.108698,-0.2559558,-0.158477,-0.056088,0.0135068,0.0842920061819559
3.9,-0.126176450704225,-0.12087,-0.2638058,-0.185236,-0.064908,-0.0019062000000002,0.0875062809163707
4,-0.14085438028169,-0.136034,-0.281877,-0.192391,-0.085561,-0.0175414,0.0826152352325479
4.1,-0.15415838028169,-0.153118,-0.2972074,-0.20757,-0.099216,-0.0192772,0.0848120841549627
4.2,-0.172161070422535,-0.172108,-0.3079554,-0.222748,-0.119424,-0.0354128,0.0834505720479603
4.3,-0.191809661971831,-0.193631,-0.3217706,-0.250009,-0.138289,-0.0557222,0.0834572627361098
4.4,-0.212094887323944,-0.215605,-0.336588,-0.271779,-0.156691,-0.0697722000000001,0.0813866693043704
4.5,-0.233774971830986,-0.235122,-0.366081,-0.292173,-0.174256,-0.088759,0.084066376657103
4.6,-0.25674941314554,-0.2572,-0.4114384,-0.316107,-0.196434,-0.1103156,0.0879531033878026
4.7,-0.273625126760563,-0.270559,-0.412543,-0.329871,-0.217563,-0.1287474,0.0868720374896421
4.8,-0.29714872769953,-0.302901,-0.451171,-0.358373,-0.239012,-0.151504,0.091526762369745
4.9,-0.318549061032864,-0.32173,-0.4692982,-0.374515,-0.265587,-0.1621512,0.0920543859397086
5,-0.343510478873239,-0.342112,-0.49237,-0.398935,-0.287607,-0.1782954,0.0925911909026426
5.1,-0.364902535211268,-0.366277,-0.5154432,-0.428341,-0.312964,-0.1871276,0.094742828173016
