"parameter","mean_sp","median_sp","quantile05_sp","quantile25_sp","quantile75_sp","quantile95_sp","stdev_sp"
-29.9,-0.066519572769953,-0.068576,-0.262664,-0.13051,0.012479,0.1124166,0.113913842824968
-29.8,-0.0666364882629108,-0.06878,-0.262885,-0.130501,0.01233,0.1119588,0.113938722339612
-29.7,-0.0667485492957746,-0.068997,-0.2628706,-0.130707,0.012127,0.1117612,0.113936610470984
-29.6,-0.0668461643192488,-0.068915,-0.2630088,-0.130902,0.011935,0.1116622,0.113928578251059
-29.5,-0.0669669671361502,-0.068939,-0.263054,-0.131054,0.011902,0.1115488,0.113922895496951
-29.4,-0.067089103286385,-0.069172,-0.263203,-0.131087,0.011527,0.11136,0.113934170626787
-29.3,-0.0672175868544601,-0.069191,-0.2633044,-0.131106,0.011482,0.111155,0.113961077266635
-29.2,-0.0673410657276995,-0.069357,-0.2634304,-0.131179,0.011567,0.1111674,0.113980283548422
-29.1,-0.067480441314554,-0.069581,-0.2636064,-0.131409,0.011371,0.1111942,0.114010211173818
-29,-0.067608558685446,-0.069715,-0.2636982,-0.131585,0.010718,0.110986,0.114032548908661
-28.9,-0.0677494319248826,-0.069772,-0.263933,-0.131843,0.010486,0.1107922,0.114042047706021
-28.8,-0.0678707417840376,-0.069778,-0.2639506,-0.131997,0.01031,0.1106112,0.114048789855209
-28.7,-0.0680150328638498,-0.069917,-0.2642406,-0.132046,0.010171,0.110348,0.114037334038247
-28.6,-0.0681402253521127,-0.069815,-0.2641684,-0.132307,0.010141,0.110225,0.114051050584219
-28.5,-0.0682812394366197,-0.06995,-0.2641786,-0.132456,0.010004,0.1099736,0.114043409912067
-28.4,-0.0684467558685446,-0.070026,-0.2644506,-0.132718,0.009655,0.1099894,0.114055983359656
-28.3,-0.0685724694835681,-0.06993,-0.2644788,-0.132893,0.009655,0.1098534,0.114070815951226
-28.2,-0.0686995539906103,-0.069929,-0.2646028,-0.133137,0.009525,0.1096948,0.11406446761199
