"parameter","mean_sp","median_sp","quantile05_sp","quantile25_sp","quantile75_sp","quantile95_sp","stdev_sp"
0.1,0,0,0,0,0,0,0
0.2,0,0,0,0,0,0,0
0.3,0,0,0,0,0,0,0
0.4,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0
0.6,0,0,0,0,0,0,0
0.7,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
1.1,0,0,0,0,0,0,0
1.2,0,0,0,0,0,0,0
1.3,0,0,0,0,0,0,0
1.4,0,0,0,0,0,0,0
1.5,0,0,0,0,0,0,0
1.6,0,0,0,0,0,0,0
1.7,0,0,0,0,0,0,0
1.8,0,0,0,0,0,0,0
1.9,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
2.1,0,0,0,0,0,0,0
2.2,0,0,0,0,0,0,0
2.3,0,0,0,0,0,0,0
2.4,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,0
2.6,0,0,0,0,0,0,0
2.7,-0.000545131455399061,0,0,0,0,0,0.00795593166642042
2.8,-0.00100620657276995,0,0,0,0,0,0.0111556752979527
2.9,-0.0123380892018779,0,-0.090344,0,0,0,0.0357416971009646
3,-0.0241331455399061,0,-0.1306938,-0.052942,0,0.0399293999999999,0.0512588204160581
3.1,-0.0226531971830986,0,-0.127501,-0.055928,0,0.0527646,0.0546435366447473
3.2,-0.0240850563380282,0,-0.1361748,-0.062155,0,0.0570877999999998,0.0573827847547833
3.3,-0.0238154929577465,0,-0.1361748,-0.055928,0,0.0570877999999998,0.056759220684265
3.4,-0.0233661784037559,0,-0.1306938,-0.052942,0,0.0570877999999998,0.0564365099899469
3.5,-0.0246118309859155,0,-0.1306938,-0.062304,0,0.0570877999999998,0.0579601755853655
3.6,-0.0271522112676056,0,-0.1363824,-0.067887,0,0.0570877999999998,0.0596067720956891
3.7,-0.0269823896713615,-0.002,-0.1362352,-0.069122,0,0.0750461999999998,0.0638082943666009
3.8,-0.0174139671361502,-0.015196,-0.1708992,-0.06577,0.036139,0.1281618,0.0906536981639254
3.9,0.0042776103286385,0.006489,-0.1065302,-0.045769,0.04854,0.1159802,0.067209730313648
4,-0.0104584272300469,-0.017353,-0.1197674,-0.060642,0.037196,0.1094482,0.0697865842982017
4.1,-0.0250042394366197,-0.027455,-0.1371118,-0.076697,0.02109,0.0933648,0.0709410610736718
4.2,-0.0429218309859155,-0.048692,-0.1546126,-0.09787,0.005961,0.0731137999999999,0.0751801706187459
4.3,-0.0540920892018779,-0.060202,-0.1783294,-0.10382,-0.007078,0.0843171999999999,0.076155290241521
4.4,-0.0698242159624413,-0.076596,-0.1899808,-0.119913,-0.02254,0.0718043999999997,0.0779515752041717
4.5,-0.0858002065727699,-0.089909,-0.215184,-0.137674,-0.036696,0.0564045999999999,0.0838278569405192
4.6,-0.103818126760563,-0.108083,-0.2508174,-0.154117,-0.051774,0.0358701999999999,0.0859318030703565
4.7,-0.121671455399061,-0.122642,-0.2602068,-0.173865,-0.076158,0.0120988,0.0853804212484367
4.8,-0.138889136150235,-0.136989,-0.272902,-0.200861,-0.092092,0.000659599999999958,0.0853994121287666
4.9,-0.154267431924883,-0.152118,-0.29215,-0.211776,-0.099329,-0.0160508000000002,0.0869020558160071
5,-0.159597488262911,-0.159739,-0.3044204,-0.213184,-0.109176,-0.00298100000000029,0.0876082340735555
5.1,-0.162111042253521,-0.155782,-0.304657,-0.216365,-0.105423,-0.0141226000000001,0.0890892066795184
