"variable","mean","median","sd","min","q1","q3","max"
"ddgent",0.709617898487783,0.712964991213166,0.0343914733763861,0.608764017794023,0.688196375895491,0.733930104142824,0.792170293450146
"hbe_mean",0.409020451876564,0.407592269699994,0.0647884513000213,0.256299473397647,0.362605154260203,0.452930864652826,0.573816750177504
"hpshh",0.341228032928507,0.359582165021299,0.0811206319330601,0.0656629295578191,0.291075574840038,0.397711336923744,0.512143693244489
"r4s_JC",0.526527786011343,0.545005284734251,0.087753949472967,0.284867770918815,0.479070861212626,0.591273456440813,0.678575849724639
"resvol",-0.0555209944548997,-0.0458979800048454,0.0904336136606705,-0.329214486190398,-0.111823840083227,0.00149602654410855,0.174476667788593
"rsa",0.845315968632771,0.846112728304453,0.0192614382703356,0.785730787161067,0.834162779839062,0.856738937983516,0.895783196885415
"seqent",0.435465431909026,0.444556800472094,0.103382128074742,0.0373047352206971,0.388589509909533,0.505122401033471,0.650451333223438
