"comp_37_variable","comp_37_value","comp_38_variable","comp_38_value","comp_4_variable","comp_4_value","comp_36_variable","comp_36_value","comp_1_variable","comp_1_value","comp_24_variable","comp_24_value","comp_11_variable","comp_11_value","comp_5_variable","comp_5_value","comp_39_variable","comp_39_value","comp_33_variable","comp_33_value","comp_2_variable","comp_2_value","comp_10_variable","comp_10_value","comp_6_variable","comp_6_value","comp_35_variable","comp_35_value","comp_31_variable","comp_31_value","comp_46_variable","comp_46_value","comp_47_variable","comp_47_value","comp_32_variable","comp_32_value","comp_19_variable","comp_19_value","comp_17_variable","comp_17_value","comp_87_variable","comp_87_value","comp_20_variable","comp_20_value","comp_25_variable","comp_25_value","comp_23_variable","comp_23_value","comp_40_variable","comp_40_value","comp_3_variable","comp_3_value","comp_22_variable","comp_22_value","comp_34_variable","comp_34_value","comp_45_variable","comp_45_value","comp_51_variable","comp_51_value","comp_48_variable","comp_48_value","comp_54_variable","comp_54_value","comp_43_variable","comp_43_value","comp_91_variable","comp_91_value","comp_78_variable","comp_78_value","comp_42_variable","comp_42_value","comp_77_variable","comp_77_value","comp_114_variable","comp_114_value","comp_76_variable","comp_76_value","comp_102_variable","comp_102_value","comp_134_variable","comp_134_value","comp_61_variable","comp_61_value","comp_50_variable","comp_50_value","comp_90_variable","comp_90_value","comp_57_variable","comp_57_value","comp_128_variable","comp_128_value","comp_75_variable","comp_75_value","comp_172_variable","comp_172_value","comp_12_variable","comp_12_value","comp_123_variable","comp_123_value","comp_18_variable","comp_18_value","comp_59_variable","comp_59_value","comp_81_variable","comp_81_value","comp_7_variable","comp_7_value","comp_204_variable","comp_204_value","comp_119_variable","comp_119_value","comp_122_variable","comp_122_value","comp_107_variable","comp_107_value","comp_201_variable","comp_201_value","comp_41_variable","comp_41_value","comp_64_variable","comp_64_value","comp_110_variable","comp_110_value","comp_175_variable","comp_175_value","comp_103_variable","comp_103_value","comp_149_variable","comp_149_value","comp_16_variable","comp_16_value","comp_156_variable","comp_156_value","comp_117_variable","comp_117_value","comp_52_variable","comp_52_value","comp_154_variable","comp_154_value","comp_95_variable","comp_95_value","comp_111_variable","comp_111_value","comp_192_variable","comp_192_value","comp_96_variable","comp_96_value","comp_109_variable","comp_109_value","comp_97_variable","comp_97_value","comp_191_variable","comp_191_value","comp_141_variable","comp_141_value","comp_98_variable","comp_98_value","comp_68_variable","comp_68_value","comp_200_variable","comp_200_value","comp_85_variable","comp_85_value","comp_84_variable","comp_84_value","comp_161_variable","comp_161_value","comp_70_variable","comp_70_value","comp_28_variable","comp_28_value","comp_27_variable","comp_27_value","comp_139_variable","comp_139_value","comp_105_variable","comp_105_value","comp_106_variable","comp_106_value","comp_14_variable","comp_14_value","comp_176_variable","comp_176_value","comp_72_variable","comp_72_value","comp_157_variable","comp_157_value","comp_196_variable","comp_196_value","comp_169_variable","comp_169_value","comp_178_variable","comp_178_value","comp_205_variable","comp_205_value","comp_186_variable","comp_186_value","comp_180_variable","comp_180_value","comp_177_variable","comp_177_value","comp_126_variable","comp_126_value","comp_188_variable","comp_188_value","comp_165_variable","comp_165_value","comp_206_variable","comp_206_value","comp_184_variable","comp_184_value","comp_137_variable","comp_137_value","comp_80_variable","comp_80_value","comp_79_variable","comp_79_value","comp_21_variable","comp_21_value","comp_152_variable","comp_152_value","comp_187_variable","comp_187_value","comp_89_variable","comp_89_value","comp_203_variable","comp_203_value","comp_167_variable","comp_167_value","comp_115_variable","comp_115_value","comp_127_variable","comp_127_value","comp_160_variable","comp_160_value","comp_113_variable","comp_113_value","comp_143_variable","comp_143_value","comp_66_variable","comp_66_value","comp_162_variable","comp_162_value","comp_174_variable","comp_174_value","comp_30_variable","comp_30_value","comp_130_variable","comp_130_value","comp_86_variable","comp_86_value","comp_179_variable","comp_179_value","comp_132_variable","comp_132_value","comp_142_variable","comp_142_value","comp_202_variable","comp_202_value","comp_53_variable","comp_53_value","comp_144_variable","comp_144_value","comp_94_variable","comp_94_value","comp_8_variable","comp_8_value","comp_131_variable","comp_131_value","comp_159_variable","comp_159_value","comp_195_variable","comp_195_value","comp_71_variable","comp_71_value","comp_173_variable","comp_173_value","comp_124_variable","comp_124_value","comp_189_variable","comp_189_value","comp_171_variable","comp_171_value","comp_138_variable","comp_138_value","comp_164_variable","comp_164_value","comp_182_variable","comp_182_value","comp_190_variable","comp_190_value","comp_55_variable","comp_55_value","comp_29_variable","comp_29_value","comp_104_variable","comp_104_value","comp_183_variable","comp_183_value","comp_49_variable","comp_49_value","comp_62_variable","comp_62_value","comp_63_variable","comp_63_value","comp_153_variable","comp_153_value","comp_185_variable","comp_185_value","comp_82_variable","comp_82_value","comp_163_variable","comp_163_value","comp_73_variable","comp_73_value","comp_146_variable","comp_146_value","comp_83_variable","comp_83_value","comp_170_variable","comp_170_value","comp_199_variable","comp_199_value","comp_133_variable","comp_133_value","comp_93_variable","comp_93_value","comp_148_variable","comp_148_value","comp_60_variable","comp_60_value","comp_194_variable","comp_194_value","comp_140_variable","comp_140_value","comp_92_variable","comp_92_value","comp_99_variable","comp_99_value","comp_129_variable","comp_129_value","comp_168_variable","comp_168_value","comp_9_variable","comp_9_value","comp_158_variable","comp_158_value","comp_15_variable","comp_15_value","comp_65_variable","comp_65_value","comp_58_variable","comp_58_value","comp_193_variable","comp_193_value","comp_181_variable","comp_181_value","comp_151_variable","comp_151_value","comp_26_variable","comp_26_value","comp_120_variable","comp_120_value","comp_101_variable","comp_101_value","comp_166_variable","comp_166_value","comp_100_variable","comp_100_value","comp_56_variable","comp_56_value","comp_155_variable","comp_155_value","comp_112_variable","comp_112_value","comp_13_variable","comp_13_value","comp_125_variable","comp_125_value","comp_121_variable","comp_121_value","comp_88_variable","comp_88_value","comp_69_variable","comp_69_value","comp_145_variable","comp_145_value","comp_44_variable","comp_44_value","comp_147_variable","comp_147_value","comp_197_variable","comp_197_value","comp_136_variable","comp_136_value","comp_118_variable","comp_118_value","comp_135_variable","comp_135_value","comp_150_variable","comp_150_value","comp_108_variable","comp_108_value","comp_74_variable","comp_74_value","comp_67_variable","comp_67_value","comp_198_variable","comp_198_value","comp_116_variable","comp_116_value"
"Explained Variance %",25.8151404711068,"Explained Variance %",12.8635367645087,"Explained Variance %",9.616703838834,"Explained Variance %",7.42468945793329,"Explained Variance %",6.2517990746915,"Explained Variance %",4.10892165189836,"Explained Variance %",3.00348234128775,"Explained Variance %",1.93553298767138,"Explained Variance %",1.78049752622522,"Explained Variance %",1.77561048236188,"Explained Variance %",1.75197871394326,"Explained Variance %",1.665310424698,"Explained Variance %",1.5005914673671,"Explained Variance %",1.28729860390692,"Explained Variance %",1.25257110876938,"Explained Variance %",1.19677388209465,"Explained Variance %",1.18242180217124,"Explained Variance %",1.05966523017628,"Explained Variance %",1.00393189698119,"Explained Variance %",0.997812793083674,"Explained Variance %",0.705663566262246,"Explained Variance %",0.606317185842845,"Explained Variance %",0.549429922526888,"Explained Variance %",0.521049631658286,"Explained Variance %",0.461320415807893,"Explained Variance %",0.446278923748418,"Explained Variance %",0.417362770155749,"Explained Variance %",0.391724435721167,"Explained Variance %",0.34526485983374,"Explained Variance %",0.332463367626477,"Explained Variance %",0.327609082966316,"Explained Variance %",0.324634526434563,"Explained Variance %",0.288797163327216,"Explained Variance %",0.231140750196748,"Explained Variance %",0.225867011514018,"Explained Variance %",0.205653529447522,"Explained Variance %",0.202884224189864,"Explained Variance %",0.178934651088717,"Explained Variance %",0.177677719659505,"Explained Variance %",0.176529112286545,"Explained Variance %",0.171073835899679,"Explained Variance %",0.169610894913788,"Explained Variance %",0.16447857913912,"Explained Variance %",0.151065256573692,"Explained Variance %",0.135312900442618,"Explained Variance %",0.134860662802693,"Explained Variance %",0.130676666654814,"Explained Variance %",0.121773088318008,"Explained Variance %",0.120747908416932,"Explained Variance %",0.108170354487868,"Explained Variance %",0.104027258946664,"Explained Variance %",0.101594753982754,"Explained Variance %",0.0989447729475623,"Explained Variance %",0.0980321494997908,"Explained Variance %",0.0970020018155288,"Explained Variance %",0.0874755330009471,"Explained Variance %",0.0871694937394299,"Explained Variance %",0.0849664997208569,"Explained Variance %",0.0846949591267542,"Explained Variance %",0.0826582381565204,"Explained Variance %",0.0814602142525982,"Explained Variance %",0.0813419818650985,"Explained Variance %",0.0807527038975387,"Explained Variance %",0.0785248784242597,"Explained Variance %",0.0774527660137476,"Explained Variance %",0.069738871656097,"Explained Variance %",0.0684230598360673,"Explained Variance %",0.067271060791235,"Explained Variance %",0.0663113266171198,"Explained Variance %",0.0652562281011608,"Explained Variance %",0.0613786005499206,"Explained Variance %",0.0597246952048459,"Explained Variance %",0.0593299816125686,"Explained Variance %",0.0574293037613849,"Explained Variance %",0.0571765330422726,"Explained Variance %",0.0558293650738307,"Explained Variance %",0.0554411936888889,"Explained Variance %",0.049271063045108,"Explained Variance %",0.0486397693772148,"Explained Variance %",0.0475571728501436,"Explained Variance %",0.0453210072152779,"Explained Variance %",0.04393729779378,"Explained Variance %",0.0436068942345678,"Explained Variance %",0.0403191251618566,"Explained Variance %",0.0395784121349385,"Explained Variance %",0.0386486814894668,"Explained Variance %",0.0378836153582951,"Explained Variance %",0.0355354829364013,"Explained Variance %",0.0353759503473322,"Explained Variance %",0.0342294842400447,"Explained Variance %",0.0330656523496865,"Explained Variance %",0.0321806109833968,"Explained Variance %",0.0315855868561787,"Explained Variance %",0.0313368852867714,"Explained Variance %",0.0307809587422474,"Explained Variance %",0.0296882051073991,"Explained Variance %",0.0294517740274819,"Explained Variance %",0.0286231546708847,"Explained Variance %",0.027850549404954,"Explained Variance %",0.0272403428252906,"Explained Variance %",0.0269091760373068,"Explained Variance %",0.0264110261036505,"Explained Variance %",0.0242380098593012,"Explained Variance %",0.0241849956029941,"Explained Variance %",0.0236253997502959,"Explained Variance %",0.0235681230502495,"Explained Variance %",0.0233987212435412,"Explained Variance %",0.0225292823657701,"Explained Variance %",0.0221754001119983,"Explained Variance %",0.0215802308383143,"Explained Variance %",0.0215785961841086,"Explained Variance %",0.020243410603861,"Explained Variance %",0.0200860026271874,"Explained Variance %",0.0198466905945478,"Explained Variance %",0.0182832497360754,"Explained Variance %",0.0181776981233124,"Explained Variance %",0.0179537898611025,"Explained Variance %",0.0177655356134478,"Explained Variance %",0.017757021069224,"Explained Variance %",0.0176665732715861,"Explained Variance %",0.0163369683432019,"Explained Variance %",0.0160473985962465,"Explained Variance %",0.0158933187204615,"Explained Variance %",0.015670052295462,"Explained Variance %",0.0154673537490612,"Explained Variance %",0.0144148036729096,"Explained Variance %",0.0141738667221019,"Explained Variance %",0.0138459056874648,"Explained Variance %",0.0135514828842839,"Explained Variance %",0.0133995485862299,"Explained Variance %",0.0132094257816397,"Explained Variance %",0.0127165874534851,"Explained Variance %",0.0126875973411245,"Explained Variance %",0.0126386411897469,"Explained Variance %",0.0122017387699776,"Explained Variance %",0.0116410729544294,"Explained Variance %",0.011591225201214,"Explained Variance %",0.0114500123389694,"Explained Variance %",0.0112258232834337,"Explained Variance %",0.0111351744791701,"Explained Variance %",0.0109796013223836,"Explained Variance %",0.0107973636277843,"Explained Variance %",0.0107808842222582,"Explained Variance %",0.0102320961201277,"Explained Variance %",0.00976533621755041,"Explained Variance %",0.00973742094770163,"Explained Variance %",0.00914270998114368,"Explained Variance %",0.00841433286835026,"Explained Variance %",0.0083571016469331,"Explained Variance %",0.00814198462043878,"Explained Variance %",0.00809867319265845,"Explained Variance %",0.00805826054188008,"Explained Variance %",0.00776602891484192,"Explained Variance %",0.00741797101524543,"Explained Variance %",0.0073969183492037,"Explained Variance %",0.00732944133685476,"Explained Variance %",0.0069426680031074,"Explained Variance %",0.00685900310547309,"Explained Variance %",0.00641434342512958,"Explained Variance %",0.00623284063974354,"Explained Variance %",0.00614343959768746,"Explained Variance %",0.00605078683382741,"Explained Variance %",0.00521073992630291,"Explained Variance %",0.00517196383577592,"Explained Variance %",0.00485697870804792,"Explained Variance %",0.00480146374432891,"Explained Variance %",0.00469191196683922,"Explained Variance %",0.00458879540017593,"Explained Variance %",0.00412838463046727,"Explained Variance %",0.00407473511471513,"Explained Variance %",0.00362812754771683,"Explained Variance %",0.00344276280465516,"Explained Variance %",0.00337832772776854,"Explained Variance %",0.0031285897627577,"Explained Variance %",0.00277605778395352,"Explained Variance %",0.00267622225680051,"Explained Variance %",0.00235772643004331,"Explained Variance %",0.00203181302129599,"Explained Variance %",0.00198579505136534,"Explained Variance %",0.00180387870668067,"Explained Variance %",0.00149144587100864,"Explained Variance %",0.00118388587553005,"Explained Variance %",0.00116015517024636,"Explained Variance %",0.000809818123486357,"Explained Variance %",0.000706682425810242,"Explained Variance %",0.000700777461855946,"Explained Variance %",0.000590773835124789,"Explained Variance %",0.000505629973848075,"Explained Variance %",0.000287506597507661,"Explained Variance %",0.000228885730105329,"Explained Variance %",0.000129728418795329,"Explained Variance %",0.000123661099944297,"Explained Variance %",9.95528191408712e-05,"Explained Variance %",8.2811053485597e-05,"Explained Variance %",5.62696740739567e-05,"Explained Variance %",5.32149466235519e-05,"Explained Variance %",4.45790260548535e-05,"Explained Variance %",3.89046089529631e-05,"Explained Variance %",3.36803451220005e-05,"Explained Variance %",3.11506741337634e-05,"Explained Variance %",2.62754710845429e-05,"Explained Variance %",2.60942109566994e-05,"Explained Variance %",7.43012000494951e-06,"Explained Variance %",2.36314223415804e-06,"Explained Variance %",1.10493127763351e-06,"Explained Variance %",2.11919889640255e-07
"sd.veccentricity",0.398057,"median.seqent",0.392681,"sum.seqent",0.841066,"sd.veccentricity",-0.395427,"sum.bfSC",-0.906814,"sum.rsa",-0.486108,"sum.hpshh",0.938148,"natoms",0.522172,"r.hpshh.varea",-0.286092,"median.seqent",0.326181,"sum.vnfaces",-0.596796,"sum.wcnSC",0.668166,"natoms",0.642846,"median.vnfaces",0.603706,"r.seqent.wcnSC",0.24647,"median.zr4s_JC",-0.341555,"r.hbe.seqent",0.333839,"median.vccnfaces",0.69289,"sum.nhbon",-0.471321,"sum.vvolume",0.41544,"r.veccentricity.vnfaces",-0.253331,"sd.bfSC",0.678008,"sum.vsphericity",0.685004,"sum.rsa",0.501094,"sd.veccentricity",-0.489541,"sum.veccentricity",-0.923998,"sum.rsa",-0.515867,"r.bfSC.wcnSC",-0.276284,"r.ddgent.zr4s_JC",-0.298744,"r.hpshh.vnfaces",-0.464723,"r.hbe.seqent",0.352826,"r.bfSC.hbe",-0.36415,"mean.HSS",-0.294234,"r.vnfaces.wcnSC",-0.252532,"r.ddgent.hpshh",-0.316424,"sd.vccnfaces",0.418388,"sd.ddgent",-0.346637,"r.mvsphericity.vnfaces",-0.293041,"r.rsa.wcnSC",0.224328,"sd.hbe",-0.447868,"sd.wcnSC",-0.269908,"r.hbe.hpshh",0.334806,"median.zr4s_JC",0.416866,"mean.seqent",0.376052,"sd.seqent",-0.352602,"sd.wcnSC",0.272289,"r.bfSC.ddgent",-0.278615,"mean.rsa",0.455557,"sum.wcnSC",-0.649695,"r.bfSC.mvsphericity",0.23659,"sum.nhbon",-0.583351,"r.seqent.vnfaces",-0.265483,"r.ddgent.hbe",-0.351777,"sum.vccnfaces",-0.542238,"sum.hbdif",0.658391,"mean.hbe",0.25361,"r.hpshh.wcnSC",0.225473,"r.ddgent.zr4s_JC",-0.309743,"sum.nhbps",-0.436192,"sd.vccnfaces",0.56963,"sd.vnfaces",-0.222621,"r.hbe.mvsphericity",0.282504,"mean.ISS",-0.289659,"r.bfSC.mvsphericity",-0.270717,"median.mvsphericity",-0.28408,"sum.SSS",-0.530277,"r.vedge.vsphericity",-0.330036,"sd.hbe",0.225079,"mean.vccnfaces",-0.239838,"median.vccsphericity",-0.307542,"r.hbe.mvsphericity",0.252066,"r.hbe.rsa",0.279367,"mean.vccsphericity",0.514188,"r.hpshh.vsphericity",-0.34628,"sd.hbe",-0.306965,"median.hbe",0.281348,"mean.vedge",0.572537,"r.rsa.veccentricity",-0.367126,"r.bfSC.veccentricity",0.291125,"median.hpshh",-0.304635,"sum.vccsphericity",0.423807,"r.bfSC.wcnSC",-0.235884,"sd.ddgent",-0.290757,"r.vnfaces.vvolume",-0.263855,"r.seqent.wcnSC",-0.332081,"sum.ISS",0.477099,"sum.ISS",0.638483,"r.rsa.zr4s_JC",-0.230545,"r.hpshh.mvsphericity",0.356542,"mean.TSS",0.351623,"sum.TSS",-0.542632,"sd.mvsphericity",0.425822,"median.hpshh",0.323801,"sd.rsa",-0.395961,"mean.BSS",-0.533878,"r.bfSC.vvolume",-0.331517,"r.mvsphericity.vedge",0.408135,"mean.nhbps",-0.577306,"r.rsa.vvolume",-0.538519,"sd.mvsphericity",0.377688,"r.hpshh.vvolume",0.283197,"r.ddgent.rsa",0.255099,"r.mvsphericity.varea",-0.466242,"median.vsphericity",0.423613,"mean.betas",0.733799,"r.seqent.varea",0.305427,"mean.nhbon",0.253552,"mean.hpshh",0.302138,"median.ddgent",-0.300414,"sd.bfSC",-0.658764,"sd.vccsphericity",0.251408,"r.vedge.vvolume",-0.352042,"r.hbe.mvsphericity",0.297697,"sum.helix",0.446107,"r.ddgent.varea",-0.321902,"r.ddgent.wcnSC",-0.332454,"r.mvsphericity.veccentricity",0.22153,"r.rsa.vedge",0.261563,"r.ddgent.mvsphericity",0.318955,"mean.hbe",0.278794,"r.ddgent.hpshh",-0.273245,"sd.vccsphericity",-0.320115,"r.vnfaces.vvolume",-0.395559,"mean.bfSC",-0.515933,"r.rsa.wcnSC",-0.364315,"r.hpshh.vsphericity",0.355918,"mean.vsphericity",-0.356328,"median.mvsphericity",0.464578,"r.veccentricity.zr4s_JC",0.312044,"sum.helix",0.447362,"r.bfSC.hpshh",0.407631,"r.mvsphericity.seqent",0.244476,"mean.hpshh",0.377538,"sum.nhbpa.dif",-0.51655,"mean.hbe",0.276129,"r.veccentricity.vedge",0.337546,"mean.zr4s_JC",0.922416,"r.bfSC.ddgent",-0.382226,"mean.ISS",-0.35439,"r.rsa.vsphericity",-0.38792,"r.varea.vvolume",-0.574578,"mean.rsa",0.326953,"r.vedge.zr4s_JC",-0.274825,"r.vedge.wcnSC",0.252199,"sd.vsphericity",0.351376,"sd.varea",-0.572249,"r.hbe.vnfaces",0.43407,"median.veccentricity",0.487129,"r.ddgent.vsphericity",-0.267176,"sd.vedge",-0.411548,"median.zr4s_JC",-0.364039,"r.bfSC.hbe",-0.312728,"mean.nhbpa.dif",0.397013,"median.varea",0.341681,"r.vedge.vvolume",0.414878,"median.hbe",-0.308561,"r.veccentricity.vedge",-0.384675,"median.hpshh",0.425302,"sd.rsa",-0.30669,"mean.wcnSC",-0.260354,"mean.rsa",-0.377817,"sum.vccsphericity",-0.577211,"median.vedge",-0.32255,"r.hbe.vsphericity",-0.294817,"mean.BSS",0.371518,"sum.zr4s_JC",0.446429,"mean.varea",-0.750179,"r.ddgent.vedge",0.353546,"contact_orderSC",-0.298107,"r.vnfaces.zr4s_JC",0.324618,"mean.LSS",-0.346256,"r.hbe.vvolume",0.401636,"sum.hbe",0.447316,"median.vedge",0.334626,"sum.LSS",-0.475523,"r.hbe.hpshh",0.488266,"r.bfSC.hbe",0.365691,"sd.zr4s_JC",0.839954,"sd.vedge",-0.396652,"mean.mvsphericity",0.290025,"nchain",0.932422,"r.rsa.vnfaces",-0.241056,"r.ddgent.vsphericity",0.312009,"median.vccsphericity",0.280892,"r.ddgent.vsphericity",-0.278993,"sum.zr4s_JC",-0.27521,"r.mvsphericity.wcnSC",-0.275554,"r.ddgent.rsa",0.227874,"sum.hbe",-0.630177,"r.rsa.wcnSC",-0.268661,"median.wcnSC",-0.243171,"contact_orderSC",-0.408514,"sd.hpshh",-0.301241,"r.mvsphericity.rsa",-0.334454,"r.bfSC.zr4s_JC",-0.447419,"median.rsa",0.351737,"mean.helix",-0.35242,"median.wcnSC",-0.241081,"r.ddgent.wcnSC",0.30255,"r.ddgent.rsa",0.266978,"mean.vvolume",0.345975,"r.hpshh.mvsphericity",0.323863,"median.hpshh",0.248361,"r.vnfaces.vsphericity",0.250776,"sum.betas",-0.497938,"r.vnfaces.wcnSC",-0.294162
"median.veccentricity",-0.263007,"sum.vedge",-0.300195,"sum.helix",-0.252988,"median.veccentricity",0.374352,"sum.vnfaces",-0.275539,"sum.mvsphericity",-0.482257,"sum.wcnSC",0.258844,"sum.seqent",0.45323,"r.hpshh.vvolume",-0.281841,"median.vnfaces",-0.295308,"sum.vccnfaces",-0.526712,"sum.ddgent",-0.608523,"sum.nhbpa.dif",-0.388917,"median.seqent",0.394374,"r.seqent.varea",-0.22993,"r.hbe.zr4s_JC",0.268739,"r.seqent.vnfaces",-0.298516,"median.vnfaces",0.431749,"sum.SSS",0.379626,"sum.varea",0.38198,"r.veccentricity.vedge",-0.194462,"sum.BSS",0.480608,"sum.mvsphericity",-0.459505,"sum.nhbas",-0.411272,"mean.vccnfaces",-0.344607,"sum.vccnfaces",0.344708,"sum.mvsphericity",0.458097,"median.seqent",-0.274942,"r.seqent.wcnSC",-0.294985,"r.bfSC.vnfaces",-0.354675,"r.bfSC.hpshh",0.330368,"sd.vnfaces",0.323675,"mean.helix",-0.288258,"r.bfSC.rsa",-0.241746,"median.hpshh",0.228995,"sd.vnfaces",0.244349,"sd.hpshh",-0.303013,"r.bfSC.rsa",-0.292173,"sd.ddgent",-0.211161,"r.ddgent.wcnSC",0.219754,"r.rsa.veccentricity",-0.254226,"sd.vnfaces",0.258742,"mean.vccnfaces",0.230539,"median.seqent",-0.263765,"r.bfSC.hpshh",0.339082,"mean.nhbon",0.2714,"r.seqent.vsphericity",0.246372,"r.mvsphericity.vsphericity",0.432072,"sum.ddgent",-0.640496,"r.veccentricity.wcnSC",0.225996,"sum.SSS",-0.381669,"r.wcnSC.zr4s_JC",0.250767,"mean.vnfaces",-0.22378,"sum.vnfaces",0.426126,"sum.BSS",-0.277825,"r.veccentricity.vnfaces",-0.226207,"r.hpshh.rsa",-0.217585,"r.hbe.wcnSC",0.205354,"sum.nhbas",0.436192,"sd.vnfaces",0.416791,"mean.hbdif",0.201334,"r.hpshh.rsa",0.235301,"r.rsa.vvolume",0.265201,"median.vvolume",-0.248476,"sd.rsa",0.27684,"median.bfSC",0.401361,"mean.wcnSC",0.233772,"r.hpshh.wcnSC",-0.221532,"r.hpshh.seqent",-0.232931,"r.rsa.vedge",-0.283586,"r.hbe.vnfaces",-0.245638,"r.vsphericity.wcnSC",-0.261566,"sd.zr4s_JC",0.318928,"r.hpshh.seqent",0.258626,"r.rsa.seqent",-0.269665,"r.bfSC.vsphericity",0.255097,"r.varea.vvolume",-0.532475,"mean.mvsphericity",-0.289468,"r.veccentricity.zr4s_JC",-0.265448,"r.bfSC.wcnSC",-0.242387,"sum.BSS",0.263327,"r.vnfaces.vsphericity",0.199658,"r.hbe.vsphericity",0.288251,"sd.vvolume",-0.263639,"r.wcnSC.zr4s_JC",-0.252404,"sum.vvolume",-0.435813,"sum.vvolume",0.357649,"median.rsa",0.222671,"r.bfSC.veccentricity",-0.326993,"mean.LSS",-0.252869,"sum.LSS",0.43484,"r.veccentricity.vvolume",-0.225621,"r.ddgent.hbe",0.26926,"sd.vccsphericity",0.321467,"mean.ESS",-0.533878,"r.varea.vnfaces",0.301427,"r.vedge.vsphericity",-0.403542,"mean.nhbas",0.577306,"r.rsa.varea",0.510143,"r.varea.veccentricity",-0.32074,"r.hpshh.varea",-0.261138,"r.hpshh.rsa",-0.217201,"r.mvsphericity.vvolume",0.426399,"r.vedge.wcnSC",-0.231031,"mean.BSS",-0.314485,"r.varea.wcnSC",0.296218,"median.vedge",-0.215888,"mean.seqent",-0.300849,"r.seqent.zr4s_JC",0.295875,"sum.BSS",0.479381,"r.hbe.varea",-0.211878,"r.varea.vvolume",0.344228,"sd.hbe",0.240457,"sum.GSS",-0.410007,"r.ddgent.vvolume",0.273416,"mean.SSS",-0.215788,"r.veccentricity.vnfaces",-0.210848,"r.varea.zr4s_JC",-0.230806,"mean.hbe",-0.241535,"median.varea",0.209469,"r.bfSC.hpshh",0.232717,"median.mvsphericity",-0.295157,"r.varea.vnfaces",0.326245,"median.bfSC",0.497964,"r.hpshh.vedge",0.259468,"r.bfSC.seqent",-0.35176,"sd.vedge",0.310087,"median.vedge",-0.234647,"r.vedge.zr4s_JC",-0.252231,"sum.LSS",0.370658,"r.hpshh.vnfaces",-0.355692,"r.ddgent.veccentricity",-0.221072,"r.hpshh.veccentricity",0.218013,"sum.vnfaces",0.436972,"r.ddgent.mvsphericity",0.213887,"sd.rsa",0.269935,"sd.zr4s_JC",0.382578,"r.bfSC.seqent",-0.235001,"median.vccsphericity",-0.274677,"r.ddgent.veccentricity",0.286883,"mean.vedge",-0.514075,"r.mvsphericity.vsphericity",-0.228496,"r.rsa.wcnSC",0.245059,"r.vedge.vvolume",-0.243616,"r.mvsphericity.vvolume",0.274263,"sd.vvolume",0.344562,"sd.seqent",-0.274691,"mean.bfSC",0.457124,"r.vsphericity.wcnSC",-0.22645,"mean.vsphericity",-0.322151,"r.seqent.zr4s_JC",0.289916,"r.seqent.zr4s_JC",0.297749,"mean.nhbps",0.261883,"r.ddgent.varea",0.280875,"r.veccentricity.vvolume",-0.373761,"r.ddgent.vnfaces",0.200404,"r.mvsphericity.wcnSC",0.214989,"r.bfSC.wcnSC",-0.348048,"r.rsa.vsphericity",-0.261495,"median.wcnSC",-0.257578,"r.ddgent.vvolume",-0.35456,"sum.mvsphericity",0.288606,"median.varea",0.317968,"contact_orderSC",-0.259705,"mean.ESS",-0.270511,"r.hpshh.seqent",0.359111,"mean.vvolume",0.498374,"r.hpshh.vedge",-0.272127,"sd.hbe",-0.254579,"r.hpshh.rsa",0.235998,"mean.SSS",0.304622,"r.hbe.varea",-0.29429,"sum.hbdif",-0.433367,"sd.vccsphericity",0.284282,"sum.GSS",-0.471239,"median.ddgent",0.408664,"r.ddgent.zr4s_JC",0.24365,"mean.zr4s_JC",-0.345343,"mean.ISS",-0.354064,"r.mvsphericity.zr4s_JC",-0.257596,"sum.vvolume",-0.147399,"r.seqent.vedge",0.234629,"r.ddgent.mvsphericity",0.197613,"r.mvsphericity.wcnSC",-0.223711,"r.hbe.seqent",0.211971,"r.hbe.vnfaces",0.244321,"mean.mvsphericity",0.24533,"median.wcnSC",-0.213844,"sum.nhbon",0.370202,"r.ddgent.rsa",0.256506,"r.ddgent.wcnSC",0.211908,"r.hbe.mvsphericity",-0.28338,"median.ddgent",0.270392,"mean.wcnSC",-0.297121,"r.bfSC.seqent",-0.441431,"median.vedge",-0.25522,"mean.GSS",0.344384,"r.mvsphericity.wcnSC",0.231177,"r.veccentricity.wcnSC",0.224442,"r.veccentricity.wcnSC",-0.242989,"median.vccsphericity",0.314985,"r.hpshh.veccentricity",0.25935,"r.ddgent.hpshh",0.218338,"r.seqent.zr4s_JC",0.248597,"sum.vccsphericity",-0.355803,"r.rsa.vnfaces",-0.279615
