"variable","mean_diff","median_diff","sd_diff","min_diff","q1_diff","q3_diff","max_diff"
"ddgent",0.0784984234206221,0.080100900071015,-0.0078733229616097,0.1086259019624,0.081200556760422,0.075402567699173,0.018753052483417
"hbe",-0.051057229861556,-0.057867950524867,-0.00298730656128761,-0.047870122569408,-0.048393666297111,-0.054803742323532,-0.070385789014764
"hpshh",0.044664867611718,0.046665358364599,0.000784035944371597,0.00683183657271449,0.037887418098547,0.041467995014274,0.05631252709541
"r4s_JC",0.034942362199171,0.038469402385256,0.00152445962572449,0.054674794283904,0.033885024196099,0.044706495704776,0.0141699926144
"rsa",0.0445334084271251,0.0442886027602519,-0.0068717926145508,0.068826308805117,0.051352112930605,0.040055007125876,0.0238033093628059
"seqent",0.033300007499784,0.032914636277764,0.0039238828507588,0.0367114953277764,0.031066322849868,0.0450017609076,0.022748061782355
