"pdb","varea","variable","value"
"1HQC_A","vareaAA","hbe",0.365374627923698
"1HQC_A","vareaAA","hpshh",0.457873577181602
"1HQC_A","vareaAA","r4s_JC",0.333409461811174
"1HQC_A","vareaAA","rsa",0.931734934114682
"1HQC_A","vareaAA","seqent",0.370264010652571
"1HQC_A","vareaC","ddgent",0.648328570556445
"1HQC_A","vareaC","hbe",0.399690595578974
"1HQC_A","vareaC","hpshh",0.293895309709202
"1HQC_A","vareaC","r4s_JC",0.267624257271323
"1HQC_A","vareaC","rsa",0.815129948181359
"1HQC_A","vareaC","seqent",0.294383627861894
"1HQC_A","vareaCA","ddgent",0.740310341185374
"1HQC_A","vareaCA","hbe",0.387861346716277
"1HQC_A","vareaCA","hpshh",0.372797604757038
"1HQC_A","vareaCA","r4s_JC",0.304457445927564
"1HQC_A","vareaCA","rsa",0.869048722107018
"1HQC_A","vareaCA","seqent",0.341572361981677
"1HQC_A","vareaCB","ddgent",0.769561834216603
"1HQC_A","vareaCB","hbe",0.373446430494637
"1HQC_A","vareaCB","hpshh",0.409571993099232
"1HQC_A","vareaCB","r4s_JC",0.334180332103809
"1HQC_A","vareaCB","rsa",0.903249686911949
"1HQC_A","vareaCB","seqent",0.374651509762734
"1HQC_A","vareaN","ddgent",0.638252995995004
"1HQC_A","vareaN","hbe",0.471831858565236
"1HQC_A","vareaN","hpshh",0.313636749352856
"1HQC_A","vareaN","r4s_JC",0.278696316422819
"1HQC_A","vareaN","rsa",0.761821673596248
"1HQC_A","vareaN","seqent",0.308249982315838
"1HQC_A","vareaO","ddgent",0.576059172778816
"1HQC_A","vareaO","hbe",0.414660289518681
"1HQC_A","vareaO","hpshh",0.26092289277203
"1HQC_A","vareaO","r4s_JC",0.227086657153393
"1HQC_A","vareaO","rsa",0.772788345316663
"1HQC_A","vareaO","seqent",0.25034874870821
"1HQC_A","vareaSC","ddgent",0.785339174639352
"1HQC_A","vareaSC","hbe",0.338282595006089
"1HQC_A","vareaSC","hpshh",0.507229707044874
"1HQC_A","vareaSC","r4s_JC",0.335446858981682
"1HQC_A","vareaSC","rsa",0.936748364013942
"1HQC_A","vareaSC","seqent",0.372162268437082
"1I1E_A","vareaAA","ddgent",0.795926851885381
"1I1E_A","vareaAA","hbe",0.406946025271656
"1I1E_A","vareaAA","hpshh",0.413287087243839
"1I1E_A","vareaAA","r4s_JC",0.454788134259457
"1I1E_A","vareaAA","rsa",0.922589274278879
"1I1E_A","vareaAA","seqent",0.396419090527185
"1I1E_A","vareaC","ddgent",0.65845818441723
"1I1E_A","vareaC","hbe",0.491705994026481
"1I1E_A","vareaC","hpshh",0.28020595260844
"1I1E_A","vareaC","r4s_JC",0.399102773007533
"1I1E_A","vareaC","rsa",0.792407156062403
"1I1E_A","vareaC","seqent",0.34382350729999
"1I1E_A","vareaCA","ddgent",0.761404818842338
"1I1E_A","vareaCA","hbe",0.432136405028095
"1I1E_A","vareaCA","hpshh",0.354827567165303
"1I1E_A","vareaCA","r4s_JC",0.434530058436472
"1I1E_A","vareaCA","rsa",0.859535456992899
"1I1E_A","vareaCA","seqent",0.379286497873412
"1I1E_A","vareaCB","ddgent",0.797239662745292
"1I1E_A","vareaCB","hbe",0.400754871450423
"1I1E_A","vareaCB","hpshh",0.37704230089578
"1I1E_A","vareaCB","r4s_JC",0.444434376525768
"1I1E_A","vareaCB","rsa",0.890589622759977
"1I1E_A","vareaCB","seqent",0.38919218190353
"1I1E_A","vareaN","ddgent",0.686148530640108
"1I1E_A","vareaN","hbe",0.493744810949771
"1I1E_A","vareaN","hpshh",0.306666917097011
"1I1E_A","vareaN","r4s_JC",0.401159024496227
"1I1E_A","vareaN","rsa",0.792974095814235
"1I1E_A","vareaN","seqent",0.333084296610797
"1I1E_A","vareaO","ddgent",0.553597554418891
"1I1E_A","vareaO","hbe",0.512855016506388
"1I1E_A","vareaO","hpshh",0.237937944109933
"1I1E_A","vareaO","r4s_JC",0.344494838608787
"1I1E_A","vareaO","rsa",0.706839035017633
"1I1E_A","vareaO","seqent",0.287254509187798
"1I1E_A","vareaSC","ddgent",0.81299153836557
"1I1E_A","vareaSC","hbe",0.333095469181121
"1I1E_A","vareaSC","hpshh",0.445911736092717
"1I1E_A","vareaSC","r4s_JC",0.467070113357163
"1I1E_A","vareaSC","rsa",0.921595322490134
"1I1E_A","vareaSC","seqent",0.403096816046605
"1I1I_P","vareaAA","ddgent",0.760619188805619
"1I1I_P","vareaAA","hbe",0.332880944390289
"1I1I_P","vareaAA","hpshh",0.502355670881749
"1I1I_P","vareaAA","r4s_JC",0.536909967115554
"1I1I_P","vareaAA","rsa",0.93386438007608
"1I1I_P","vareaAA","seqent",0.40929755951831
"1I1I_P","vareaC","ddgent",0.639200533081319
"1I1I_P","vareaC","hbe",0.407142123537571
"1I1I_P","vareaC","hpshh",0.358119713218273
"1I1I_P","vareaC","r4s_JC",0.498233289161448
"1I1I_P","vareaC","rsa",0.821062696539562
"1I1I_P","vareaC","seqent",0.387014946386277
"1I1I_P","vareaCA","ddgent",0.706287168589008
"1I1I_P","vareaCA","hbe",0.375592138233994
"1I1I_P","vareaCA","hpshh",0.393527367723322
"1I1I_P","vareaCA","r4s_JC",0.498223556874919
"1I1I_P","vareaCA","rsa",0.857511792382747
"1I1I_P","vareaCA","seqent",0.371434408884408
"1I1I_P","vareaCB","ddgent",0.756641359177821
"1I1I_P","vareaCB","hbe",0.341998522625456
"1I1I_P","vareaCB","hpshh",0.447228442391419
"1I1I_P","vareaCB","r4s_JC",0.533949556536448
"1I1I_P","vareaCB","rsa",0.902076439107138
"1I1I_P","vareaCB","seqent",0.404768993282056
"1I1I_P","vareaN","ddgent",0.588041089372732
"1I1I_P","vareaN","hbe",0.417920081248842
"1I1I_P","vareaN","hpshh",0.306942848213431
"1I1I_P","vareaN","r4s_JC",0.431789377583853
"1I1I_P","vareaN","rsa",0.736172097415047
"1I1I_P","vareaN","seqent",0.309904758988435
"1I1I_P","vareaO","ddgent",0.598104917128379
"1I1I_P","vareaO","hbe",0.428691610973793
"1I1I_P","vareaO","hpshh",0.331347903451785
"1I1I_P","vareaO","r4s_JC",0.464520709833817
"1I1I_P","vareaO","rsa",0.768697578138732
"1I1I_P","vareaO","seqent",0.360464662412814
"1I1I_P","vareaSC","ddgent",0.777483042870181
"1I1I_P","vareaSC","hbe",0.284990860423533
"1I1I_P","vareaSC","hpshh",0.513481437488421
"1I1I_P","vareaSC","r4s_JC",0.540617571250882
"1I1I_P","vareaSC","rsa",0.93321523100282
"1I1I_P","vareaSC","seqent",0.40444217327991
"1I9A_A","vareaAA","ddgent",0.772872816838334
"1I9A_A","vareaAA","hbe",0.427901291875041
"1I9A_A","vareaAA","hpshh",0.392305160213895
"1I9A_A","vareaAA","r4s_JC",0.600738047427099
"1I9A_A","vareaAA","rsa",0.939009798952601
"1I9A_A","vareaAA","seqent",0.537337446461165
"1I9A_A","vareaC","ddgent",0.645792655620242
"1I9A_A","vareaC","hbe",0.500375725167292
"1I9A_A","vareaC","hpshh",0.266115944815684
"1I9A_A","vareaC","r4s_JC",0.585266154111543
"1I9A_A","vareaC","rsa",0.810772997501215
"1I9A_A","vareaC","seqent",0.508455884801443
"1I9A_A","vareaCA","ddgent",0.717975817286162
"1I9A_A","vareaCA","hbe",0.411077789737313
"1I9A_A","vareaCA","hpshh",0.35830865610905
"1I9A_A","vareaCA","r4s_JC",0.520348915655605
"1I9A_A","vareaCA","rsa",0.852232687651465
"1I9A_A","vareaCA","seqent",0.466191577502138
"1I9A_A","vareaCB","ddgent",0.77858710255262
"1I9A_A","vareaCB","hbe",0.431114140682413
"1I9A_A","vareaCB","hpshh",0.362161847577003
"1I9A_A","vareaCB","r4s_JC",0.569394559955574
"1I9A_A","vareaCB","rsa",0.910991137888173
"1I9A_A","vareaCB","seqent",0.50518549243022
"1I9A_A","vareaN","ddgent",0.604128974473802
"1I9A_A","vareaN","hbe",0.492833537395369
"1I9A_A","vareaN","hpshh",0.305441163620969
"1I9A_A","vareaN","r4s_JC",0.477730953497947
"1I9A_A","vareaN","rsa",0.784437404562755
"1I9A_A","vareaN","seqent",0.445127160496943
"1I9A_A","vareaO","ddgent",0.49871473354232
"1I9A_A","vareaO","hbe",0.569321512034996
"1I9A_A","vareaO","hpshh",0.221910839669652
"1I9A_A","vareaO","r4s_JC",0.543527085958713
"1I9A_A","vareaO","rsa",0.711029654775875
"1I9A_A","vareaO","seqent",0.475232460212723
"1I9A_A","vareaSC","ddgent",0.79563591580833
"1I9A_A","vareaSC","hbe",0.36307879162593
"1I9A_A","vareaSC","hpshh",0.370271053965732
"1I9A_A","vareaSC","r4s_JC",0.613882271142609
"1I9A_A","vareaSC","rsa",0.942438644329655
"1I9A_A","vareaSC","seqent",0.560712746675605
"1IDJ_A","vareaAA","ddgent",0.76871067469642
"1IDJ_A","vareaAA","hbe",0.460626059586679
"1IDJ_A","vareaAA","hpshh",0.359681076387276
"1IDJ_A","vareaAA","r4s_JC",0.60617452766343
"1IDJ_A","vareaAA","rsa",0.91504220699033
"1IDJ_A","vareaAA","seqent",0.54084269381708
"1IDJ_A","vareaC","ddgent",0.613158577260443
"1IDJ_A","vareaC","hbe",0.494768639588295
"1IDJ_A","vareaC","hpshh",0.259900750871776
"1IDJ_A","vareaC","r4s_JC",0.539847669213055
"1IDJ_A","vareaC","rsa",0.796177407937221
"1IDJ_A","vareaC","seqent",0.495111730575776
"1IDJ_A","vareaCA","ddgent",0.713302567738247
"1IDJ_A","vareaCA","hbe",0.467014537185939
"1IDJ_A","vareaCA","hpshh",0.294653296181229
"1IDJ_A","vareaCA","r4s_JC",0.584130063504524
"1IDJ_A","vareaCA","rsa",0.836299362719798
"1IDJ_A","vareaCA","seqent",0.523093492130246
"1IDJ_A","vareaCB","ddgent",0.771473885145474
"1IDJ_A","vareaCB","hbe",0.458210604056605
"1IDJ_A","vareaCB","hpshh",0.315481094819999
"1IDJ_A","vareaCB","r4s_JC",0.587447749640406
"1IDJ_A","vareaCB","rsa",0.861793573095465
"1IDJ_A","vareaCB","seqent",0.523440739961721
"1IDJ_A","vareaN","ddgent",0.62689867797593
"1IDJ_A","vareaN","hbe",0.518021664208
"1IDJ_A","vareaN","hpshh",0.249920822558595
"1IDJ_A","vareaN","r4s_JC",0.56084634128351
"1IDJ_A","vareaN","rsa",0.785227811794361
"1IDJ_A","vareaN","seqent",0.484194691763122
"1IDJ_A","vareaO","ddgent",0.506682124461182
"1IDJ_A","vareaO","hbe",0.482563864070446
"1IDJ_A","vareaO","hpshh",0.206379217581381
"1IDJ_A","vareaO","r4s_JC",0.488562871382609
"1IDJ_A","vareaO","rsa",0.719535799131469
"1IDJ_A","vareaO","seqent",0.446571649619445
"1IDJ_A","vareaSC","ddgent",0.804715716940533
"1IDJ_A","vareaSC","hbe",0.426578320002306
"1IDJ_A","vareaSC","hpshh",0.39301864284845
"1IDJ_A","vareaSC","r4s_JC",0.600772372009834
"1IDJ_A","vareaSC","rsa",0.910657254347444
"1IDJ_A","vareaSC","seqent",0.5393669758767
"1IG8_A","vareaAA","ddgent",0.77351470377828
"1IG8_A","vareaAA","hbe",0.430845576698104
"1IG8_A","vareaAA","hpshh",0.531967379709879
"1IG8_A","vareaAA","r4s_JC",0.635647634028767
"1IG8_A","vareaAA","rsa",0.926081640261025
"1IG8_A","vareaAA","seqent",0.585433917999399
"1IG8_A","vareaC","ddgent",0.668090340907108
"1IG8_A","vareaC","hbe",0.509548711392596
"1IG8_A","vareaC","hpshh",0.439138599454661
"1IG8_A","vareaC","r4s_JC",0.565727841370512
"1IG8_A","vareaC","rsa",0.834275656298232
"1IG8_A","vareaC","seqent",0.506024786251315
"1IG8_A","vareaCA","ddgent",0.728174070028627
"1IG8_A","vareaCA","hbe",0.467139953694974
"1IG8_A","vareaCA","hpshh",0.482984232340599
"1IG8_A","vareaCA","r4s_JC",0.613924260590059
"1IG8_A","vareaCA","rsa",0.866617311071538
"1IG8_A","vareaCA","seqent",0.555217552065929
"1IG8_A","vareaCB","ddgent",0.771507809663043
"1IG8_A","vareaCB","hbe",0.440501183703321
"1IG8_A","vareaCB","hpshh",0.496638109123286
"1IG8_A","vareaCB","r4s_JC",0.635233767605688
"1IG8_A","vareaCB","rsa",0.896105945424525
"1IG8_A","vareaCB","seqent",0.578768580520392
"1IG8_A","vareaN","ddgent",0.619733225385814
"1IG8_A","vareaN","hbe",0.529122315311101
"1IG8_A","vareaN","hpshh",0.421370599384704
"1IG8_A","vareaN","r4s_JC",0.560399451389771
"1IG8_A","vareaN","rsa",0.786697573808889
"1IG8_A","vareaN","seqent",0.498881270403211
"1IG8_A","vareaO","ddgent",0.612836914329452
"1IG8_A","vareaO","hbe",0.515573681171848
"1IG8_A","vareaO","hpshh",0.404441290365972
"1IG8_A","vareaO","r4s_JC",0.512002603930762
"1IG8_A","vareaO","rsa",0.795150375867704
"1IG8_A","vareaO","seqent",0.468228038965213
"1IG8_A","vareaSC","ddgent",0.800901501377843
"1IG8_A","vareaSC","hbe",0.398433855878604
"1IG8_A","vareaSC","hpshh",0.552794611893798
"1IG8_A","vareaSC","r4s_JC",0.659452762414324
"1IG8_A","vareaSC","rsa",0.935085473884396
"1IG8_A","vareaSC","seqent",0.605733884838477
"1IM5_A","vareaAA","ddgent",0.7720921473856
"1IM5_A","vareaAA","hbe",0.376861557093352
"1IM5_A","vareaAA","hpshh",0.53747750467707
"1IM5_A","vareaAA","r4s_JC",0.632677112858538
"1IM5_A","vareaAA","rsa",0.938867878964589
"1IM5_A","vareaAA","seqent",0.607301634306905
"1IM5_A","vareaC","ddgent",0.630701148703785
"1IM5_A","vareaC","hbe",0.537378525013839
"1IM5_A","vareaC","hpshh",0.406970119211318
"1IM5_A","vareaC","r4s_JC",0.55752430423774
"1IM5_A","vareaC","rsa",0.833204993425611
"1IM5_A","vareaC","seqent",0.523683259333179
"1IM5_A","vareaCA","ddgent",0.706651601698994
"1IM5_A","vareaCA","hbe",0.462711488312594
"1IM5_A","vareaCA","hpshh",0.479966148820348
"1IM5_A","vareaCA","r4s_JC",0.557920808928591
"1IM5_A","vareaCA","rsa",0.870546347404539
"1IM5_A","vareaCA","seqent",0.539051707146359
"1IM5_A","vareaCB","ddgent",0.747655514405875
"1IM5_A","vareaCB","hbe",0.437232654344342
"1IM5_A","vareaCB","hpshh",0.510516991628955
"1IM5_A","vareaCB","r4s_JC",0.587161722145704
"1IM5_A","vareaCB","rsa",0.905080096560684
"1IM5_A","vareaCB","seqent",0.558976287718314
"1IM5_A","vareaN","ddgent",0.572552465842278
"1IM5_A","vareaN","hbe",0.493227699861986
"1IM5_A","vareaN","hpshh",0.397553239109156
"1IM5_A","vareaN","r4s_JC",0.492015242952733
"1IM5_A","vareaN","rsa",0.747803865860308
"1IM5_A","vareaN","seqent",0.463887547746378
"1IM5_A","vareaO","ddgent",0.554150189358274
"1IM5_A","vareaO","hbe",0.556942050409972
"1IM5_A","vareaO","hpshh",0.356558658811438
"1IM5_A","vareaO","r4s_JC",0.472336474522898
"1IM5_A","vareaO","rsa",0.783917679614028
"1IM5_A","vareaO","seqent",0.470277641636297
"1IM5_A","vareaSC","ddgent",0.78223379992886
"1IM5_A","vareaSC","hbe",0.324687970430366
"1IM5_A","vareaSC","hpshh",0.537452331462272
"1IM5_A","vareaSC","r4s_JC",0.648112548765704
"1IM5_A","vareaSC","rsa",0.938601387325954
"1IM5_A","vareaSC","seqent",0.634729448896295
"1INP_A","vareaAA","ddgent",0.785964599778749
"1INP_A","vareaAA","hbe",0.533391939082311
"1INP_A","vareaAA","hpshh",0.358246097178058
"1INP_A","vareaAA","r4s_JC",0.55389588224654
"1INP_A","vareaAA","rsa",0.949613106343397
"1INP_A","vareaAA","seqent",0.372173566249625
"1INP_A","vareaC","ddgent",0.708932743329646
"1INP_A","vareaC","hbe",0.578507528548952
"1INP_A","vareaC","hpshh",0.268053460740243
"1INP_A","vareaC","r4s_JC",0.524058606731809
"1INP_A","vareaC","rsa",0.864636118912341
"1INP_A","vareaC","seqent",0.333541226127869
"1INP_A","vareaCA","ddgent",0.742945080906756
"1INP_A","vareaCA","hbe",0.524945097281677
"1INP_A","vareaCA","hpshh",0.281531124003416
"1INP_A","vareaCA","r4s_JC",0.553373783128704
"1INP_A","vareaCA","rsa",0.887681959558884
"1INP_A","vareaCA","seqent",0.361261608776473
"1INP_A","vareaCB","ddgent",0.793343708398177
"1INP_A","vareaCB","hbe",0.539883133095472
"1INP_A","vareaCB","hpshh",0.33017103813052
"1INP_A","vareaCB","r4s_JC",0.560967892455702
"1INP_A","vareaCB","rsa",0.929001162242161
"1INP_A","vareaCB","seqent",0.377466652663556
"1INP_A","vareaN","ddgent",0.676234413965087
"1INP_A","vareaN","hbe",0.563415891628666
"1INP_A","vareaN","hpshh",0.253682510821118
"1INP_A","vareaN","r4s_JC",0.523770041264993
"1INP_A","vareaN","rsa",0.828803878191055
"1INP_A","vareaN","seqent",0.324269160745482
"1INP_A","vareaO","ddgent",0.626492603078769
"1INP_A","vareaO","hbe",0.618737046187912
"1INP_A","vareaO","hpshh",0.247099419447472
"1INP_A","vareaO","r4s_JC",0.490411854550864
"1INP_A","vareaO","rsa",0.79149173005371
"1INP_A","vareaO","seqent",0.309015220520691
"1INP_A","vareaSC","ddgent",0.796142913393209
"1INP_A","vareaSC","hbe",0.501715977565834
"1INP_A","vareaSC","hpshh",0.388855658619373
"1INP_A","vareaSC","r4s_JC",0.551637984032506
"1INP_A","vareaSC","rsa",0.948734824680694
"1INP_A","vareaSC","seqent",0.385282484119242
"1IU4_A","vareaAA","ddgent",0.811638270602733
"1IU4_A","vareaAA","hbe",0.386099344986688
"1IU4_A","vareaAA","hpshh",0.476102333255677
"1IU4_A","vareaAA","r4s_JC",0.337569946662328
"1IU4_A","vareaAA","rsa",0.926778439719143
"1IU4_A","vareaAA","seqent",0.341411870601206
"1IU4_A","vareaC","ddgent",0.694983504465541
"1IU4_A","vareaC","hbe",0.487289666495868
"1IU4_A","vareaC","hpshh",0.367583091568393
"1IU4_A","vareaC","r4s_JC",0.297526706298396
"1IU4_A","vareaC","rsa",0.802275302613265
"1IU4_A","vareaC","seqent",0.297441180830174
"1IU4_A","vareaCA","ddgent",0.784869837896205
"1IU4_A","vareaCA","hbe",0.424726018540759
"1IU4_A","vareaCA","hpshh",0.397047853761592
"1IU4_A","vareaCA","r4s_JC",0.314493048397536
"1IU4_A","vareaCA","rsa",0.853491971156888
"1IU4_A","vareaCA","seqent",0.324358432667262
"1IU4_A","vareaCB","ddgent",0.812806292459042
"1IU4_A","vareaCB","hbe",0.400370039231773
"1IU4_A","vareaCB","hpshh",0.435584322024064
"1IU4_A","vareaCB","r4s_JC",0.322023007120413
"1IU4_A","vareaCB","rsa",0.90118872989747
"1IU4_A","vareaCB","seqent",0.327031770879291
"1IU4_A","vareaN","ddgent",0.700898733632691
"1IU4_A","vareaN","hbe",0.443250481355023
"1IU4_A","vareaN","hpshh",0.339169326805792
"1IU4_A","vareaN","r4s_JC",0.301845646892153
"1IU4_A","vareaN","rsa",0.778213700319358
"1IU4_A","vareaN","seqent",0.314445573675862
"1IU4_A","vareaO","ddgent",0.578726882261262
"1IU4_A","vareaO","hbe",0.467093083505825
"1IU4_A","vareaO","hpshh",0.320373334652967
"1IU4_A","vareaO","r4s_JC",0.291337405587244
"1IU4_A","vareaO","rsa",0.716551943658217
"1IU4_A","vareaO","seqent",0.285278736508194
"1IU4_A","vareaSC","ddgent",0.810893339907281
"1IU4_A","vareaSC","hbe",0.323210033427637
"1IU4_A","vareaSC","hpshh",0.497674218667996
"1IU4_A","vareaSC","r4s_JC",0.336345441068771
"1IU4_A","vareaSC","rsa",0.93131262493613
"1IU4_A","vareaSC","seqent",0.348704617816436
"1J00_A","vareaAA","ddgent",0.756546335020911
"1J00_A","vareaAA","hbe",0.362803102297224
"1J00_A","vareaAA","hpshh",0.498694417802243
"1J00_A","vareaAA","r4s_JC",0.490284044368033
"1J00_A","vareaAA","rsa",0.938598751758908
"1J00_A","vareaAA","seqent",0.457502399093902
"1J00_A","vareaC","ddgent",0.664869029275809
"1J00_A","vareaC","hbe",0.461468275340744
"1J00_A","vareaC","hpshh",0.393866196113357
"1J00_A","vareaC","r4s_JC",0.423246973421232
"1J00_A","vareaC","rsa",0.853650565920813
"1J00_A","vareaC","seqent",0.37951569608639
"1J00_A","vareaCA","ddgent",0.714078802553379
"1J00_A","vareaCA","hbe",0.397556036060185
"1J00_A","vareaCA","hpshh",0.427815724557111
"1J00_A","vareaCA","r4s_JC",0.475466041738503
"1J00_A","vareaCA","rsa",0.873163077497823
"1J00_A","vareaCA","seqent",0.436947431432722
"1J00_A","vareaCB","ddgent",0.773849878934625
"1J00_A","vareaCB","hbe",0.355813543995746
"1J00_A","vareaCB","hpshh",0.461494778414863
"1J00_A","vareaCB","r4s_JC",0.506890597415226
"1J00_A","vareaCB","rsa",0.92075416503224
"1J00_A","vareaCB","seqent",0.468339572405387
"1J00_A","vareaN","ddgent",0.567858243451464
"1J00_A","vareaN","hbe",0.442190569337094
"1J00_A","vareaN","hpshh",0.339586914603406
"1J00_A","vareaN","r4s_JC",0.40039755393159
"1J00_A","vareaN","rsa",0.758476122953934
"1J00_A","vareaN","seqent",0.383243657289518
"1J00_A","vareaO","ddgent",0.633581333920317
"1J00_A","vareaO","hbe",0.524735392371395
"1J00_A","vareaO","hpshh",0.370589926026595
"1J00_A","vareaO","r4s_JC",0.379902417114797
"1J00_A","vareaO","rsa",0.826310957993127
"1J00_A","vareaO","seqent",0.350353507696405
"1J00_A","vareaSC","ddgent",0.782890160686771
"1J00_A","vareaSC","hbe",0.313408315422017
"1J00_A","vareaSC","hpshh",0.498616035371198
"1J00_A","vareaSC","r4s_JC",0.531646336488493
"1J00_A","vareaSC","rsa",0.946301029892307
"1J00_A","vareaSC","seqent",0.500431737979526
"1J09_A","vareaAA","ddgent",0.740544401319754
"1J09_A","vareaAA","hbe",0.387761214470938
"1J09_A","vareaAA","hpshh",0.507141159150366
"1J09_A","vareaAA","r4s_JC",0.484193551629526
"1J09_A","vareaAA","rsa",0.922483164862233
"1J09_A","vareaAA","seqent",0.422264390164662
"1J09_A","vareaC","ddgent",0.629505600453857
"1J09_A","vareaC","hbe",0.467459736696339
"1J09_A","vareaC","hpshh",0.385982412586072
"1J09_A","vareaC","r4s_JC",0.448941138814518
"1J09_A","vareaC","rsa",0.812189038483784
"1J09_A","vareaC","seqent",0.361781119434142
"1J09_A","vareaCA","ddgent",0.687758450362868
"1J09_A","vareaCA","hbe",0.419344437777194
"1J09_A","vareaCA","hpshh",0.434291565702548
"1J09_A","vareaCA","r4s_JC",0.459069497320609
"1J09_A","vareaCA","rsa",0.847264952447974
"1J09_A","vareaCA","seqent",0.38818654028836
"1J09_A","vareaCB","ddgent",0.730583147982234
"1J09_A","vareaCB","hbe",0.406726355815256
"1J09_A","vareaCB","hpshh",0.464104874031077
"1J09_A","vareaCB","r4s_JC",0.473932513210797
"1J09_A","vareaCB","rsa",0.88566827013928
"1J09_A","vareaCB","seqent",0.401042182719338
"1J09_A","vareaN","ddgent",0.575280735372995
"1J09_A","vareaN","hbe",0.476261351704968
"1J09_A","vareaN","hpshh",0.363724560570415
"1J09_A","vareaN","r4s_JC",0.414720491374802
"1J09_A","vareaN","rsa",0.748068804065777
"1J09_A","vareaN","seqent",0.355585780732729
"1J09_A","vareaO","ddgent",0.583058657813364
"1J09_A","vareaO","hbe",0.466090685487616
"1J09_A","vareaO","hpshh",0.365339954780558
"1J09_A","vareaO","r4s_JC",0.408604657091566
"1J09_A","vareaO","rsa",0.76606387261655
"1J09_A","vareaO","seqent",0.318979382399328
"1J09_A","vareaSC","ddgent",0.751491852453852
"1J09_A","vareaSC","hbe",0.319523812399103
"1J09_A","vareaSC","hpshh",0.52028183338617
"1J09_A","vareaSC","r4s_JC",0.489876469414018
"1J09_A","vareaSC","rsa",0.923136597389169
"1J09_A","vareaSC","seqent",0.427183247931331
"1JH6_A","vareaAA","ddgent",0.793911922931275
"1JH6_A","vareaAA","hbe",0.420032025340215
"1JH6_A","vareaAA","hpshh",0.540302106480767
"1JH6_A","vareaAA","r4s_JC",0.608313466620944
"1JH6_A","vareaAA","rsa",0.935327015821463
"1JH6_A","vareaAA","seqent",0.439677028149039
"1JH6_A","vareaC","ddgent",0.671632971080485
"1JH6_A","vareaC","hbe",0.457392748447271
"1JH6_A","vareaC","hpshh",0.396825547551655
"1JH6_A","vareaC","r4s_JC",0.50729342957841
"1JH6_A","vareaC","rsa",0.822888062642037
"1JH6_A","vareaC","seqent",0.382996377471516
"1JH6_A","vareaCA","ddgent",0.755236476230951
"1JH6_A","vareaCA","hbe",0.435257657979944
"1JH6_A","vareaCA","hpshh",0.443247032321508
"1JH6_A","vareaCA","r4s_JC",0.569245208098335
"1JH6_A","vareaCA","rsa",0.858991776229641
"1JH6_A","vareaCA","seqent",0.414283690526784
"1JH6_A","vareaCB","ddgent",0.818100499868456
"1JH6_A","vareaCB","hbe",0.424455288498565
"1JH6_A","vareaCB","hpshh",0.514256477553085
"1JH6_A","vareaCB","r4s_JC",0.598012147722388
"1JH6_A","vareaCB","rsa",0.926858739001751
"1JH6_A","vareaCB","seqent",0.437121810049987
"1JH6_A","vareaN","ddgent",0.667271770586688
"1JH6_A","vareaN","hbe",0.54354349218245
"1JH6_A","vareaN","hpshh",0.346678368190849
"1JH6_A","vareaN","r4s_JC",0.537782601121986
"1JH6_A","vareaN","rsa",0.774435236779046
"1JH6_A","vareaN","seqent",0.363813166575597
"1JH6_A","vareaO","ddgent",0.590768922535098
"1JH6_A","vareaO","hbe",0.498073187509257
"1JH6_A","vareaO","hpshh",0.379036080471349
"1JH6_A","vareaO","r4s_JC",0.433339876884381
"1JH6_A","vareaO","rsa",0.744561129481733
"1JH6_A","vareaO","seqent",0.303673276098068
"1JH6_A","vareaSC","ddgent",0.813732627918176
"1JH6_A","vareaSC","hbe",0.386605187883246
"1JH6_A","vareaSC","hpshh",0.581857678547015
"1JH6_A","vareaSC","r4s_JC",0.602291723178837
"1JH6_A","vareaSC","rsa",0.945846091569417
"1JH6_A","vareaSC","seqent",0.450997941330245
"1JMS_A","vareaAA","ddgent",0.753445885642122
"1JMS_A","vareaAA","hbe",0.434705089048286
"1JMS_A","vareaAA","hpshh",0.463400674809085
"1JMS_A","vareaAA","r4s_JC",0.598808859347514
"1JMS_A","vareaAA","rsa",0.932212828044769
"1JMS_A","vareaAA","seqent",0.475425858590966
"1JMS_A","vareaC","ddgent",0.62391633680301
"1JMS_A","vareaC","hbe",0.505246122987068
"1JMS_A","vareaC","hpshh",0.310299727886647
"1JMS_A","vareaC","r4s_JC",0.56929121404271
"1JMS_A","vareaC","rsa",0.824517908255206
"1JMS_A","vareaC","seqent",0.438287445193122
"1JMS_A","vareaCA","ddgent",0.710956617463612
"1JMS_A","vareaCA","hbe",0.467021324938909
"1JMS_A","vareaCA","hpshh",0.406386737599476
"1JMS_A","vareaCA","r4s_JC",0.570275932896071
"1JMS_A","vareaCA","rsa",0.866825322009433
"1JMS_A","vareaCA","seqent",0.465753456367594
"1JMS_A","vareaCB","ddgent",0.756411700707567
"1JMS_A","vareaCB","hbe",0.440095909169768
"1JMS_A","vareaCB","hpshh",0.436577410355749
"1JMS_A","vareaCB","r4s_JC",0.583476464005287
"1JMS_A","vareaCB","rsa",0.900735648093662
"1JMS_A","vareaCB","seqent",0.46469403434031
"1JMS_A","vareaN","ddgent",0.617866135798373
"1JMS_A","vareaN","hbe",0.512453349392056
"1JMS_A","vareaN","hpshh",0.341614201951706
"1JMS_A","vareaN","r4s_JC",0.529778614504605
"1JMS_A","vareaN","rsa",0.757848160578052
