"pdb","varea","variable","value"
"1COY_A","vareaO","r4s_JC",0.369152556796076
"1COY_A","vareaO","rsa",0.711961621738518
"1COY_A","vareaO","seqent",0.276563636482028
"1COY_A","vareaSC","ddgent",0.73981010091371
"1COY_A","vareaSC","hbe",0.323670126592339
"1COY_A","vareaSC","hpshh",0.431620711563216
"1COY_A","vareaSC","r4s_JC",0.553581709145899
"1COY_A","vareaSC","rsa",0.915288742795701
"1COY_A","vareaSC","seqent",0.423882112888866
"1CQQ_A","vareaAA","ddgent",0.78083891478132
"1CQQ_A","vareaAA","hbe",0.584381010466611
"1CQQ_A","vareaAA","hpshh",0.534534393856404
"1CQQ_A","vareaAA","r4s_JC",0.378225025695464
"1CQQ_A","vareaAA","rsa",0.94858367200915
"1CQQ_A","vareaAA","seqent",0.375560974104139
"1CQQ_A","vareaC","ddgent",0.648034404354044
"1CQQ_A","vareaC","hbe",0.592906734468146
"1CQQ_A","vareaC","hpshh",0.423220117430355
"1CQQ_A","vareaC","r4s_JC",0.353437198100126
"1CQQ_A","vareaC","rsa",0.830764989655532
"1CQQ_A","vareaC","seqent",0.310558967869379
"1CQQ_A","vareaCA","ddgent",0.728907270800539
"1CQQ_A","vareaCA","hbe",0.56511915146109
"1CQQ_A","vareaCA","hpshh",0.472531320844441
"1CQQ_A","vareaCA","r4s_JC",0.327483695467827
"1CQQ_A","vareaCA","rsa",0.893357324288592
"1CQQ_A","vareaCA","seqent",0.311865592559441
"1CQQ_A","vareaCB","ddgent",0.786754735228454
"1CQQ_A","vareaCB","hbe",0.557556623315371
"1CQQ_A","vareaCB","hpshh",0.50826471967084
"1CQQ_A","vareaCB","r4s_JC",0.386831267252555
"1CQQ_A","vareaCB","rsa",0.922213109011314
"1CQQ_A","vareaCB","seqent",0.38565182052944
"1CQQ_A","vareaN","ddgent",0.688214656830972
"1CQQ_A","vareaN","hbe",0.607313510089328
"1CQQ_A","vareaN","hpshh",0.473661687257513
"1CQQ_A","vareaN","r4s_JC",0.337882175254739
"1CQQ_A","vareaN","rsa",0.84512175787794
"1CQQ_A","vareaN","seqent",0.326265213946933
"1CQQ_A","vareaO","ddgent",0.544872784139428
"1CQQ_A","vareaO","hbe",0.612380578886378
"1CQQ_A","vareaO","hpshh",0.369630848431027
"1CQQ_A","vareaO","r4s_JC",0.294211029364261
"1CQQ_A","vareaO","rsa",0.719689700302417
"1CQQ_A","vareaO","seqent",0.239145241108265
"1CQQ_A","vareaSC","ddgent",0.782925398932066
"1CQQ_A","vareaSC","hbe",0.533161835967104
"1CQQ_A","vareaSC","hpshh",0.550895828871903
"1CQQ_A","vareaSC","r4s_JC",0.377008937528043
"1CQQ_A","vareaSC","rsa",0.940789909478304
"1CQQ_A","vareaSC","seqent",0.384950152782493
"1CVR_A","vareaAA","ddgent",0.772634312669571
"1CVR_A","vareaAA","hbe",0.399404412834616
"1CVR_A","vareaAA","hpshh",0.412123132973761
"1CVR_A","vareaAA","r4s_JC",0.423341109860884
"1CVR_A","vareaAA","rsa",0.921988265182194
"1CVR_A","vareaAA","seqent",0.359747412629391
"1CVR_A","vareaC","ddgent",0.641616610314199
"1CVR_A","vareaC","hbe",0.439432259712705
"1CVR_A","vareaC","hpshh",0.313663869254225
"1CVR_A","vareaC","r4s_JC",0.391539210488375
"1CVR_A","vareaC","rsa",0.822414614984081
"1CVR_A","vareaC","seqent",0.347047268611321
"1CVR_A","vareaCA","ddgent",0.736891278733656
"1CVR_A","vareaCA","hbe",0.408986349776485
"1CVR_A","vareaCA","hpshh",0.362935935822843
"1CVR_A","vareaCA","r4s_JC",0.404588069006378
"1CVR_A","vareaCA","rsa",0.871191298150214
"1CVR_A","vareaCA","seqent",0.348322566987492
"1CVR_A","vareaCB","ddgent",0.789406093211091
"1CVR_A","vareaCB","hbe",0.403760921457961
"1CVR_A","vareaCB","hpshh",0.377032313552085
"1CVR_A","vareaCB","r4s_JC",0.419813783894481
"1CVR_A","vareaCB","rsa",0.89403887748042
"1CVR_A","vareaCB","seqent",0.363538254913882
"1CVR_A","vareaN","ddgent",0.626590773913183
"1CVR_A","vareaN","hbe",0.468454683712927
"1CVR_A","vareaN","hpshh",0.298479924988681
"1CVR_A","vareaN","r4s_JC",0.379130012842201
"1CVR_A","vareaN","rsa",0.795103195944966
"1CVR_A","vareaN","seqent",0.304821243333308
"1CVR_A","vareaO","ddgent",0.548675022962032
"1CVR_A","vareaO","hbe",0.485568615973132
"1CVR_A","vareaO","hpshh",0.274098398290427
"1CVR_A","vareaO","r4s_JC",0.325934316093693
"1CVR_A","vareaO","rsa",0.730050500677065
"1CVR_A","vareaO","seqent",0.305149084365352
"1CVR_A","vareaSC","ddgent",0.790347116555656
"1CVR_A","vareaSC","hbe",0.354637940892432
"1CVR_A","vareaSC","hpshh",0.43491580824845
"1CVR_A","vareaSC","r4s_JC",0.446530488979881
"1CVR_A","vareaSC","rsa",0.924142619562509
"1CVR_A","vareaSC","seqent",0.3716107675494
"1CWY_A","vareaAA","ddgent",0.751292861171445
"1CWY_A","vareaAA","hbe",0.256358742224034
"1CWY_A","vareaAA","hpshh",0.448005640023928
"1CWY_A","vareaAA","r4s_JC",0.596899748226858
"1CWY_A","vareaAA","rsa",0.902378932712732
"1CWY_A","vareaAA","seqent",0.554757913681554
"1CWY_A","vareaC","ddgent",0.621284116047283
"1CWY_A","vareaC","hbe",0.358515689601629
"1CWY_A","vareaC","hpshh",0.344023201352225
"1CWY_A","vareaC","r4s_JC",0.499832473378567
"1CWY_A","vareaC","rsa",0.781036681100947
"1CWY_A","vareaC","seqent",0.455476196407644
"1CWY_A","vareaCA","ddgent",0.707879584507448
"1CWY_A","vareaCA","hbe",0.328219651406302
"1CWY_A","vareaCA","hpshh",0.366899778341267
"1CWY_A","vareaCA","r4s_JC",0.570144264648723
"1CWY_A","vareaCA","rsa",0.827980175263383
"1CWY_A","vareaCA","seqent",0.528891746538018
"1CWY_A","vareaCB","ddgent",0.755033612134449
"1CWY_A","vareaCB","hbe",0.290906563689424
"1CWY_A","vareaCB","hpshh",0.411313154737173
"1CWY_A","vareaCB","r4s_JC",0.604277175192056
"1CWY_A","vareaCB","rsa",0.872532819061292
"1CWY_A","vareaCB","seqent",0.56364745989633
"1CWY_A","vareaN","ddgent",0.617474277897112
"1CWY_A","vareaN","hbe",0.391173585964216
"1CWY_A","vareaN","hpshh",0.286842199371876
"1CWY_A","vareaN","r4s_JC",0.51072070642834
"1CWY_A","vareaN","rsa",0.735832579291875
"1CWY_A","vareaN","seqent",0.466609659393759
"1CWY_A","vareaO","ddgent",0.566355513422054
"1CWY_A","vareaO","hbe",0.380430963356039
"1CWY_A","vareaO","hpshh",0.335604292900473
"1CWY_A","vareaO","r4s_JC",0.465091303847888
"1CWY_A","vareaO","rsa",0.737831355140586
"1CWY_A","vareaO","seqent",0.422961698983818
"1CWY_A","vareaSC","ddgent",0.78613495253981
"1CWY_A","vareaSC","hbe",0.192996847840671
"1CWY_A","vareaSC","hpshh",0.465132981984552
"1CWY_A","vareaSC","r4s_JC",0.61079992659531
"1CWY_A","vareaSC","rsa",0.912490307823472
"1CWY_A","vareaSC","seqent",0.572065572962403
"1CZ1_A","vareaAA","ddgent",0.781367335817532
"1CZ1_A","vareaAA","hbe",0.312400362994122
"1CZ1_A","vareaAA","hpshh",0.373176538308104
"1CZ1_A","vareaAA","r4s_JC",0.648173180135228
"1CZ1_A","vareaAA","rsa",0.924982058299042
"1CZ1_A","vareaAA","seqent",0.514468304890293
"1CZ1_A","vareaC","ddgent",0.649561472135173
"1CZ1_A","vareaC","hbe",0.438711566473181
"1CZ1_A","vareaC","hpshh",0.296693360861906
"1CZ1_A","vareaC","r4s_JC",0.586109107453331
"1CZ1_A","vareaC","rsa",0.826012329128801
"1CZ1_A","vareaC","seqent",0.441532348450254
"1CZ1_A","vareaCA","ddgent",0.716539276704927
"1CZ1_A","vareaCA","hbe",0.395729262409102
"1CZ1_A","vareaCA","hpshh",0.332724089231003
"1CZ1_A","vareaCA","r4s_JC",0.605957359939169
"1CZ1_A","vareaCA","rsa",0.875704815499373
"1CZ1_A","vareaCA","seqent",0.476157631650327
"1CZ1_A","vareaCB","ddgent",0.778061197212217
"1CZ1_A","vareaCB","hbe",0.317760579332901
"1CZ1_A","vareaCB","hpshh",0.359079754184168
"1CZ1_A","vareaCB","r4s_JC",0.638647341334815
"1CZ1_A","vareaCB","rsa",0.893545827829311
"1CZ1_A","vareaCB","seqent",0.506270548712865
"1CZ1_A","vareaN","ddgent",0.627871350771771
"1CZ1_A","vareaN","hbe",0.4134380223136
"1CZ1_A","vareaN","hpshh",0.281490827122191
"1CZ1_A","vareaN","r4s_JC",0.566474615641686
"1CZ1_A","vareaN","rsa",0.77393275788546
"1CZ1_A","vareaN","seqent",0.465690056617942
"1CZ1_A","vareaO","ddgent",0.585407158199154
"1CZ1_A","vareaO","hbe",0.423659513035738
"1CZ1_A","vareaO","hpshh",0.287227259551144
"1CZ1_A","vareaO","r4s_JC",0.50961515920972
"1CZ1_A","vareaO","rsa",0.759334698484878
"1CZ1_A","vareaO","seqent",0.366728387401515
"1CZ1_A","vareaSC","ddgent",0.79545902791849
"1CZ1_A","vareaSC","hbe",0.214263936551535
"1CZ1_A","vareaSC","hpshh",0.414486037384447
"1CZ1_A","vareaSC","r4s_JC",0.686145605017719
"1CZ1_A","vareaSC","rsa",0.918347945397418
"1CZ1_A","vareaSC","seqent",0.56060535830507
"1CZF_A","vareaAA","ddgent",0.723981461384268
"1CZF_A","vareaAA","hbe",0.313170275862583
"1CZF_A","vareaAA","hpshh",0.434911735644132
"1CZF_A","vareaAA","r4s_JC",0.520655508516675
"1CZF_A","vareaAA","rsa",0.907218554617944
"1CZF_A","vareaAA","seqent",0.438916748587873
"1CZF_A","vareaC","ddgent",0.576408270878286
"1CZF_A","vareaC","hbe",0.355565568351324
"1CZF_A","vareaC","hpshh",0.322167675562685
"1CZF_A","vareaC","r4s_JC",0.434620195514734
"1CZF_A","vareaC","rsa",0.784032383696429
"1CZF_A","vareaC","seqent",0.37565401440342
"1CZF_A","vareaCA","ddgent",0.687364184211534
"1CZF_A","vareaCA","hbe",0.284722859493972
"1CZF_A","vareaCA","hpshh",0.369909509508509
"1CZF_A","vareaCA","r4s_JC",0.498310636793841
"1CZF_A","vareaCA","rsa",0.839771251758656
"1CZF_A","vareaCA","seqent",0.422279823964269
"1CZF_A","vareaCB","ddgent",0.763730641063289
"1CZF_A","vareaCB","hbe",0.274766247802455
"1CZF_A","vareaCB","hpshh",0.397843545955307
"1CZF_A","vareaCB","r4s_JC",0.552096711966145
"1CZF_A","vareaCB","rsa",0.869985873268665
"1CZF_A","vareaCB","seqent",0.466052855162364
"1CZF_A","vareaN","ddgent",0.546628704212045
"1CZF_A","vareaN","hbe",0.350350139512896
"1CZF_A","vareaN","hpshh",0.317086154362254
"1CZF_A","vareaN","r4s_JC",0.416788857330412
"1CZF_A","vareaN","rsa",0.761698748250381
"1CZF_A","vareaN","seqent",0.32972994842081
"1CZF_A","vareaO","ddgent",0.3939711195945
"1CZF_A","vareaO","hbe",0.327174818870898
"1CZF_A","vareaO","hpshh",0.215584461583586
"1CZF_A","vareaO","r4s_JC",0.316403792161002
"1CZF_A","vareaO","rsa",0.62690963983914
"1CZF_A","vareaO","seqent",0.250189699787463
"1CZF_A","vareaSC","ddgent",0.780044176040244
"1CZF_A","vareaSC","hbe",0.284340557530025
"1CZF_A","vareaSC","hpshh",0.483681978408381
"1CZF_A","vareaSC","r4s_JC",0.567099850021902
"1CZF_A","vareaSC","rsa",0.913138446900341
"1CZF_A","vareaSC","seqent",0.483015355610305
"1D1Q_A","vareaAA","ddgent",0.777868999283497
"1D1Q_A","vareaAA","hbe",0.50838397062491
"1D1Q_A","vareaAA","hpshh",0.439582698186501
"1D1Q_A","vareaAA","r4s_JC",0.607808833549272
"1D1Q_A","vareaAA","rsa",0.94724049031846
"1D1Q_A","vareaAA","seqent",0.497291052061391
"1D1Q_A","vareaC","ddgent",0.661559589204681
"1D1Q_A","vareaC","hbe",0.558960919814373
"1D1Q_A","vareaC","hpshh",0.319743035876077
"1D1Q_A","vareaC","r4s_JC",0.596401296990183
"1D1Q_A","vareaC","rsa",0.852272461449812
"1D1Q_A","vareaC","seqent",0.490006486010903
"1D1Q_A","vareaCA","ddgent",0.753922856460473
"1D1Q_A","vareaCA","hbe",0.498989167557567
"1D1Q_A","vareaCA","hpshh",0.401044367490338
"1D1Q_A","vareaCA","r4s_JC",0.604356120638886
"1D1Q_A","vareaCA","rsa",0.899939834963941
"1D1Q_A","vareaCA","seqent",0.494574267181906
"1D1Q_A","vareaCB","ddgent",0.776319560544543
"1D1Q_A","vareaCB","hbe",0.465566842087224
"1D1Q_A","vareaCB","hpshh",0.410595145158205
"1D1Q_A","vareaCB","r4s_JC",0.628044447995099
"1D1Q_A","vareaCB","rsa",0.918555646192831
"1D1Q_A","vareaCB","seqent",0.524069295991659
"1D1Q_A","vareaN","ddgent",0.675480654406496
"1D1Q_A","vareaN","hbe",0.552521030172058
"1D1Q_A","vareaN","hpshh",0.330223151201692
"1D1Q_A","vareaN","r4s_JC",0.572699534953385
"1D1Q_A","vareaN","rsa",0.814036480277343
"1D1Q_A","vareaN","seqent",0.483502622428531
"1D1Q_A","vareaO","ddgent",0.541267614043468
"1D1Q_A","vareaO","hbe",0.59056162104089
"1D1Q_A","vareaO","hpshh",0.227916693397181
"1D1Q_A","vareaO","r4s_JC",0.53557204878515
"1D1Q_A","vareaO","rsa",0.760067541653169
"1D1Q_A","vareaO","seqent",0.424633476663552
"1D1Q_A","vareaSC","ddgent",0.78855087174588
"1D1Q_A","vareaSC","hbe",0.450825123923862
"1D1Q_A","vareaSC","hpshh",0.500981837352475
"1D1Q_A","vareaSC","r4s_JC",0.628331054514249
"1D1Q_A","vareaSC","rsa",0.952102125348727
"1D1Q_A","vareaSC","seqent",0.527313017718649
"1D4C_A","vareaAA","ddgent",0.776612987527832
"1D4C_A","vareaAA","hbe",0.311719415184445
"1D4C_A","vareaAA","hpshh",0.412346189056693
"1D4C_A","vareaAA","r4s_JC",0.649435655157136
"1D4C_A","vareaAA","rsa",0.918480555803237
"1D4C_A","vareaAA","seqent",0.489111157126971
"1D4C_A","vareaC","ddgent",0.64871305995682
"1D4C_A","vareaC","hbe",0.361325810785591
"1D4C_A","vareaC","hpshh",0.325123620994523
"1D4C_A","vareaC","r4s_JC",0.5934650404729
"1D4C_A","vareaC","rsa",0.817166742513425
"1D4C_A","vareaC","seqent",0.459123023847489
"1D4C_A","vareaCA","ddgent",0.718180673770208
"1D4C_A","vareaCA","hbe",0.332784269454474
"1D4C_A","vareaCA","hpshh",0.36355338579836
"1D4C_A","vareaCA","r4s_JC",0.609204406184921
"1D4C_A","vareaCA","rsa",0.865160488093351
"1D4C_A","vareaCA","seqent",0.468923606112887
"1D4C_A","vareaCB","ddgent",0.76392546930779
"1D4C_A","vareaCB","hbe",0.303531150013663
"1D4C_A","vareaCB","hpshh",0.386557433240896
"1D4C_A","vareaCB","r4s_JC",0.646024716034987
"1D4C_A","vareaCB","rsa",0.892321380322329
"1D4C_A","vareaCB","seqent",0.492443336752309
"1D4C_A","vareaN","ddgent",0.598949244307664
"1D4C_A","vareaN","hbe",0.40668045356873
"1D4C_A","vareaN","hpshh",0.302808085994408
"1D4C_A","vareaN","r4s_JC",0.538240771848983
"1D4C_A","vareaN","rsa",0.765393841665705
"1D4C_A","vareaN","seqent",0.40300175833518
"1D4C_A","vareaO","ddgent",0.599591775970541
"1D4C_A","vareaO","hbe",0.388486487475653
"1D4C_A","vareaO","hpshh",0.288184674883299
"1D4C_A","vareaO","r4s_JC",0.539637580960018
"1D4C_A","vareaO","rsa",0.769307826427029
"1D4C_A","vareaO","seqent",0.39216869022674
"1D4C_A","vareaSC","ddgent",0.781956011916902
"1D4C_A","vareaSC","hbe",0.248662276367051
"1D4C_A","vareaSC","hpshh",0.424666963336481
"1D4C_A","vareaSC","r4s_JC",0.652148379275022
"1D4C_A","vareaSC","rsa",0.906821026098049
"1D4C_A","vareaSC","seqent",0.491709470791882
"1D6O_A","vareaAA","ddgent",0.751464566312036
"1D6O_A","vareaAA","hbe",0.545357017924053
"1D6O_A","vareaAA","hpshh",0.525869455750971
"1D6O_A","vareaAA","r4s_JC",0.496179506403832
"1D6O_A","vareaAA","rsa",0.952778674548846
"1D6O_A","vareaAA","seqent",0.425717792177297
"1D6O_A","vareaC","ddgent",0.566870432414428
"1D6O_A","vareaC","hbe",0.650337570231259
"1D6O_A","vareaC","hpshh",0.398726522717617
"1D6O_A","vareaC","r4s_JC",0.34328538884121
"1D6O_A","vareaC","rsa",0.804230271018832
"1D6O_A","vareaC","seqent",0.268508120528282
"1D6O_A","vareaCA","ddgent",0.734771449283881
"1D6O_A","vareaCA","hbe",0.509558394827696
"1D6O_A","vareaCA","hpshh",0.48801380741395
"1D6O_A","vareaCA","r4s_JC",0.442733935682054
"1D6O_A","vareaCA","rsa",0.892594509475102
"1D6O_A","vareaCA","seqent",0.363447510739166
"1D6O_A","vareaCB","ddgent",0.796871020200239
"1D6O_A","vareaCB","hbe",0.532545549551674
"1D6O_A","vareaCB","hpshh",0.514851547207745
"1D6O_A","vareaCB","r4s_JC",0.530065605332308
"1D6O_A","vareaCB","rsa",0.91687212314773
"1D6O_A","vareaCB","seqent",0.456671601209506
"1D6O_A","vareaN","ddgent",0.666549109504497
"1D6O_A","vareaN","hbe",0.604084005067346
"1D6O_A","vareaN","hpshh",0.431367813268138
"1D6O_A","vareaN","r4s_JC",0.42833871320492
"1D6O_A","vareaN","rsa",0.825968344327481
"1D6O_A","vareaN","seqent",0.344961480392508
"1D6O_A","vareaO","ddgent",0.438380454162503
"1D6O_A","vareaO","hbe",0.694793120522261
"1D6O_A","vareaO","hpshh",0.29820529205564
"1D6O_A","vareaO","r4s_JC",0.225810966066609
"1D6O_A","vareaO","rsa",0.702854565137854
"1D6O_A","vareaO","seqent",0.160483443725252
"1D6O_A","vareaSC","ddgent",0.801984756754639
"1D6O_A","vareaSC","hbe",0.443609952854236
"1D6O_A","vareaSC","hpshh",0.566602329759263
"1D6O_A","vareaSC","r4s_JC",0.556597303669164
"1D6O_A","vareaSC","rsa",0.945954272644101
"1D6O_A","vareaSC","seqent",0.502818065086528
"1DDJ_A","vareaAA","ddgent",0.811689925048656
"1DDJ_A","vareaAA","hbe",0.533468067444248
"1DDJ_A","vareaAA","hpshh",0.396331038828432
"1DDJ_A","vareaAA","r4s_JC",0.654236530090632
"1DDJ_A","vareaAA","rsa",0.931829269696344
"1DDJ_A","vareaAA","seqent",0.602744942425373
"1DDJ_A","vareaC","ddgent",0.707610921936567
"1DDJ_A","vareaC","hbe",0.567279822094824
"1DDJ_A","vareaC","hpshh",0.269444721402522
"1DDJ_A","vareaC","r4s_JC",0.592597386768222
"1DDJ_A","vareaC","rsa",0.821306406740392
"1DDJ_A","vareaC","seqent",0.544959188134582
"1DDJ_A","vareaCA","ddgent",0.764159688090286
"1DDJ_A","vareaCA","hbe",0.51920944603974
"1DDJ_A","vareaCA","hpshh",0.29809327805879
"1DDJ_A","vareaCA","r4s_JC",0.627609735806335
"1DDJ_A","vareaCA","rsa",0.863357445249523
"1DDJ_A","vareaCA","seqent",0.58307832202909
"1DDJ_A","vareaCB","ddgent",0.813341692230801
"1DDJ_A","vareaCB","hbe",0.51804323520333
"1DDJ_A","vareaCB","hpshh",0.363698988159529
"1DDJ_A","vareaCB","r4s_JC",0.633867869431658
"1DDJ_A","vareaCB","rsa",0.916849198175149
"1DDJ_A","vareaCB","seqent",0.580216983894407
"1DDJ_A","vareaN","ddgent",0.696603936458589
"1DDJ_A","vareaN","hbe",0.572216693524641
"1DDJ_A","vareaN","hpshh",0.27122131420989
"1DDJ_A","vareaN","r4s_JC",0.57019343346233
"1DDJ_A","vareaN","rsa",0.829840078293484
"1DDJ_A","vareaN","seqent",0.535205716714092
"1DDJ_A","vareaO","ddgent",0.561732130968952
"1DDJ_A","vareaO","hbe",0.580984459298068
"1DDJ_A","vareaO","hpshh",0.228425460112745
"1DDJ_A","vareaO","r4s_JC",0.460359350490673
"1DDJ_A","vareaO","rsa",0.71595005562371
"1DDJ_A","vareaO","seqent",0.419985020916107
"1DDJ_A","vareaSC","ddgent",0.825235636449351
"1DDJ_A","vareaSC","hbe",0.481977406471508
"1DDJ_A","vareaSC","hpshh",0.439880308743256
"1DDJ_A","vareaSC","r4s_JC",0.655913322486677
"1DDJ_A","vareaSC","rsa",0.934381440462981
"1DDJ_A","vareaSC","seqent",0.606018133209909
"1DGK_N","vareaAA","ddgent",0.756304749619855
"1DGK_N","vareaAA","hbe",0.384327022959943
"1DGK_N","vareaAA","hpshh",0.480408340211051
"1DGK_N","vareaAA","r4s_JC",0.533870838262113
"1DGK_N","vareaAA","rsa",0.907296601116077
"1DGK_N","vareaAA","seqent",0.519789705735649
"1DGK_N","vareaC","ddgent",0.658184977894307
"1DGK_N","vareaC","hbe",0.441682908691087
"1DGK_N","vareaC","hpshh",0.417045662477211
"1DGK_N","vareaC","r4s_JC",0.478406976960735
"1DGK_N","vareaC","rsa",0.829689117300272
"1DGK_N","vareaC","seqent",0.464290701568317
"1DGK_N","vareaCA","ddgent",0.706961515294586
"1DGK_N","vareaCA","hbe",0.390128361732268
"1DGK_N","vareaCA","hpshh",0.412581310907023
"1DGK_N","vareaCA","r4s_JC",0.533034867529021
"1DGK_N","vareaCA","rsa",0.851430110600414
"1DGK_N","vareaCA","seqent",0.509411532246067
"1DGK_N","vareaCB","ddgent",0.744979252789549
"1DGK_N","vareaCB","hbe",0.382180222140582
"1DGK_N","vareaCB","hpshh",0.449172761139936
"1DGK_N","vareaCB","r4s_JC",0.547093265103075
"1DGK_N","vareaCB","rsa",0.88423172579127
"1DGK_N","vareaCB","seqent",0.521162015037225
"1DGK_N","vareaN","ddgent",0.618702765424971
"1DGK_N","vareaN","hbe",0.455784449886203
"1DGK_N","vareaN","hpshh",0.34074304175545
"1DGK_N","vareaN","r4s_JC",0.473460731726995
"1DGK_N","vareaN","rsa",0.765737481616163
"1DGK_N","vareaN","seqent",0.444273382164953
"1DGK_N","vareaO","ddgent",0.608564825427834
"1DGK_N","vareaO","hbe",0.473047461940112
"1DGK_N","vareaO","hpshh",0.3989557585009
"1DGK_N","vareaO","r4s_JC",0.444628787106268
"1DGK_N","vareaO","rsa",0.780516685917282
"1DGK_N","vareaO","seqent",0.41838917241143
"1DGK_N","vareaSC","ddgent",0.772224025209897
"1DGK_N","vareaSC","hbe",0.341765798553405
"1DGK_N","vareaSC","hpshh",0.484997379654676
"1DGK_N","vareaSC","r4s_JC",0.554893159171302
"1DGK_N","vareaSC","rsa",0.915023211148612
"1DGK_N","vareaSC","seqent",0.540415164394376
"1DGS_A","vareaAA","ddgent",0.778832663445412
"1DGS_A","vareaAA","hbe",0.324155246212613
"1DGS_A","vareaAA","hpshh",0.478899107421693
"1DGS_A","vareaAA","r4s_JC",0.470137071475231
"1DGS_A","vareaAA","rsa",0.930056544897537
"1DGS_A","vareaAA","seqent",0.437575401326914
"1DGS_A","vareaC","ddgent",0.63297935023829
"1DGS_A","vareaC","hbe",0.381145588582292
"1DGS_A","vareaC","hpshh",0.35868604376317
"1DGS_A","vareaC","r4s_JC",0.405973992029577
"1DGS_A","vareaC","rsa",0.789640137237836
"1DGS_A","vareaC","seqent",0.36201414769861
"1DGS_A","vareaCA","ddgent",0.740459619188755
"1DGS_A","vareaCA","hbe",0.333413331124864
"1DGS_A","vareaCA","hpshh",0.395542339315578
"1DGS_A","vareaCA","r4s_JC",0.43074648795318
"1DGS_A","vareaCA","rsa",0.856634673243898
"1DGS_A","vareaCA","seqent",0.378127847576457
"1DGS_A","vareaCB","ddgent",0.782970692377962
"1DGS_A","vareaCB","hbe",0.307640812899181
"1DGS_A","vareaCB","hpshh",0.439550805045182
"1DGS_A","vareaCB","r4s_JC",0.461759579810691
"1DGS_A","vareaCB","rsa",0.898936640378013
"1DGS_A","vareaCB","seqent",0.419279765094686
"1DGS_A","vareaN","ddgent",0.621372004701555
"1DGS_A","vareaN","hbe",0.406506456172318
"1DGS_A","vareaN","hpshh",0.32066042193176
"1DGS_A","vareaN","r4s_JC",0.351971042633353
"1DGS_A","vareaN","rsa",0.739903670265469
"1DGS_A","vareaN","seqent",0.307828349484518
"1DGS_A","vareaO","ddgent",0.542017422184803
"1DGS_A","vareaO","hbe",0.409012283411987
"1DGS_A","vareaO","hpshh",0.28490884848736
"1DGS_A","vareaO","r4s_JC",0.371220728343704
"1DGS_A","vareaO","rsa",0.707254412476402
"1DGS_A","vareaO","seqent",0.33510382370938
"1DGS_A","vareaSC","ddgent",0.792634712216925
"1DGS_A","vareaSC","hbe",0.250177349987924
"1DGS_A","vareaSC","hpshh",0.497175275577109
"1DGS_A","vareaSC","r4s_JC",0.482578004472721
"1DGS_A","vareaSC","rsa",0.923972167228015
"1DGS_A","vareaSC","seqent",0.452434978926699
"1DNP_A","vareaAA","ddgent",0.795712924738012
"1DNP_A","vareaAA","hbe",0.298718356142754
"1DNP_A","vareaAA","hpshh",0.400853607537039
"1DNP_A","vareaAA","r4s_JC",0.600986780648065
"1DNP_A","vareaAA","rsa",0.931950195816037
"1DNP_A","vareaAA","seqent",0.539150567526334
"1DNP_A","vareaC","ddgent",0.671008180979601
"1DNP_A","vareaC","hbe",0.42280097540348
"1DNP_A","vareaC","hpshh",0.281759952368163
"1DNP_A","vareaC","r4s_JC",0.566006235802449
"1DNP_A","vareaC","rsa",0.813235574024661
"1DNP_A","vareaC","seqent",0.495395186151286
"1DNP_A","vareaCA","ddgent",0.754899921714784
"1DNP_A","vareaCA","hbe",0.344220333084835
"1DNP_A","vareaCA","hpshh",0.315901013600062
"1DNP_A","vareaCA","r4s_JC",0.609768676036654
"1DNP_A","vareaCA","rsa",0.874133964748136
"1DNP_A","vareaCA","seqent",0.545034111273375
"1DNP_A","vareaCB","ddgent",0.793537456509829
"1DNP_A","vareaCB","hbe",0.304248851398805
"1DNP_A","vareaCB","hpshh",0.352430364967916
"1DNP_A","vareaCB","r4s_JC",0.609251372046336
"1DNP_A","vareaCB","rsa",0.902628039292121
"1DNP_A","vareaCB","seqent",0.54284113079334
"1DNP_A","vareaN","ddgent",0.650922962926774
"1DNP_A","vareaN","hbe",0.398436324683733
"1DNP_A","vareaN","hpshh",0.255858337653576
"1DNP_A","vareaN","r4s_JC",0.554467809267791
"1DNP_A","vareaN","rsa",0.776217882715986
"1DNP_A","vareaN","seqent",0.491020276174963
"1DNP_A","vareaO","ddgent",0.618057945018885
"1DNP_A","vareaO","hbe",0.452852551531836
"1DNP_A","vareaO","hpshh",0.264651828782068
"1DNP_A","vareaO","r4s_JC",0.491239232673844
"1DNP_A","vareaO","rsa",0.750011814570275
"1DNP_A","vareaO","seqent",0.423214406218464
"1DNP_A","vareaSC","ddgent",0.81225937183384
"1DNP_A","vareaSC","hbe",0.232417975279868
"1DNP_A","vareaSC","hpshh",0.408800761426002
"1DNP_A","vareaSC","r4s_JC",0.621887455530091
"1DNP_A","vareaSC","rsa",0.932046453289844
"1DNP_A","vareaSC","seqent",0.558444421887603
"1DVE_A","vareaAA","ddgent",0.792919481680345
"1DVE_A","vareaAA","hbe",0.429497063077878
"1DVE_A","vareaAA","hpshh",0.524903527611211
"1DVE_A","vareaAA","r4s_JC",0.66760869758459
"1DVE_A","vareaAA","rsa",0.933994820254133
"1DVE_A","vareaAA","seqent",0.533797612888809
"1DVE_A","vareaC","ddgent",0.681415246532444
"1DVE_A","vareaC","hbe",0.512845887160311
"1DVE_A","vareaC","hpshh",0.414949338388444
"1DVE_A","vareaC","r4s_JC",0.58525833861356
