"parameter","mean_sp","median_sp","quantile05_sp","quantile25_sp","quantile75_sp","quantile95_sp","stdev_sp"
0.2,-0.156623591549296,-0.151315,-0.2950818,-0.212813,-0.105113,-0.0125374000000001,0.0875455332370626
0.4,-0.188318882629108,-0.182296,-0.3312314,-0.251396,-0.132124,-0.0375246,0.0940983156645536
0.6,-0.230210816901408,-0.22416,-0.3838082,-0.305523,-0.170397,-0.0488846000000003,0.103815686725113
0.8,-0.27322576056338,-0.27475,-0.4373108,-0.357391,-0.205518,-0.0890256000000001,0.114207701149538
1,-0.310414774647887,-0.321856,-0.4896698,-0.401292,-0.232146,-0.1102422,0.123191087539888
1.2,-0.339465211267606,-0.354046,-0.5285696,-0.430411,-0.258982,-0.1261072,0.130476844160605
1.4,-0.361622319248826,-0.379822,-0.5532928,-0.45862,-0.280662,-0.1269208,0.13569068705523
1.6,-0.379059568075117,-0.397372,-0.572746,-0.483935,-0.301383,-0.125541,0.13922375145573
1.8,-0.392295549295775,-0.414692,-0.5891322,-0.498311,-0.314813,-0.1255772,0.141897288405766
2,-0.402180295774648,-0.423226,-0.6011854,-0.511179,-0.327018,-0.1213838,0.144086766441436
2.2,-0.409593863849765,-0.428775,-0.6071174,-0.519405,-0.331734,-0.1201394,0.146105737623138
2.4,-0.414768192488263,-0.431863,-0.6143962,-0.528547,-0.333171,-0.1213398,0.147375227209726
2.6,-0.418828417840376,-0.436378,-0.6194788,-0.528665,-0.335736,-0.1164786,0.148390882911975
2.8,-0.421280023474178,-0.437711,-0.6207056,-0.534257,-0.336887,-0.1207312,0.14908851900381
3,-0.422862924882629,-0.440866,-0.6255018,-0.534196,-0.336643,-0.115385,0.149749914221363
3.2,-0.423849676056338,-0.442384,-0.6279302,-0.537781,-0.336613,-0.1149162,0.150329611605861
3.4,-0.424193610328639,-0.444217,-0.6293558,-0.538591,-0.33458,-0.114112,0.150819528999232
3.6,-0.424161258215962,-0.444,-0.6299978,-0.539127,-0.330786,-0.1178992,0.150943110934669
3.8,-0.423546262910798,-0.443527,-0.6303322,-0.536968,-0.330284,-0.121339,0.151441995173089
4,-0.422998042253521,-0.441251,-0.630068,-0.53836,-0.324596,-0.1152116,0.151711987968306
4.2,-0.422180680751174,-0.440043,-0.6294648,-0.53742,-0.323434,-0.1106176,0.152215142851874
