"variable","mean","median","sd","min","q1","q3","max"
"ddgent",0.494774252087756,0.507217918804048,0.0811901217514825,0.253558713673456,0.441449822231654,0.547233996956721,0.68783012213178
"hbe_mean",0.302175547706574,0.303041375435496,0.100260425983423,0.0624260218776313,0.236442808219528,0.366362050100787,0.554537090033263
"hpshh",0.316314208350842,0.31553423136298,0.0817577422507206,0.102916004082388,0.265319122924277,0.364004237168418,0.510687199581676
"r4s_JC",0.429113442393984,0.452418200444462,0.138072091139562,0.0258609822897925,0.344955458950706,0.530903209841032,0.70699999414152
"resvol",0.0244752961131786,0.0234897514306566,0.0899290365379673,-0.226605102456022,-0.0303654421018902,0.0863414456378225,0.298470530506232
"rsa",0.609064432242514,0.61971337977269,0.0959417205452179,0.288945892503138,0.560304368993613,0.681142947677846,0.799792834230294
"seqent",0.356347493699576,0.376083587267904,0.136433873579957,-0.0562146013881734,0.26672104520845,0.460876724678886,0.669901289459235
