"variable","mean","median","sd","min","q1","q3","max"
"ddgent",0.529081058894627,0.540282575223825,0.0825252225027963,0.222791473544371,0.480219363888977,0.585594369988494,0.726420718085152
"hbe_mean",0.272916366242156,0.274970713757558,0.0903988798537659,0.054370244580937,0.209297517507647,0.336348619730631,0.513554312643259
"hpshh",0.362180449049607,0.364774967093445,0.0866564835067469,0.136048263753609,0.306164085584913,0.420521334034626,0.559938651352403
"r4s_JC",0.442711806271856,0.468081541371038,0.13386900044341,0.0694717794189169,0.36077423307464,0.53904448988518,0.717426718326886
"resvol",0.060408113188154,0.0560240288378067,0.0913326381570784,-0.18967661781532,0.0035472577126693,0.123656249235503,0.329753691093837
"rsa",0.624226554851242,0.636170306114154,0.0910190194654076,0.230597038925468,0.582032424469982,0.693792909097028,0.78404686056074
"seqent",0.372583500566474,0.390203106551597,0.134093882330847,-0.0402572945407897,0.280838560528524,0.472656681675883,0.673335312159516
