"variable","coef","abs.coef"
"(Intercept)",1.13563412960807,1.13563412960807
"r.vvolume.wcnSC",-0.496194305616045,0.496194305616045
"r.veccentricity.vvolume",-0.381544468142852,0.381544468142852
"r.rsa.varea",-0.264671451838044,0.264671451838044
"mean.TSS",0.261667754935989,0.261667754935989
"r.vedge.vsphericity",0.246980754169845,0.246980754169845
"mean.GSS",0.245442453768136,0.245442453768136
"sd.r4sJC",0.212946475235281,0.212946475235281
"sd.seqent",0.198861314995972,0.198861314995972
"r.ddgent.rsa",0.195590123346768,0.195590123346768
"median.vedge",-0.166342128672782,0.166342128672782
"r.vnfaces.wcnSC",0.113797486996481,0.113797486996481
"mean.ddgent",-0.111172945915138,0.111172945915138
"r.ddgent.wcnSC",0.105488911184909,0.105488911184909
"r.ddgent.vnfaces",0.0754019712386359,0.0754019712386359
"mean.betas",-0.0623986460237291,0.0623986460237291
"r.hbe.varea",-0.0564498481392337,0.0564498481392337
"median.hpshh",0.0564379872499663,0.0564379872499663
"mean.seqent",0.0532419287498954,0.0532419287498954
"r.varea.vvolume",0.046940773360007,0.046940773360007
"median.seqent",0.0406909336426571,0.0406909336426571
"r.varea.wcnSC",-0.0403506425238603,0.0403506425238603
"r.ddgent.hpshh",0.0403259387000113,0.0403259387000113
"mean.r4sJC",0.0360512912299288,0.0360512912299288
"mean.nhbas",-0.0323238711620345,0.0323238711620345
"mean.LSS",-0.0308877968331684,0.0308877968331684
"mean.ESS",-0.028670432979713,0.028670432979713
"r.varea.vsphericitym",0.0282820083846804,0.0282820083846804
"r.hbe.vnfaces",-0.0264503776077799,0.0264503776077799
"sd.ddgent",0.0194089306875372,0.0194089306875372
"median.vnfaces",-0.0188990803017452,0.0188990803017452
"r.varea.veccentricity",-0.0187026632660935,0.0187026632660935
"r.vnfaces.vsphericitym",0.00982965614589756,0.00982965614589756
"r.hbe.hpshh",0.00949681692587317,0.00949681692587317
"mean.hbe",-0.00257156169776081,0.00257156169776081
"sum.ISS",-0.00242503803878101,0.00242503803878101
"r.bfSC.rsa",0.00231205704125329,0.00231205704125329
"sd.veccentricity",-0.00221407298777458,0.00221407298777458
"r.hpshh.vsphericitym",-0.00158551689219708,0.00158551689219708
"sres",-0.00149920240470725,0.00149920240470725
"mean.hpshh",0.00149439631402676,0.00149439631402676
"sd.bfSC",-0.000726755979762543,0.000726755979762543
"sum.BSS",-0.000712293084070868,0.000712293084070868
"r.hbe.vvolume",-1.68182366282987e-05,1.68182366282987e-05
"contact_orderSC",0,0
"mean.bfSC",0,0
"mean.BSS",0,0
"mean.hbdif",0,0
"mean.helix",0,0
"mean.HSS",0,0
"mean.ISS",0,0
"mean.nhbon",0,0
"mean.nhbpa.dif",0,0
"mean.nhbps",0,0
"mean.rsa",0,0
"mean.SSS",0,0
"mean.varea",0,0
"mean.veccentricity",0,0
"mean.vedge",0,0
"mean.vnfaces",0,0
"mean.vnfacescc",0,0
"mean.vsphericity",0,0
"mean.vsphericitycc",0,0
"mean.vsphericitym",0,0
"mean.vvolume",0,0
"mean.wcnSC",0,0
