"variable","mean_diff","median_diff","sd_diff","min_diff","q1_diff","q3_diff","max_diff"
"ddgent",0.039390444386774,0.042748140545501,0.00639447071453129,-0.00924577958505031,0.034436774299035,0.054069619250763,0.0528748114919719
"hbe",-0.012692654659747,-0.018541943659196,-0.00304401031263,0.0265646091655561,-0.00806428793696901,-0.015250542235394,-0.048660853047917
"hpshh",0.034723472817808,0.038787853359615,0.0084059341637822,0.0108523772022319,0.029951012143008,0.045569971489858,0.00844739889264096
"r4s_JC",0.033480371572049,0.027436973707828,0.006523928998906,-0.00150015761716389,0.033196494755097,0.032443531313544,0.057553988943561
"resvol",-0.0069178779705059,-0.0066482490998309,0.00784540558415631,0.055675101917346,-0.009760548663371,-0.00059901870402897,0.013777760686612
"rsa",0.0293069448632861,0.031652151152895,0.0065186845762656,-0.018125450145572,0.024766804437367,0.03172222088749,0.043899124147222
"seqent",0.029063794409258,0.034428175138886,0.005531140633529,-0.00215724781307911,0.036286377312686,0.033251497468227,0.058654602874077
