"variable","coef","abs.coef"
"(Intercept)",77.2292896880556,77.2292896880556
"median.seqent",-0.259407803341218,0.259407803341218
"r.vnfaces.wcnSC",-0.231652796000164,0.231652796000164
"sres",0.154011529252489,0.154011529252489
"r.ddgent.vnfaces",0.133105200340518,0.133105200340518
"nchain",-0.129657849279874,0.129657849279874
"sd.seqent",-0.128468677756522,0.128468677756522
"r.bfSC.hbe",-0.112587124099215,0.112587124099215
"mean.vnfacescc",0.106409718781407,0.106409718781407
"sd.r4sJC",-0.102363559280307,0.102363559280307
"r.hbe.hpshh",0.0944954179655891,0.0944954179655891
"r.bfSC.rsa",0.0867072058801815,0.0867072058801815
"median.vedge",0.0814648069979279,0.0814648069979279
"median.hbe",0.0792276339991747,0.0792276339991747
"r.ddgent.vsphericity",0.0781575181155295,0.0781575181155295
"sd.bfSC",-0.0757881856762359,0.0757881856762359
"sum.TSS",0.0747566402526928,0.0747566402526928
"r.hpshh.vedge",-0.0635156418034166,0.0635156418034166
"sum.r4sJC",0.0615886141455536,0.0615886141455536
"r.bfSC.vnfaces",0.0614392897104142,0.0614392897104142
"sd.veccentricity",-0.0555766192746813,0.0555766192746813
"r.varea.vnfaces",0.0551214166110042,0.0551214166110042
"median.bfSC",0.0535722883187319,0.0535722883187319
"r.hpshh.rsa",-0.0522711851414031,0.0522711851414031
"r.ddgent.vedge",0.0482580167128683,0.0482580167128683
"r.rsa.varea",0.0459542325658731,0.0459542325658731
"r.vsphericity.vvolume",0.0451902997714221,0.0451902997714221
"mean.ISS",0.0420817801743801,0.0420817801743801
"median.r4sJC",0.0403616259025356,0.0403616259025356
"sd.ddgent",0.037450624138015,0.037450624138015
"r.vnfaces.vsphericity",-0.0371981176479721,0.0371981176479721
"sd.hpshh",-0.0370493925613583,0.0370493925613583
"median.vnfacescc",0.0318028175724539,0.0318028175724539
"r.ddgent.veccentricity",0.0314334804823209,0.0314334804823209
"r.bfSC.hpshh",0.0284527688677313,0.0284527688677313
"r.hpshh.vsphericity",0.0262897023705402,0.0262897023705402
