"parameter","mean_sp","median_sp","quantile05_sp","quantile25_sp","quantile75_sp","quantile95_sp","stdev_sp"
0.2,0.21649223943662,0.218489,0.0769716,0.155372,0.26957,0.3529922,0.0882899950224707
0.4,0.2174870657277,0.218555,0.0790368,0.158343,0.272822,0.3536338,0.0882256488079772
0.6,0.218031915492958,0.218751,0.0792864,0.15847,0.273599,0.3547156,0.088293809446345
0.8,0.2194930657277,0.222224,0.0799252,0.159756,0.275414,0.3564138,0.0883470058460673
1,0.222645131455399,0.225645,0.08112,0.162585,0.278869,0.3629762,0.0887647599966327
1.2,0.228138835680751,0.230807,0.084643,0.166282,0.286989,0.3692806,0.0894371654199484
1.4,0.236332713615023,0.239189,0.0889744,0.173774,0.296347,0.3800612,0.0903944543287068
1.6,0.248220056338028,0.251073,0.0966124,0.184376,0.309829,0.391657,0.091450836265119
1.8,0.264085615023474,0.268349,0.110141,0.20488,0.326984,0.4074792,0.0928634509722232
2,0.283839253521127,0.288363,0.1261998,0.226598,0.345977,0.4290622,0.0949824911607344
2.2,0.306886812206573,0.313013,0.14078,0.249818,0.374298,0.4544572,0.0971039101491794
2.4,0.332092253521127,0.335192,0.1591336,0.271504,0.401608,0.4848838,0.0990984085020216
2.6,0.358062319248826,0.358,0.1798784,0.304343,0.432126,0.5143584,0.101022188595963
2.8,0.382436187793427,0.38811,0.2023538,0.327958,0.458985,0.5322744,0.103065548811261
3,0.404465784037559,0.411865,0.2221666,0.345334,0.482098,0.5568046,0.10518580323207
3.2,0.423380225352113,0.430834,0.2383432,0.365139,0.501291,0.5779822,0.106694381793769
3.4,0.439324962441315,0.448429,0.2505898,0.382147,0.516685,0.5888088,0.108110203618146
3.6,0.45218855399061,0.461912,0.2600264,0.396852,0.528613,0.5971952,0.109146188875258
3.8,0.462741816901408,0.47605,0.264553,0.406345,0.539254,0.6108112,0.110067040518706
4,0.471416892018779,0.482049,0.2686866,0.41522,0.548175,0.618103,0.110645719319156
4.2,0.478597685446009,0.490392,0.2709934,0.424621,0.553137,0.6234434,0.111060898055465
4.4,0.484557887323944,0.49534,0.2733028,0.430004,0.557735,0.6291164,0.111407899461743
4.6,0.48939761971831,0.500326,0.2748106,0.434814,0.563202,0.6345698,0.11179678414866
4.8,0.493569737089202,0.504658,0.2763292,0.441516,0.56351,0.6381078,0.11200151590044
5,0.496968957746479,0.509329,0.2777354,0.448455,0.570674,0.640619,0.112298396081277
5.2,0.499955342723005,0.514267,0.2782616,0.450186,0.575514,0.6428904,0.112486568200092
5.4,0.502426582159624,0.516694,0.2818552,0.453846,0.576906,0.6447472,0.112747623012969
5.6,0.504641,0.519339,0.2863854,0.456796,0.579559,0.6466354,0.11288968037404
5.8,0.506482549295775,0.521876,0.2886768,0.458569,0.581533,0.6492908,0.112977129804997
6,0.507924046948357,0.521875,0.2897376,0.46031,0.582414,0.6517956,0.1133486549201
6.2,0.509173610328639,0.524568,0.2908538,0.461963,0.585105,0.6533098,0.113440857035448
6.4,0.510282887323944,0.525365,0.292689,0.462654,0.588156,0.654088,0.11358608707241
6.6,0.511079544600939,0.523308,0.2936744,0.464165,0.586893,0.6555366,0.113791870135805
6.8,0.511766436619718,0.523377,0.2968432,0.467251,0.588179,0.6557224,0.11395118147314
7,0.512362718309859,0.524909,0.2988518,0.468618,0.59049,0.6567916,0.114208694515643
7.2,0.512961854460094,0.526277,0.2999846,0.46955,0.593513,0.6578448,0.11431585288363
7.4,0.513252056338028,0.524812,0.302698,0.469951,0.595472,0.658868,0.114514064064064
7.6,0.513568469483568,0.525619,0.3052358,0.471655,0.598705,0.6593388,0.114707822032538
7.8,0.513810812206573,0.527209,0.3062168,0.471549,0.598991,0.659278,0.114966414702674
8,0.513902765258216,0.527631,0.3082372,0.469851,0.59892,0.6591988,0.115198152113641
8.2,0.514017262910798,0.527518,0.3108288,0.470325,0.598314,0.658985,0.115359033512058
8.4,0.513969028169014,0.526869,0.3113858,0.470605,0.597978,0.6590796,0.115540386399715
8.6,0.513890450704225,0.526295,0.311113,0.471552,0.598772,0.6590056,0.115780371675206
8.8,0.513779183098591,0.525431,0.3123656,0.472905,0.598088,0.6596706,0.11595928840037
9,0.513670004694836,0.52575,0.3129034,0.472411,0.596374,0.660031,0.116127666879119
9.2,0.513482699530516,0.524487,0.3134338,0.4727,0.595947,0.6602326,0.116342412563834
9.4,0.513314286384977,0.524303,0.312466,0.47129,0.595641,0.660339,0.116551057925424
9.6,0.513039661971831,0.523713,0.3118918,0.469494,0.594366,0.6602078,0.11678959271476
9.8,0.512769328638498,0.523864,0.3106554,0.467836,0.592934,0.6620838,0.116969666955514
