"parameter","mean_sp","median_sp","quantile05_sp","quantile25_sp","quantile75_sp","quantile95_sp","stdev_sp"
0.2,0.0768917417840376,0.060505,0.004175,0.030167,0.104355,0.2091964,0.0944350448512679
0.4,0.138610924882629,0.128783,0.02646,0.077491,0.18522,0.2913874,0.0936551854159674
0.6,0.203891976525822,0.210205,0.0630742,0.140294,0.263162,0.328865,0.088478096538705
0.8,0.244355516431925,0.248332,0.0878724,0.181654,0.304939,0.3774376,0.0911651739414172
1,0.278414464788732,0.284171,0.1133738,0.218946,0.343335,0.4153586,0.094408062309225
1.2,0.309406225352113,0.319251,0.1393868,0.248987,0.372444,0.4480204,0.0976495388880195
1.4,0.337192906103286,0.348169,0.1658112,0.284473,0.406787,0.4771036,0.100634748953136
1.6,0.36115876056338,0.371116,0.1861326,0.305651,0.434899,0.5045432,0.103341139650792
1.8,0.381197051643193,0.394312,0.196813,0.325646,0.457084,0.5285704,0.10553969951899
2,0.397678985915493,0.416466,0.2090996,0.340814,0.476804,0.5432154,0.107184320027244
2.2,0.410576821596244,0.430591,0.2130226,0.356518,0.488564,0.5564736,0.108524709169031
2.4,0.420723798122066,0.439855,0.2186318,0.360635,0.500219,0.5628822,0.109645407399032
2.6,0.428506892018779,0.447873,0.224593,0.369637,0.511956,0.5677054,0.110673527459518
2.8,0.434382464788732,0.452365,0.2298264,0.375351,0.51724,0.5763598,0.111546646746006
3,0.43876855399061,0.455614,0.2364856,0.379397,0.525048,0.582318,0.112173117048685
3.2,0.442236276995305,0.457466,0.245589,0.383059,0.529489,0.5860418,0.112729840945248
3.4,0.444780370892019,0.458693,0.247099,0.387112,0.532696,0.5878304,0.113424029659822
3.6,0.446705685446009,0.462724,0.2529534,0.388103,0.536254,0.5915008,0.113762646358795
3.8,0.448029164319249,0.463058,0.2541418,0.389001,0.534693,0.594035,0.114162630462219
4,0.448727802816901,0.465275,0.2516946,0.391102,0.534495,0.5948178,0.114685547777014
4.2,0.449319314553991,0.465702,0.2522162,0.390992,0.534302,0.5959234,0.11522711052497
4.4,0.449617422535211,0.464927,0.2502654,0.392584,0.53535,0.596059,0.115705059465623
4.6,0.449577873239437,0.462809,0.2494274,0.392784,0.534308,0.5973432,0.116265067204975
4.8,0.449454253521127,0.461524,0.2486322,0.39252,0.53525,0.6007218,0.11674213439991
5,0.449210896713615,0.460704,0.2500598,0.391043,0.53621,0.6017844,0.11724902093528
5.2,0.448947568075117,0.461318,0.250902,0.388995,0.536762,0.6029858,0.117760687071766
5.4,0.448584600938967,0.46166,0.2484492,0.389144,0.538394,0.6065976,0.118185101603835
5.6,0.44815944600939,0.462895,0.244644,0.38868,0.536653,0.6092826,0.118588045081485
5.8,0.447615591549296,0.462606,0.2410688,0.385644,0.53756,0.6099888,0.118966221826797
6,0.447183877934272,0.4621,0.2386546,0.386182,0.537642,0.6100984,0.119434362603143
6.2,0.446658338028169,0.461552,0.2368268,0.386372,0.537116,0.6099006,0.119896179768236
6.4,0.446003647887324,0.461276,0.2350306,0.386223,0.535846,0.609487,0.120317936873334
6.6,0.445391629107981,0.461944,0.2334692,0.385694,0.535212,0.6094762,0.120693603412121
6.8,0.444837605633803,0.461002,0.2317116,0.385268,0.534328,0.6086364,0.121013537024904
7,0.444220680751174,0.459711,0.2305498,0.385941,0.533847,0.6087594,0.12138624783245
7.2,0.443606784037559,0.458229,0.2294842,0.386305,0.533708,0.6081768,0.12170633117305
7.4,0.442969849765258,0.45731,0.227372,0.386664,0.532371,0.6072046,0.122019705900959
7.6,0.442413267605634,0.455445,0.224818,0.38745,0.530043,0.6060942,0.122405758668365
7.8,0.441788971830986,0.455409,0.2227562,0.386345,0.530138,0.6050874,0.12274967933286
8,0.44114123943662,0.454317,0.2208316,0.385645,0.530511,0.604437,0.123076778337996
8.2,0.440542774647887,0.453133,0.218783,0.386036,0.529657,0.604383,0.123387647454495
8.4,0.43994144600939,0.452774,0.2169118,0.386031,0.529421,0.603053,0.123664666767551
8.6,0.439318779342723,0.45154,0.214751,0.384897,0.528689,0.6025242,0.123965895902672
8.8,0.438833694835681,0.450628,0.2130538,0.383865,0.528774,0.6021512,0.124222610544733
9,0.43823120657277,0.449983,0.2114932,0.381757,0.5281,0.6012292,0.124541745351846
9.2,0.437692802816901,0.449732,0.2097056,0.379604,0.527736,0.6004888,0.124794337884442
9.4,0.437177389671361,0.449477,0.2081238,0.379607,0.526194,0.6001374,0.125000341566287
9.6,0.436645169014085,0.449146,0.2069132,0.38023,0.525708,0.5990656,0.125200701610096
9.8,0.436182483568075,0.449275,0.2055694,0.380733,0.526211,0.5988206,0.125422203313855
10,0.435687051643192,0.449083,0.2041574,0.3803,0.525498,0.5985076,0.125649761150754
10.2,0.435193169014085,0.448762,0.2029364,0.378175,0.524979,0.5978704,0.125869145888815
10.4,0.434733253521127,0.448581,0.201852,0.377465,0.524788,0.5976322,0.126075705085909
10.6,0.434252892018779,0.448392,0.20121,0.377584,0.524802,0.5970724,0.126281579787694
10.8,0.43377841314554,0.44746,0.2003158,0.378263,0.524723,0.5970636,0.126480054746836
11,0.433285248826291,0.447413,0.1998264,0.37626,0.524349,0.5962258,0.126664431675588
11.2,0.432814258215962,0.445581,0.1992078,0.375622,0.524438,0.5959696,0.126812740664045
11.4,0.432377361502347,0.44265,0.1985902,0.37523,0.523866,0.596123,0.126989448399685
11.6,0.431964788732394,0.439872,0.1979824,0.375943,0.523961,0.5960738,0.127122484933462
11.8,0.431589816901408,0.438788,0.1975302,0.376018,0.523524,0.5959932,0.127299029486601
12,0.431180460093897,0.438586,0.1965654,0.375963,0.522723,0.595888,0.127505527324045
12.2,0.430732384976526,0.438539,0.1960154,0.375275,0.521465,0.5962638,0.127676238794764
12.4,0.430400835680751,0.439461,0.195156,0.374897,0.52049,0.5966352,0.127851381074906
12.6,0.430086220657277,0.439923,0.194363,0.37438,0.519883,0.5968006,0.128021275168829
12.8,0.429695694835681,0.439522,0.193389,0.373885,0.51965,0.5968596,0.128152299748257
13,0.42931334741784,0.43845,0.1924498,0.373931,0.51943,0.5967096,0.128251639618408
13.2,0.428977136150235,0.437438,0.191449,0.373215,0.519477,0.5965802,0.128388721960094
13.4,0.428605835680751,0.436662,0.1902282,0.373654,0.519436,0.596867,0.128530975874777
13.6,0.428246605633803,0.435749,0.1890896,0.372432,0.519026,0.5967628,0.128662380463105
13.8,0.427939403755869,0.435067,0.1879548,0.371145,0.518478,0.5968076,0.128788754645064
14,0.427625178403756,0.434831,0.1867844,0.370876,0.518613,0.5966126,0.128927659851407
14.2,0.427300075117371,0.434126,0.185584,0.370886,0.518282,0.596541,0.129027948967436
14.4,0.426978741784038,0.433932,0.1842668,0.370996,0.518082,0.5966838,0.129162843000694
14.6,0.426697948356808,0.433678,0.1831028,0.370916,0.517632,0.5969064,0.129266788665537
14.8,0.426404488262911,0.433278,0.1821046,0.370397,0.517545,0.5970918,0.129392193228661
15,0.426165286384977,0.43331,0.1808192,0.370242,0.516993,0.5972218,0.12949428699754
15.2,0.425842319248826,0.433285,0.1800016,0.369249,0.516678,0.597096,0.129574286767178
15.4,0.425558657276995,0.432973,0.1794654,0.368477,0.516357,0.5970902,0.129698640921267
15.6,0.425293,0.432534,0.1788572,0.368042,0.515639,0.5969352,0.129779354783895
15.8,0.425053009389671,0.432578,0.1781688,0.367289,0.515036,0.5970234,0.12989305014495
16,0.424822422535211,0.432881,0.1776322,0.366391,0.514228,0.5971272,0.129963325543545
16.2,0.424537769953052,0.432176,0.176949,0.365769,0.513811,0.5969336,0.130087297163543
16.4,0.424274704225352,0.432511,0.1763672,0.365527,0.513715,0.596983,0.130158483413077
16.6,0.424031394366197,0.432292,0.175768,0.364539,0.514008,0.5972444,0.13026630454779
16.8,0.42378703286385,0.431775,0.1751602,0.363709,0.513983,0.5969934,0.130370727535073
17,0.423540136150235,0.431373,0.1747808,0.363271,0.513926,0.5970044,0.130448363998118
17.2,0.42335944600939,0.431163,0.1742336,0.362463,0.513854,0.597,0.130549255338302
17.4,0.423140169014085,0.430621,0.173902,0.362377,0.513543,0.5966474,0.130615792384967
17.6,0.42293979342723,0.430354,0.1733482,0.361624,0.513269,0.5964976,0.13069452796448
17.8,0.422710079812207,0.42977,0.172967,0.360797,0.513121,0.5963832,0.130758455140563
18,0.422499910798122,0.429477,0.1724794,0.358872,0.512742,0.5960376,0.130845157156716
18.2,0.42230455399061,0.429534,0.1720664,0.358475,0.512547,0.5959106,0.13091190714545
18.4,0.422095305164319,0.429492,0.171742,0.358088,0.512254,0.596026,0.131021769057528
18.6,0.421876704225352,0.429791,0.1713436,0.357928,0.512286,0.596061,0.131123547364675
18.8,0.421689915492958,0.430003,0.170851,0.357785,0.512094,0.5958508,0.131191569234038
19,0.421516746478873,0.429967,0.1703394,0.357567,0.511748,0.5958684,0.131286107531793
19.2,0.421324807511737,0.429978,0.1699158,0.357501,0.511402,0.5955058,0.131377647130347
19.4,0.421133591549296,0.430143,0.1695874,0.357298,0.510917,0.5951494,0.131463055483316
19.6,0.420938521126761,0.430329,0.1692744,0.357081,0.511032,0.5951628,0.131527743476065
19.8,0.420743211267606,0.430131,0.168988,0.356796,0.510601,0.5952178,0.131584821972882
20,0.420537647887324,0.429952,0.1686826,0.356487,0.510593,0.5951894,0.131657846327504
20.2,0.420379394366197,0.429754,0.1683286,0.356235,0.510542,0.5951154,0.131719204871167
20.4,0.42021344600939,0.429595,0.1679296,0.35621,0.510421,0.59497,0.131787775968001
20.6,0.420037009389671,0.429034,0.1677256,0.355945,0.510035,0.5948718,0.131831004425009
20.8,0.419892723004695,0.428508,0.1673888,0.354448,0.509843,0.5948428,0.131879998274528
21,0.419736338028169,0.427959,0.167081,0.353477,0.509669,0.5949376,0.131932835422064
21.2,0.419572924882629,0.427746,0.1668598,0.352559,0.509608,0.5948482,0.131973613000772
21.4,0.419400436619718,0.427337,0.166435,0.351336,0.509305,0.594804,0.13202686528912
21.6,0.419216422535211,0.426963,0.1662108,0.35012,0.509357,0.5947644,0.132080116451258
21.8,0.419056600938967,0.426581,0.1659762,0.349499,0.5094,0.594864,0.132155314242573
22,0.418900624413146,0.426495,0.1657468,0.348558,0.509203,0.595016,0.132227453328446
22.2,0.418723582159624,0.426409,0.165441,0.348104,0.509005,0.5952052,0.132280636053729
22.4,0.418579126760563,0.426233,0.1651166,0.34825,0.50892,0.5953066,0.132327875248736
22.6,0.418435549295775,0.426107,0.16491,0.348172,0.508724,0.5952874,0.13239096990589
22.8,0.418295338028169,0.426208,0.1646414,0.348354,0.508667,0.5953066,0.132423059212829
23,0.418147502347418,0.425971,0.1643638,0.348837,0.50867,0.595226,0.132484174229414
23.2,0.417988708920188,0.425485,0.1641656,0.349092,0.508473,0.5952584,0.132544952838547
